"guide","dataset","table","variable","type","n_rows","crosswalk_status","candidate_dataset","candidate_variable","candidate_product","candidate_description","basis","notes"
"dhda-health","NACDC","NACDC","FUNCTIONAL_CAPACITY_SCORE","numeric",167,"manual_same_dataset_plida_concept_match","NACDC","FUNCTIONAL_CAPACITY_ENTRY","madipge-aged-care-d-tcp-15-current","Functional capacity score (between 0-100) of the recipient at time of entry to transition care","Manual same-dataset concept crosswalk to local PLIDA metadata variable; generated name is compact/simplified and is not asserted to be an official source variable name.","Generated single functional-capacity score maps conceptually to transition-care entry functional capacity in local metadata."
"dhda-health","NACDC","NACDC","HCP_LEVEL","integer",167,"manual_same_dataset_plida_concept_match","NACDC","CARE_APPROVAL_LEVEL","madipge-aged-care-d-hcp-15-current","The level of care the person is approved to receive  as represented by text.","Manual same-dataset concept crosswalk to local PLIDA metadata variable; generated name is compact/simplified and is not asserted to be an official source variable name.","Generated compact demographic/code name maps to same-dataset NACDC metadata variable."
"dhda-health","NACDC","NACDC","INDIGENOUS_STATUS","character",167,"external_source_concept_not_source_equivalent","NACDC","indigenous_status_code","NACDC May 2026 table specifications workbook","Public NACDC May 2026 table specifications include Indigenous-status concepts such as INDIGENOUS_STATUS_CODE with detailed Aboriginal and Torres Strait Islander categories.","External NACDC source concept found, but the current generated field is a local binary Y/N collapse from the package spine, not a same-dataset local PLIDA variable or source-equivalent NACDC code.","Use as implementation-only binary Indigenous-status field. Official/public NACDC items use multi-category Indigenous-status codes rather than the generated Y/N domain."
"dhda-health","NACDC","NACDC","MARITAL_STATUS","character",167,"manual_same_dataset_plida_concept_match","NACDC","MARITAL_STATUS_CODE","madipge-aged-care-d-agedrecipient-15-current","Marital status of the recipient (at time of assessment)","Manual same-dataset concept crosswalk to local PLIDA metadata variable; generated name is compact/simplified and is not asserted to be an official source variable name.","Generated compact demographic/code name maps to same-dataset NACDC metadata variable."
"dhda-health","NACDC","NACDC","SEX","character",167,"manual_same_dataset_plida_concept_match","NACDC","SEX_CODE","madipge-aged-care-d-agedrecipient-15-current","The sex of the person  as represented by a code.","Manual same-dataset concept crosswalk to local PLIDA metadata variable; generated name is compact/simplified and is not asserted to be an official source variable name.","Generated compact demographic/code name maps to same-dataset NACDC metadata variable."
"dhda-health","NACDC","NACDC","STATE","integer",167,"manual_same_dataset_plida_concept_match","NACDC","RECIPIENT_STATE","madipge-aged-care-d-agedrecipient-15-current","State of recipient","Manual same-dataset concept crosswalk to local PLIDA metadata variable; generated name is compact/simplified and is not asserted to be an official source variable name.","Generated compact demographic/code name maps to same-dataset NACDC metadata variable."
"dhda-health","NACDC","NACDC","SYNTHETIC_AEUID","character",167,"direct_plida_dataset_variable","NACDC","SYNTHETIC_AEUID","madipge-aged-care-d-agedrecipient-15-current | madipge-aged-care-d-chsp-16-current | madipge-aged-care-d-hcp-15-current | madipge-aged-care-d-rac-15-current | madipge-aged-care-d-tcp-15-current","Synthetic MADIP Person ID","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",""
"dhda-health","PBS","2020","BNFT_AMT","numeric",48176,"direct_plida_dataset_variable","PBS","BNFT_AMT","madipge-pbs-d-prescriptions-2006 | madipge-pbs-d-prescriptions-2007 | madipge-pbs-d-prescriptions-2008 | madipge-pbs-d-prescriptions-2009 | madipge-pbs-d-prescriptions-2010 | madipge-pbs-d-prescriptions-2011 | madipge-pbs-d-prescriptions-2012 | madipge-pbs-d-prescriptions-2013 | madipge-pbs-d-prescriptions-2014 | madipge-pbs-d-prescriptions-2015 | madipge-pbs-d-prescriptions-2016 | madipge-pbs-d-prescriptions-2017 | madipge-pbs-d-prescriptions-2018 | madipge-pbs-d-prescriptions-2019 | madipge-pbs-d-prescriptions-2020 | madipge-pbs-d-prescriptions-2021 | madipge-pbs-d-prescriptions-2022 | madipge-pbs-d-prescriptions-2023 | madipge-pbs-d-prescriptions-2024 | madipge-pbs-d-prescriptions-2025","Benefit amount","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",""
"dhda-health","PBS","2020","CTG_BNFT_AMT","numeric",48176,"direct_plida_dataset_variable","PBS","CTG_BNFT_AMT","madipge-pbs-d-prescriptions-2006 | madipge-pbs-d-prescriptions-2007 | madipge-pbs-d-prescriptions-2008 | madipge-pbs-d-prescriptions-2009 | madipge-pbs-d-prescriptions-2010 | madipge-pbs-d-prescriptions-2011 | madipge-pbs-d-prescriptions-2012 | madipge-pbs-d-prescriptions-2013 | madipge-pbs-d-prescriptions-2014 | madipge-pbs-d-prescriptions-2015 | madipge-pbs-d-prescriptions-2016 | madipge-pbs-d-prescriptions-2017 | madipge-pbs-d-prescriptions-2018 | madipge-pbs-d-prescriptions-2019 | madipge-pbs-d-prescriptions-2020 | madipge-pbs-d-prescriptions-2021 | madipge-pbs-d-prescriptions-2022 | madipge-pbs-d-prescriptions-2023 | madipge-pbs-d-prescriptions-2024 | madipge-pbs-d-prescriptions-2025","Closing the gap benefit amount | Closing the Gap benefit amount","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",""
"dhda-health","PBS","2020","CTG_CD","character",48176,"direct_plida_dataset_variable","PBS","CTG_CD","madipge-pbs-d-prescriptions-2006 | madipge-pbs-d-prescriptions-2007 | madipge-pbs-d-prescriptions-2008 | madipge-pbs-d-prescriptions-2009 | madipge-pbs-d-prescriptions-2010 | madipge-pbs-d-prescriptions-2011 | madipge-pbs-d-prescriptions-2012 | madipge-pbs-d-prescriptions-2013 | madipge-pbs-d-prescriptions-2014 | madipge-pbs-d-prescriptions-2015 | madipge-pbs-d-prescriptions-2016 | madipge-pbs-d-prescriptions-2017 | madipge-pbs-d-prescriptions-2018 | madipge-pbs-d-prescriptions-2019 | madipge-pbs-d-prescriptions-2020 | madipge-pbs-d-prescriptions-2021 | madipge-pbs-d-prescriptions-2022 | madipge-pbs-d-prescriptions-2023 | madipge-pbs-d-prescriptions-2024 | madipge-pbs-d-prescriptions-2025","Closing the gap co-payment eligibility indicator | Closing the Gap co-payment eligibility indicator","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",""
"dhda-health","PBS","2020","DRG_TYP_CD","character",48176,"direct_plida_dataset_variable","PBS","DRG_TYP_CD","madipge-pbs-d-prescriptions-2006 | madipge-pbs-d-prescriptions-2007 | madipge-pbs-d-prescriptions-2008 | madipge-pbs-d-prescriptions-2009 | madipge-pbs-d-prescriptions-2010 | madipge-pbs-d-prescriptions-2011 | madipge-pbs-d-prescriptions-2012 | madipge-pbs-d-prescriptions-2013 | madipge-pbs-d-prescriptions-2014 | madipge-pbs-d-prescriptions-2015 | madipge-pbs-d-prescriptions-2016 | madipge-pbs-d-prescriptions-2017 | madipge-pbs-d-prescriptions-2018 | madipge-pbs-d-prescriptions-2019 | madipge-pbs-d-prescriptions-2020 | madipge-pbs-d-prescriptions-2021 | madipge-pbs-d-prescriptions-2022 | madipge-pbs-d-prescriptions-2023 | madipge-pbs-d-prescriptions-2024 | madipge-pbs-d-prescriptions-2025","Type of drug supplied - broad category code","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",""
"dhda-health","PBS","2020","EXTRCT_DT","Date",48176,"direct_plida_dataset_variable","PBS","EXTRCT_DT","madipge-pbs-d-prescriptions-2006 | madipge-pbs-d-prescriptions-2007 | madipge-pbs-d-prescriptions-2008 | madipge-pbs-d-prescriptions-2009 | madipge-pbs-d-prescriptions-2010 | madipge-pbs-d-prescriptions-2011 | madipge-pbs-d-prescriptions-2012 | madipge-pbs-d-prescriptions-2013 | madipge-pbs-d-prescriptions-2014 | madipge-pbs-d-prescriptions-2015 | madipge-pbs-d-prescriptions-2016 | madipge-pbs-d-prescriptions-2017 | madipge-pbs-d-prescriptions-2018 | madipge-pbs-d-prescriptions-2019 | madipge-pbs-d-prescriptions-2020 | madipge-pbs-d-prescriptions-2021 | madipge-pbs-d-prescriptions-2022 | madipge-pbs-d-prescriptions-2023 | madipge-pbs-d-prescriptions-2024 | madipge-pbs-d-prescriptions-2025","Date of processing","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",""
"dhda-health","PBS","2020","ITM_CD","character",48176,"direct_plida_dataset_variable","PBS","ITM_CD","madipge-pbs-d-prescriptions-2006 | madipge-pbs-d-prescriptions-2007 | madipge-pbs-d-prescriptions-2008 | madipge-pbs-d-prescriptions-2009 | madipge-pbs-d-prescriptions-2010 | madipge-pbs-d-prescriptions-2011 | madipge-pbs-d-prescriptions-2012 | madipge-pbs-d-prescriptions-2013 | madipge-pbs-d-prescriptions-2014 | madipge-pbs-d-prescriptions-2015 | madipge-pbs-d-prescriptions-2016 | madipge-pbs-d-prescriptions-2017 | madipge-pbs-d-prescriptions-2018 | madipge-pbs-d-prescriptions-2019 | madipge-pbs-d-prescriptions-2020 | madipge-pbs-d-prescriptions-2021 | madipge-pbs-d-prescriptions-2022 | madipge-pbs-d-prescriptions-2023 | madipge-pbs-d-prescriptions-2024 | madipge-pbs-d-prescriptions-2025","Item code","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",""
"dhda-health","PBS","2020","MJR_SPCLTY_GRP_CD","character",48176,"direct_plida_dataset_variable","PBS","MJR_SPCLTY_GRP_CD","madipge-pbs-d-prescriptions-2006 | madipge-pbs-d-prescriptions-2007 | madipge-pbs-d-prescriptions-2008 | madipge-pbs-d-prescriptions-2009 | madipge-pbs-d-prescriptions-2010 | madipge-pbs-d-prescriptions-2011 | madipge-pbs-d-prescriptions-2012 | madipge-pbs-d-prescriptions-2013 | madipge-pbs-d-prescriptions-2014 | madipge-pbs-d-prescriptions-2015 | madipge-pbs-d-prescriptions-2016 | madipge-pbs-d-prescriptions-2017 | madipge-pbs-d-prescriptions-2018 | madipge-pbs-d-prescriptions-2019 | madipge-pbs-d-prescriptions-2020 | madipge-pbs-d-prescriptions-2021 | madipge-pbs-d-prescriptions-2022 | madipge-pbs-d-prescriptions-2023 | madipge-pbs-d-prescriptions-2024 | madipge-pbs-d-prescriptions-2025","Major specialty of prescriber","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",""
"dhda-health","PBS","2020","PBS_RGLTN24_ADJST_QTY","integer",48176,"direct_plida_dataset_variable","PBS","PBS_RGLTN24_ADJST_QTY","madipge-pbs-d-prescriptions-2006 | madipge-pbs-d-prescriptions-2007 | madipge-pbs-d-prescriptions-2008 | madipge-pbs-d-prescriptions-2009 | madipge-pbs-d-prescriptions-2010 | madipge-pbs-d-prescriptions-2011 | madipge-pbs-d-prescriptions-2012 | madipge-pbs-d-prescriptions-2013 | madipge-pbs-d-prescriptions-2014 | madipge-pbs-d-prescriptions-2015 | madipge-pbs-d-prescriptions-2016 | madipge-pbs-d-prescriptions-2017 | madipge-pbs-d-prescriptions-2018 | madipge-pbs-d-prescriptions-2019 | madipge-pbs-d-prescriptions-2020 | madipge-pbs-d-prescriptions-2021 | madipge-pbs-d-prescriptions-2022 | madipge-pbs-d-prescriptions-2023 | madipge-pbs-d-prescriptions-2024 | madipge-pbs-d-prescriptions-2025","Quantity supplied","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",""
"dhda-health","PBS","2020","PHRMCY_APPRVL_TYP_CD","character",48176,"direct_plida_dataset_variable","PBS","PHRMCY_APPRVL_TYP_CD","madipge-pbs-d-prescriptions-2006 | madipge-pbs-d-prescriptions-2007 | madipge-pbs-d-prescriptions-2008 | madipge-pbs-d-prescriptions-2009 | madipge-pbs-d-prescriptions-2010 | madipge-pbs-d-prescriptions-2011 | madipge-pbs-d-prescriptions-2012 | madipge-pbs-d-prescriptions-2013 | madipge-pbs-d-prescriptions-2014 | madipge-pbs-d-prescriptions-2015 | madipge-pbs-d-prescriptions-2016 | madipge-pbs-d-prescriptions-2017 | madipge-pbs-d-prescriptions-2018 | madipge-pbs-d-prescriptions-2019 | madipge-pbs-d-prescriptions-2020 | madipge-pbs-d-prescriptions-2021 | madipge-pbs-d-prescriptions-2022 | madipge-pbs-d-prescriptions-2023 | madipge-pbs-d-prescriptions-2024 | madipge-pbs-d-prescriptions-2025","Pharmacy approval type","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",""
"dhda-health","PBS","2020","PHRMCY_ID_SCRAM","character",48176,"direct_plida_dataset_variable","PBS","PHRMCY_ID_SCRAM","madipge-pbs-d-prescriptions-2006 | madipge-pbs-d-prescriptions-2007 | madipge-pbs-d-prescriptions-2008 | madipge-pbs-d-prescriptions-2009 | madipge-pbs-d-prescriptions-2010 | madipge-pbs-d-prescriptions-2011 | madipge-pbs-d-prescriptions-2012 | madipge-pbs-d-prescriptions-2013 | madipge-pbs-d-prescriptions-2014 | madipge-pbs-d-prescriptions-2015 | madipge-pbs-d-prescriptions-2016 | madipge-pbs-d-prescriptions-2017 | madipge-pbs-d-prescriptions-2018 | madipge-pbs-d-prescriptions-2019 | madipge-pbs-d-prescriptions-2020 | madipge-pbs-d-prescriptions-2021 | madipge-pbs-d-prescriptions-2022 | madipge-pbs-d-prescriptions-2023 | madipge-pbs-d-prescriptions-2024 | madipge-pbs-d-prescriptions-2025","Supplying pharmacy id - scrambled | Supplying pharmacy ID - scrambled","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",""
"dhda-health","PBS","2020","PHRMCY_PSTCD","character",48176,"direct_plida_dataset_variable","PBS","PHRMCY_PSTCD","madipge-pbs-d-prescriptions-2006 | madipge-pbs-d-prescriptions-2007 | madipge-pbs-d-prescriptions-2008 | madipge-pbs-d-prescriptions-2009 | madipge-pbs-d-prescriptions-2010 | madipge-pbs-d-prescriptions-2011 | madipge-pbs-d-prescriptions-2012 | madipge-pbs-d-prescriptions-2013 | madipge-pbs-d-prescriptions-2014 | madipge-pbs-d-prescriptions-2015 | madipge-pbs-d-prescriptions-2016 | madipge-pbs-d-prescriptions-2017 | madipge-pbs-d-prescriptions-2018 | madipge-pbs-d-prescriptions-2019 | madipge-pbs-d-prescriptions-2020 | madipge-pbs-d-prescriptions-2021 | madipge-pbs-d-prescriptions-2022 | madipge-pbs-d-prescriptions-2023 | madipge-pbs-d-prescriptions-2024 | madipge-pbs-d-prescriptions-2025","Pharmacy postcode","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",""
"dhda-health","PBS","2020","PRSCRB_DT","Date",48176,"direct_plida_dataset_variable","PBS","PRSCRB_DT","madipge-pbs-d-prescriptions-2006 | madipge-pbs-d-prescriptions-2007 | madipge-pbs-d-prescriptions-2008 | madipge-pbs-d-prescriptions-2009 | madipge-pbs-d-prescriptions-2010 | madipge-pbs-d-prescriptions-2011 | madipge-pbs-d-prescriptions-2012 | madipge-pbs-d-prescriptions-2013 | madipge-pbs-d-prescriptions-2014 | madipge-pbs-d-prescriptions-2015 | madipge-pbs-d-prescriptions-2016 | madipge-pbs-d-prescriptions-2017 | madipge-pbs-d-prescriptions-2018 | madipge-pbs-d-prescriptions-2019 | madipge-pbs-d-prescriptions-2020 | madipge-pbs-d-prescriptions-2021 | madipge-pbs-d-prescriptions-2022 | madipge-pbs-d-prescriptions-2023 | madipge-pbs-d-prescriptions-2024 | madipge-pbs-d-prescriptions-2025","Date of prescribing","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",""
"dhda-health","PBS","2020","PRSCRBR_ID_SCRAM","character",48176,"direct_plida_dataset_variable","PBS","PRSCRBR_ID_SCRAM","madipge-pbs-d-prescriptions-2006 | madipge-pbs-d-prescriptions-2007 | madipge-pbs-d-prescriptions-2008 | madipge-pbs-d-prescriptions-2009 | madipge-pbs-d-prescriptions-2010 | madipge-pbs-d-prescriptions-2011 | madipge-pbs-d-prescriptions-2012 | madipge-pbs-d-prescriptions-2013 | madipge-pbs-d-prescriptions-2014 | madipge-pbs-d-prescriptions-2015 | madipge-pbs-d-prescriptions-2016 | madipge-pbs-d-prescriptions-2017 | madipge-pbs-d-prescriptions-2018 | madipge-pbs-d-prescriptions-2019 | madipge-pbs-d-prescriptions-2020 | madipge-pbs-d-prescriptions-2021 | madipge-pbs-d-prescriptions-2022 | madipge-pbs-d-prescriptions-2023 | madipge-pbs-d-prescriptions-2024 | madipge-pbs-d-prescriptions-2025","Prescriber id - scrambled | Prescriber ID - scrambled","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",""
"dhda-health","PBS","2020","PRSCRBR_MJR_PSTCD","character",48176,"direct_plida_dataset_variable","PBS","PRSCRBR_MJR_PSTCD","madipge-pbs-d-prescriptions-2006 | madipge-pbs-d-prescriptions-2007 | madipge-pbs-d-prescriptions-2008 | madipge-pbs-d-prescriptions-2009 | madipge-pbs-d-prescriptions-2010 | madipge-pbs-d-prescriptions-2011 | madipge-pbs-d-prescriptions-2012 | madipge-pbs-d-prescriptions-2013 | madipge-pbs-d-prescriptions-2014 | madipge-pbs-d-prescriptions-2015 | madipge-pbs-d-prescriptions-2016 | madipge-pbs-d-prescriptions-2017 | madipge-pbs-d-prescriptions-2018 | madipge-pbs-d-prescriptions-2019 | madipge-pbs-d-prescriptions-2020 | madipge-pbs-d-prescriptions-2021 | madipge-pbs-d-prescriptions-2022 | madipge-pbs-d-prescriptions-2023 | madipge-pbs-d-prescriptions-2024 | madipge-pbs-d-prescriptions-2025","Prescriber postcode","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",""
"dhda-health","PBS","2020","PRSCRBR_TYP_CD","character",48176,"direct_plida_dataset_variable","PBS","PRSCRBR_TYP_CD","madipge-pbs-d-prescriptions-2006 | madipge-pbs-d-prescriptions-2007 | madipge-pbs-d-prescriptions-2008 | madipge-pbs-d-prescriptions-2009 | madipge-pbs-d-prescriptions-2010 | madipge-pbs-d-prescriptions-2011 | madipge-pbs-d-prescriptions-2012 | madipge-pbs-d-prescriptions-2013 | madipge-pbs-d-prescriptions-2014 | madipge-pbs-d-prescriptions-2015 | madipge-pbs-d-prescriptions-2016 | madipge-pbs-d-prescriptions-2017 | madipge-pbs-d-prescriptions-2018 | madipge-pbs-d-prescriptions-2019 | madipge-pbs-d-prescriptions-2020 | madipge-pbs-d-prescriptions-2021 | madipge-pbs-d-prescriptions-2022 | madipge-pbs-d-prescriptions-2023 | madipge-pbs-d-prescriptions-2024 | madipge-pbs-d-prescriptions-2025","Prescriber type","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",""
"dhda-health","PBS","2020","PRSCRPTN_CNT","integer",48176,"direct_plida_dataset_variable","PBS","PRSCRPTN_CNT","madipge-pbs-d-prescriptions-2006 | madipge-pbs-d-prescriptions-2007 | madipge-pbs-d-prescriptions-2008 | madipge-pbs-d-prescriptions-2009 | madipge-pbs-d-prescriptions-2010 | madipge-pbs-d-prescriptions-2011 | madipge-pbs-d-prescriptions-2012 | madipge-pbs-d-prescriptions-2013 | madipge-pbs-d-prescriptions-2014 | madipge-pbs-d-prescriptions-2015 | madipge-pbs-d-prescriptions-2016 | madipge-pbs-d-prescriptions-2017 | madipge-pbs-d-prescriptions-2018 | madipge-pbs-d-prescriptions-2019 | madipge-pbs-d-prescriptions-2020 | madipge-pbs-d-prescriptions-2021 | madipge-pbs-d-prescriptions-2022 | madipge-pbs-d-prescriptions-2023 | madipge-pbs-d-prescriptions-2024 | madipge-pbs-d-prescriptions-2025","Number of authorised medication supplies","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",""
"dhda-health","PBS","2020","PRVS_SPPLY_NMBR","integer",48176,"direct_plida_dataset_variable","PBS","PRVS_SPPLY_NMBR","madipge-pbs-d-prescriptions-2006 | madipge-pbs-d-prescriptions-2007 | madipge-pbs-d-prescriptions-2008 | madipge-pbs-d-prescriptions-2009 | madipge-pbs-d-prescriptions-2010 | madipge-pbs-d-prescriptions-2011 | madipge-pbs-d-prescriptions-2012 | madipge-pbs-d-prescriptions-2013 | madipge-pbs-d-prescriptions-2014 | madipge-pbs-d-prescriptions-2015 | madipge-pbs-d-prescriptions-2016 | madipge-pbs-d-prescriptions-2017 | madipge-pbs-d-prescriptions-2018 | madipge-pbs-d-prescriptions-2019 | madipge-pbs-d-prescriptions-2020 | madipge-pbs-d-prescriptions-2021 | madipge-pbs-d-prescriptions-2022 | madipge-pbs-d-prescriptions-2023 | madipge-pbs-d-prescriptions-2024 | madipge-pbs-d-prescriptions-2025","Number of times previously supplied","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",""
"dhda-health","PBS","2020","PTNT_BRTH_MTH","integer",48176,"direct_plida_dataset_variable","PBS","PTNT_BRTH_MTH","madipge-pbs-d-prescriptions-2006 | madipge-pbs-d-prescriptions-2007 | madipge-pbs-d-prescriptions-2008 | madipge-pbs-d-prescriptions-2009 | madipge-pbs-d-prescriptions-2010 | madipge-pbs-d-prescriptions-2016 | madipge-pbs-d-prescriptions-2017 | madipge-pbs-d-prescriptions-2018 | madipge-pbs-d-prescriptions-2019 | madipge-pbs-d-prescriptions-2020 | madipge-pbs-d-prescriptions-2021 | madipge-pbs-d-prescriptions-2022 | madipge-pbs-d-prescriptions-2023 | madipge-pbs-d-prescriptions-2024 | madipge-pbs-d-prescriptions-2025","Month of birth | Patient birth month","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",""
"dhda-health","PBS","2020","PTNT_BRTH_YR","integer",48176,"direct_plida_dataset_variable","PBS","PTNT_BRTH_YR","madipge-pbs-d-prescriptions-2006 | madipge-pbs-d-prescriptions-2007 | madipge-pbs-d-prescriptions-2008 | madipge-pbs-d-prescriptions-2009 | madipge-pbs-d-prescriptions-2010 | madipge-pbs-d-prescriptions-2016 | madipge-pbs-d-prescriptions-2017 | madipge-pbs-d-prescriptions-2018 | madipge-pbs-d-prescriptions-2019 | madipge-pbs-d-prescriptions-2020 | madipge-pbs-d-prescriptions-2021 | madipge-pbs-d-prescriptions-2022 | madipge-pbs-d-prescriptions-2023 | madipge-pbs-d-prescriptions-2024 | madipge-pbs-d-prescriptions-2025","Year of birth | Patient birth year","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",""
"dhda-health","PBS","2020","PTNT_CNTRBTN_AMT","numeric",48176,"direct_plida_dataset_variable","PBS","PTNT_CNTRBTN_AMT","madipge-pbs-d-prescriptions-2006 | madipge-pbs-d-prescriptions-2007 | madipge-pbs-d-prescriptions-2008 | madipge-pbs-d-prescriptions-2009 | madipge-pbs-d-prescriptions-2010 | madipge-pbs-d-prescriptions-2011 | madipge-pbs-d-prescriptions-2012 | madipge-pbs-d-prescriptions-2013 | madipge-pbs-d-prescriptions-2014 | madipge-pbs-d-prescriptions-2015 | madipge-pbs-d-prescriptions-2016 | madipge-pbs-d-prescriptions-2017 | madipge-pbs-d-prescriptions-2018 | madipge-pbs-d-prescriptions-2019 | madipge-pbs-d-prescriptions-2020 | madipge-pbs-d-prescriptions-2021 | madipge-pbs-d-prescriptions-2022 | madipge-pbs-d-prescriptions-2023 | madipge-pbs-d-prescriptions-2024 | madipge-pbs-d-prescriptions-2025","Patient contribution amount","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",""
"dhda-health","PBS","2020","PTNT_CTGRY_DRVD_CD","character",48176,"direct_plida_dataset_variable","PBS","PTNT_CTGRY_DRVD_CD","madipge-pbs-d-prescriptions-2006 | madipge-pbs-d-prescriptions-2007 | madipge-pbs-d-prescriptions-2008 | madipge-pbs-d-prescriptions-2009 | madipge-pbs-d-prescriptions-2010 | madipge-pbs-d-prescriptions-2011 | madipge-pbs-d-prescriptions-2012 | madipge-pbs-d-prescriptions-2013 | madipge-pbs-d-prescriptions-2014 | madipge-pbs-d-prescriptions-2015 | madipge-pbs-d-prescriptions-2016 | madipge-pbs-d-prescriptions-2017 | madipge-pbs-d-prescriptions-2018 | madipge-pbs-d-prescriptions-2019 | madipge-pbs-d-prescriptions-2020 | madipge-pbs-d-prescriptions-2021 | madipge-pbs-d-prescriptions-2022 | madipge-pbs-d-prescriptions-2023 | madipge-pbs-d-prescriptions-2024 | madipge-pbs-d-prescriptions-2025","Patient entitlement status (derived)","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",""
"dhda-health","PBS","2020","PTNT_PSTCD","character",48176,"direct_plida_dataset_variable","PBS","PTNT_PSTCD","madipge-pbs-d-prescriptions-2006 | madipge-pbs-d-prescriptions-2007 | madipge-pbs-d-prescriptions-2008 | madipge-pbs-d-prescriptions-2009 | madipge-pbs-d-prescriptions-2010 | madipge-pbs-d-prescriptions-2011 | madipge-pbs-d-prescriptions-2012 | madipge-pbs-d-prescriptions-2013 | madipge-pbs-d-prescriptions-2014 | madipge-pbs-d-prescriptions-2015 | madipge-pbs-d-prescriptions-2016 | madipge-pbs-d-prescriptions-2017 | madipge-pbs-d-prescriptions-2018 | madipge-pbs-d-prescriptions-2019 | madipge-pbs-d-prescriptions-2020 | madipge-pbs-d-prescriptions-2021 | madipge-pbs-d-prescriptions-2022 | madipge-pbs-d-prescriptions-2023 | madipge-pbs-d-prescriptions-2024 | madipge-pbs-d-prescriptions-2025","Patient postcode","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",""
"dhda-health","PBS","2020","PTNT_SEX_CD","character",48176,"direct_plida_dataset_variable","PBS","PTNT_SEX_CD","madipge-pbs-d-prescriptions-2006 | madipge-pbs-d-prescriptions-2007 | madipge-pbs-d-prescriptions-2008 | madipge-pbs-d-prescriptions-2009 | madipge-pbs-d-prescriptions-2010 | madipge-pbs-d-prescriptions-2011 | madipge-pbs-d-prescriptions-2012 | madipge-pbs-d-prescriptions-2013 | madipge-pbs-d-prescriptions-2014 | madipge-pbs-d-prescriptions-2015 | madipge-pbs-d-prescriptions-2016 | madipge-pbs-d-prescriptions-2017 | madipge-pbs-d-prescriptions-2018 | madipge-pbs-d-prescriptions-2019 | madipge-pbs-d-prescriptions-2020 | madipge-pbs-d-prescriptions-2021 | madipge-pbs-d-prescriptions-2022 | madipge-pbs-d-prescriptions-2023 | madipge-pbs-d-prescriptions-2024 | madipge-pbs-d-prescriptions-2025","Patient sex","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",""
"dhda-health","PBS","2020","RGLTN24_IND","character",48176,"direct_plida_dataset_variable","PBS","RGLTN24_IND","madipge-pbs-d-prescriptions-2006 | madipge-pbs-d-prescriptions-2007 | madipge-pbs-d-prescriptions-2008 | madipge-pbs-d-prescriptions-2009 | madipge-pbs-d-prescriptions-2010 | madipge-pbs-d-prescriptions-2011 | madipge-pbs-d-prescriptions-2012 | madipge-pbs-d-prescriptions-2013 | madipge-pbs-d-prescriptions-2014 | madipge-pbs-d-prescriptions-2015 | madipge-pbs-d-prescriptions-2016 | madipge-pbs-d-prescriptions-2017 | madipge-pbs-d-prescriptions-2018 | madipge-pbs-d-prescriptions-2019 | madipge-pbs-d-prescriptions-2020 | madipge-pbs-d-prescriptions-2021 | madipge-pbs-d-prescriptions-2022 | madipge-pbs-d-prescriptions-2023 | madipge-pbs-d-prescriptions-2024 | madipge-pbs-d-prescriptions-2025","Regulation 24 applicable indicator","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",""
