"asset","dataset","official_product","official_table","logical_output","variable","type","n_rows","official_description","official_valid_response"
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_2022_8","madipge-mbs-d-claims-2022--mbs_dos_2022_8","RPRPRAC","character",100,"A unique alphanumeric identifier for the practice site of the medicare service provider who requested further care  services or treatment.",
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_2022_8","madipge-mbs-d-claims-2022--mbs_dos_2022_8","SPR_RSP","character",100,"The registered specialty of the authorised health professional who provided the service  as represented by a code.  where a health professional has multiple registered specialties  the code is the one that was relevant in assessing the claim.  this specialty may not be a health professional's major specialty.",
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_2022_8","madipge-mbs-d-claims-2022--mbs_dos_2022_8","SPRPC","character",100,"The australian numeric descriptor for a postal delivery area for an address.",
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_2022_8","madipge-mbs-d-claims-2022--mbs_dos_2022_8","SPRPRAC","character",100,"A unique alphanumeric identifier for a medicare service provider's location  which may be the place of a providers practice or the place of equipment.",
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_2022_9","madipge-mbs-d-claims-2022--mbs_dos_2022_9","AGGRITEM","character",100,"Mbs item number from the aggregate item number field. for most mbs items this will be the same as the mbs item number in the base item number field. where the schedule fee for one item is dependent on the schedule fee for another item  the main item is stored in the aggregate item number field and the other item number is stored in the base item number field.note: all mbs statistics are based on the latest mapped item number which is derived from the aggregate item number.",
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_2022_9","madipge-mbs-d-claims-2022--mbs_dos_2022_9","BTOS","character",100,"Broad classifications of the mbs used for reporting. the categories for the broad type of service (btos) hierarchy in reporting order  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_2022_9","madipge-mbs-d-claims-2022--mbs_dos_2022_9","ITEM","character",100,"Latest mbs item number for the aggregate item.",
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_2022_9","madipge-mbs-d-claims-2022--mbs_dos_2022_9","MBSCAT","integer",100,"The categories which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_2022_9","madipge-mbs-d-claims-2022--mbs_dos_2022_9","MBSGROUP","character",100,"The groups which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_2022_9","madipge-mbs-d-claims-2022--mbs_dos_2022_9","MBSSUBGROUP","character",100,"The subgroups which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_2022_9","madipge-mbs-d-claims-2022--mbs_dos_2022_9","RPRPC","character",100,"The australian numeric descriptor for a postal delivery area for an address.",
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_2022_9","madipge-mbs-d-claims-2022--mbs_dos_2022_9","RPRPRAC","character",100,"A unique alphanumeric identifier for the practice site of the medicare service provider who requested further care  services or treatment.",
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_2022_9","madipge-mbs-d-claims-2022--mbs_dos_2022_9","SPR_RSP","character",100,"The registered specialty of the authorised health professional who provided the service  as represented by a code.  where a health professional has multiple registered specialties  the code is the one that was relevant in assessing the claim.  this specialty may not be a health professional's major specialty.",
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_2022_9","madipge-mbs-d-claims-2022--mbs_dos_2022_9","SPRPC","character",100,"The australian numeric descriptor for a postal delivery area for an address.",
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_2022_9","madipge-mbs-d-claims-2022--mbs_dos_2022_9","SPRPRAC","character",100,"A unique alphanumeric identifier for a medicare service provider's location  which may be the place of a providers practice or the place of equipment.",
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_supp_2022","madipge-mbs-d-claims-2022--mbs_dos_supp_2022","AGGRITEM","character",100,"Mbs item number from the aggregate item number field. for most mbs items this will be the same as the mbs item number in the base item number field. where the schedule fee for one item is dependent on the schedule fee for another item  the main item is stored in the aggregate item number field and the other item number is stored in the base item number field.note: all mbs statistics are based on the latest mapped item number which is derived from the aggregate item number.",
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_supp_2022","madipge-mbs-d-claims-2022--mbs_dos_supp_2022","BTOS","character",100,"Broad classifications of the mbs used for reporting. the categories for the broad type of service (btos) hierarchy in reporting order  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_supp_2022","madipge-mbs-d-claims-2022--mbs_dos_supp_2022","ITEM","character",100,"Latest mbs item number for the aggregate item.",
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_supp_2022","madipge-mbs-d-claims-2022--mbs_dos_supp_2022","MBSCAT","integer",100,"The categories which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_supp_2022","madipge-mbs-d-claims-2022--mbs_dos_supp_2022","MBSGROUP","character",100,"The groups which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_supp_2022","madipge-mbs-d-claims-2022--mbs_dos_supp_2022","MBSSUBGROUP","character",100,"The subgroups which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_supp_2022","madipge-mbs-d-claims-2022--mbs_dos_supp_2022","RPRPC","character",100,"The australian numeric descriptor for a postal delivery area for an address.",
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_supp_2022","madipge-mbs-d-claims-2022--mbs_dos_supp_2022","RPRPRAC","character",100,"A unique alphanumeric identifier for the practice site of the medicare service provider who requested further care  services or treatment.",
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_supp_2022","madipge-mbs-d-claims-2022--mbs_dos_supp_2022","SPR_RSP","character",100,"The registered specialty of the authorised health professional who provided the service  as represented by a code.  where a health professional has multiple registered specialties  the code is the one that was relevant in assessing the claim.  this specialty may not be a health professional's major specialty.",
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_supp_2022","madipge-mbs-d-claims-2022--mbs_dos_supp_2022","SPRPC","character",100,"The australian numeric descriptor for a postal delivery area for an address.",
"PLIDA","MBS","madipge-mbs-d-claims-2022","mbs_dos_supp_2022","madipge-mbs-d-claims-2022--mbs_dos_supp_2022","SPRPRAC","character",100,"A unique alphanumeric identifier for a medicare service provider's location  which may be the place of a providers practice or the place of equipment.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_1","madipge-mbs-d-claims-2023--mbs_dos_2023_1","AGGRITEM","character",100,"Mbs item number from the aggregate item number field. for most mbs items this will be the same as the mbs item number in the base item number field. where the schedule fee for one item is dependent on the schedule fee for another item  the main item is stored in the aggregate item number field and the other item number is stored in the base item number field.note: all mbs statistics are based on the latest mapped item number which is derived from the aggregate item number.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_1","madipge-mbs-d-claims-2023--mbs_dos_2023_1","BTOS","character",100,"Broad classifications of the mbs used for reporting. the categories for the broad type of service (btos) hierarchy in reporting order  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_1","madipge-mbs-d-claims-2023--mbs_dos_2023_1","ITEM","character",100,"Latest mbs item number for the aggregate item.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_1","madipge-mbs-d-claims-2023--mbs_dos_2023_1","MBSCAT","integer",100,"The categories which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_1","madipge-mbs-d-claims-2023--mbs_dos_2023_1","MBSGROUP","character",100,"The groups which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_1","madipge-mbs-d-claims-2023--mbs_dos_2023_1","MBSSUBGROUP","character",100,"The subgroups which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_1","madipge-mbs-d-claims-2023--mbs_dos_2023_1","RPRPC","character",100,"The australian numeric descriptor for a postal delivery area for an address.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_1","madipge-mbs-d-claims-2023--mbs_dos_2023_1","RPRPRAC","character",100,"A unique alphanumeric identifier for the practice site of the medicare service provider who requested further care  services or treatment.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_1","madipge-mbs-d-claims-2023--mbs_dos_2023_1","SPR_RSP","character",100,"The registered specialty of the authorised health professional who provided the service  as represented by a code.  where a health professional has multiple registered specialties  the code is the one that was relevant in assessing the claim.  this specialty may not be a health professional's major specialty.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_1","madipge-mbs-d-claims-2023--mbs_dos_2023_1","SPRPC","character",100,"The australian numeric descriptor for a postal delivery area for an address.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_1","madipge-mbs-d-claims-2023--mbs_dos_2023_1","SPRPRAC","character",100,"A unique alphanumeric identifier for a medicare service provider's location  which may be the place of a providers practice or the place of equipment.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_10","madipge-mbs-d-claims-2023--mbs_dos_2023_10","AGGRITEM","character",100,"Mbs item number from the aggregate item number field. for most mbs items this will be the same as the mbs item number in the base item number field. where the schedule fee for one item is dependent on the schedule fee for another item  the main item is stored in the aggregate item number field and the other item number is stored in the base item number field.note: all mbs statistics are based on the latest mapped item number which is derived from the aggregate item number.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_10","madipge-mbs-d-claims-2023--mbs_dos_2023_10","BTOS","character",100,"Broad classifications of the mbs used for reporting. the categories for the broad type of service (btos) hierarchy in reporting order  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_10","madipge-mbs-d-claims-2023--mbs_dos_2023_10","ITEM","character",100,"Latest mbs item number for the aggregate item.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_10","madipge-mbs-d-claims-2023--mbs_dos_2023_10","MBSCAT","integer",100,"The categories which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_10","madipge-mbs-d-claims-2023--mbs_dos_2023_10","MBSGROUP","character",100,"The groups which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_10","madipge-mbs-d-claims-2023--mbs_dos_2023_10","MBSSUBGROUP","character",100,"The subgroups which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_10","madipge-mbs-d-claims-2023--mbs_dos_2023_10","RPRPC","character",100,"The australian numeric descriptor for a postal delivery area for an address.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_10","madipge-mbs-d-claims-2023--mbs_dos_2023_10","RPRPRAC","character",100,"A unique alphanumeric identifier for the practice site of the medicare service provider who requested further care  services or treatment.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_10","madipge-mbs-d-claims-2023--mbs_dos_2023_10","SPR_RSP","character",100,"The registered specialty of the authorised health professional who provided the service  as represented by a code.  where a health professional has multiple registered specialties  the code is the one that was relevant in assessing the claim.  this specialty may not be a health professional's major specialty.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_10","madipge-mbs-d-claims-2023--mbs_dos_2023_10","SPRPC","character",100,"The australian numeric descriptor for a postal delivery area for an address.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_10","madipge-mbs-d-claims-2023--mbs_dos_2023_10","SPRPRAC","character",100,"A unique alphanumeric identifier for a medicare service provider's location  which may be the place of a providers practice or the place of equipment.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_11","madipge-mbs-d-claims-2023--mbs_dos_2023_11","AGGRITEM","character",100,"Mbs item number from the aggregate item number field. for most mbs items this will be the same as the mbs item number in the base item number field. where the schedule fee for one item is dependent on the schedule fee for another item  the main item is stored in the aggregate item number field and the other item number is stored in the base item number field.note: all mbs statistics are based on the latest mapped item number which is derived from the aggregate item number.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_11","madipge-mbs-d-claims-2023--mbs_dos_2023_11","BTOS","character",100,"Broad classifications of the mbs used for reporting. the categories for the broad type of service (btos) hierarchy in reporting order  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_11","madipge-mbs-d-claims-2023--mbs_dos_2023_11","ITEM","character",100,"Latest mbs item number for the aggregate item.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_11","madipge-mbs-d-claims-2023--mbs_dos_2023_11","MBSCAT","integer",100,"The categories which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_11","madipge-mbs-d-claims-2023--mbs_dos_2023_11","MBSGROUP","character",100,"The groups which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_11","madipge-mbs-d-claims-2023--mbs_dos_2023_11","MBSSUBGROUP","character",100,"The subgroups which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_11","madipge-mbs-d-claims-2023--mbs_dos_2023_11","RPRPC","character",100,"The australian numeric descriptor for a postal delivery area for an address.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_11","madipge-mbs-d-claims-2023--mbs_dos_2023_11","RPRPRAC","character",100,"A unique alphanumeric identifier for the practice site of the medicare service provider who requested further care  services or treatment.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_11","madipge-mbs-d-claims-2023--mbs_dos_2023_11","SPR_RSP","character",100,"The registered specialty of the authorised health professional who provided the service  as represented by a code.  where a health professional has multiple registered specialties  the code is the one that was relevant in assessing the claim.  this specialty may not be a health professional's major specialty.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_11","madipge-mbs-d-claims-2023--mbs_dos_2023_11","SPRPC","character",100,"The australian numeric descriptor for a postal delivery area for an address.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_11","madipge-mbs-d-claims-2023--mbs_dos_2023_11","SPRPRAC","character",100,"A unique alphanumeric identifier for a medicare service provider's location  which may be the place of a providers practice or the place of equipment.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_12","madipge-mbs-d-claims-2023--mbs_dos_2023_12","AGGRITEM","character",100,"Mbs item number from the aggregate item number field. for most mbs items this will be the same as the mbs item number in the base item number field. where the schedule fee for one item is dependent on the schedule fee for another item  the main item is stored in the aggregate item number field and the other item number is stored in the base item number field.note: all mbs statistics are based on the latest mapped item number which is derived from the aggregate item number.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_12","madipge-mbs-d-claims-2023--mbs_dos_2023_12","BTOS","character",100,"Broad classifications of the mbs used for reporting. the categories for the broad type of service (btos) hierarchy in reporting order  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_12","madipge-mbs-d-claims-2023--mbs_dos_2023_12","ITEM","character",100,"Latest mbs item number for the aggregate item.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_12","madipge-mbs-d-claims-2023--mbs_dos_2023_12","MBSCAT","integer",100,"The categories which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_12","madipge-mbs-d-claims-2023--mbs_dos_2023_12","MBSGROUP","character",100,"The groups which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_12","madipge-mbs-d-claims-2023--mbs_dos_2023_12","MBSSUBGROUP","character",100,"The subgroups which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_12","madipge-mbs-d-claims-2023--mbs_dos_2023_12","RPRPC","character",100,"The australian numeric descriptor for a postal delivery area for an address.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_12","madipge-mbs-d-claims-2023--mbs_dos_2023_12","RPRPRAC","character",100,"A unique alphanumeric identifier for the practice site of the medicare service provider who requested further care  services or treatment.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_12","madipge-mbs-d-claims-2023--mbs_dos_2023_12","SPR_RSP","character",100,"The registered specialty of the authorised health professional who provided the service  as represented by a code.  where a health professional has multiple registered specialties  the code is the one that was relevant in assessing the claim.  this specialty may not be a health professional's major specialty.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_12","madipge-mbs-d-claims-2023--mbs_dos_2023_12","SPRPC","character",100,"The australian numeric descriptor for a postal delivery area for an address.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_12","madipge-mbs-d-claims-2023--mbs_dos_2023_12","SPRPRAC","character",100,"A unique alphanumeric identifier for a medicare service provider's location  which may be the place of a providers practice or the place of equipment.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_2","madipge-mbs-d-claims-2023--mbs_dos_2023_2","AGGRITEM","character",100,"Mbs item number from the aggregate item number field. for most mbs items this will be the same as the mbs item number in the base item number field. where the schedule fee for one item is dependent on the schedule fee for another item  the main item is stored in the aggregate item number field and the other item number is stored in the base item number field.note: all mbs statistics are based on the latest mapped item number which is derived from the aggregate item number.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_2","madipge-mbs-d-claims-2023--mbs_dos_2023_2","BTOS","character",100,"Broad classifications of the mbs used for reporting. the categories for the broad type of service (btos) hierarchy in reporting order  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_2","madipge-mbs-d-claims-2023--mbs_dos_2023_2","ITEM","character",100,"Latest mbs item number for the aggregate item.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_2","madipge-mbs-d-claims-2023--mbs_dos_2023_2","MBSCAT","integer",100,"The categories which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_2","madipge-mbs-d-claims-2023--mbs_dos_2023_2","MBSGROUP","character",100,"The groups which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_2","madipge-mbs-d-claims-2023--mbs_dos_2023_2","MBSSUBGROUP","character",100,"The subgroups which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_2","madipge-mbs-d-claims-2023--mbs_dos_2023_2","RPRPC","character",100,"The australian numeric descriptor for a postal delivery area for an address.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_2","madipge-mbs-d-claims-2023--mbs_dos_2023_2","RPRPRAC","character",100,"A unique alphanumeric identifier for the practice site of the medicare service provider who requested further care  services or treatment.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_2","madipge-mbs-d-claims-2023--mbs_dos_2023_2","SPR_RSP","character",100,"The registered specialty of the authorised health professional who provided the service  as represented by a code.  where a health professional has multiple registered specialties  the code is the one that was relevant in assessing the claim.  this specialty may not be a health professional's major specialty.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_2","madipge-mbs-d-claims-2023--mbs_dos_2023_2","SPRPC","character",100,"The australian numeric descriptor for a postal delivery area for an address.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_2","madipge-mbs-d-claims-2023--mbs_dos_2023_2","SPRPRAC","character",100,"A unique alphanumeric identifier for a medicare service provider's location  which may be the place of a providers practice or the place of equipment.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_3","madipge-mbs-d-claims-2023--mbs_dos_2023_3","AGGRITEM","character",100,"Mbs item number from the aggregate item number field. for most mbs items this will be the same as the mbs item number in the base item number field. where the schedule fee for one item is dependent on the schedule fee for another item  the main item is stored in the aggregate item number field and the other item number is stored in the base item number field.note: all mbs statistics are based on the latest mapped item number which is derived from the aggregate item number.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_3","madipge-mbs-d-claims-2023--mbs_dos_2023_3","BTOS","character",100,"Broad classifications of the mbs used for reporting. the categories for the broad type of service (btos) hierarchy in reporting order  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_3","madipge-mbs-d-claims-2023--mbs_dos_2023_3","ITEM","character",100,"Latest mbs item number for the aggregate item.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_3","madipge-mbs-d-claims-2023--mbs_dos_2023_3","MBSCAT","integer",100,"The categories which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_3","madipge-mbs-d-claims-2023--mbs_dos_2023_3","MBSGROUP","character",100,"The groups which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_3","madipge-mbs-d-claims-2023--mbs_dos_2023_3","MBSSUBGROUP","character",100,"The subgroups which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_3","madipge-mbs-d-claims-2023--mbs_dos_2023_3","RPRPC","character",100,"The australian numeric descriptor for a postal delivery area for an address.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_3","madipge-mbs-d-claims-2023--mbs_dos_2023_3","RPRPRAC","character",100,"A unique alphanumeric identifier for the practice site of the medicare service provider who requested further care  services or treatment.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_3","madipge-mbs-d-claims-2023--mbs_dos_2023_3","SPR_RSP","character",100,"The registered specialty of the authorised health professional who provided the service  as represented by a code.  where a health professional has multiple registered specialties  the code is the one that was relevant in assessing the claim.  this specialty may not be a health professional's major specialty.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_3","madipge-mbs-d-claims-2023--mbs_dos_2023_3","SPRPC","character",100,"The australian numeric descriptor for a postal delivery area for an address.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_3","madipge-mbs-d-claims-2023--mbs_dos_2023_3","SPRPRAC","character",100,"A unique alphanumeric identifier for a medicare service provider's location  which may be the place of a providers practice or the place of equipment.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_4","madipge-mbs-d-claims-2023--mbs_dos_2023_4","AGGRITEM","character",100,"Mbs item number from the aggregate item number field. for most mbs items this will be the same as the mbs item number in the base item number field. where the schedule fee for one item is dependent on the schedule fee for another item  the main item is stored in the aggregate item number field and the other item number is stored in the base item number field.note: all mbs statistics are based on the latest mapped item number which is derived from the aggregate item number.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_4","madipge-mbs-d-claims-2023--mbs_dos_2023_4","BTOS","character",100,"Broad classifications of the mbs used for reporting. the categories for the broad type of service (btos) hierarchy in reporting order  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_4","madipge-mbs-d-claims-2023--mbs_dos_2023_4","ITEM","character",100,"Latest mbs item number for the aggregate item.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_4","madipge-mbs-d-claims-2023--mbs_dos_2023_4","MBSCAT","integer",100,"The categories which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_4","madipge-mbs-d-claims-2023--mbs_dos_2023_4","MBSGROUP","character",100,"The groups which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_4","madipge-mbs-d-claims-2023--mbs_dos_2023_4","MBSSUBGROUP","character",100,"The subgroups which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_4","madipge-mbs-d-claims-2023--mbs_dos_2023_4","RPRPC","character",100,"The australian numeric descriptor for a postal delivery area for an address.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_4","madipge-mbs-d-claims-2023--mbs_dos_2023_4","RPRPRAC","character",100,"A unique alphanumeric identifier for the practice site of the medicare service provider who requested further care  services or treatment.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_4","madipge-mbs-d-claims-2023--mbs_dos_2023_4","SPR_RSP","character",100,"The registered specialty of the authorised health professional who provided the service  as represented by a code.  where a health professional has multiple registered specialties  the code is the one that was relevant in assessing the claim.  this specialty may not be a health professional's major specialty.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_4","madipge-mbs-d-claims-2023--mbs_dos_2023_4","SPRPC","character",100,"The australian numeric descriptor for a postal delivery area for an address.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_4","madipge-mbs-d-claims-2023--mbs_dos_2023_4","SPRPRAC","character",100,"A unique alphanumeric identifier for a medicare service provider's location  which may be the place of a providers practice or the place of equipment.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_5","madipge-mbs-d-claims-2023--mbs_dos_2023_5","AGGRITEM","character",100,"Mbs item number from the aggregate item number field. for most mbs items this will be the same as the mbs item number in the base item number field. where the schedule fee for one item is dependent on the schedule fee for another item  the main item is stored in the aggregate item number field and the other item number is stored in the base item number field.note: all mbs statistics are based on the latest mapped item number which is derived from the aggregate item number.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_5","madipge-mbs-d-claims-2023--mbs_dos_2023_5","BTOS","character",100,"Broad classifications of the mbs used for reporting. the categories for the broad type of service (btos) hierarchy in reporting order  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_5","madipge-mbs-d-claims-2023--mbs_dos_2023_5","ITEM","character",100,"Latest mbs item number for the aggregate item.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_5","madipge-mbs-d-claims-2023--mbs_dos_2023_5","MBSCAT","integer",100,"The categories which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_5","madipge-mbs-d-claims-2023--mbs_dos_2023_5","MBSGROUP","character",100,"The groups which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_5","madipge-mbs-d-claims-2023--mbs_dos_2023_5","MBSSUBGROUP","character",100,"The subgroups which represent the service events within the mbs  as represented by a code.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_5","madipge-mbs-d-claims-2023--mbs_dos_2023_5","RPRPC","character",100,"The australian numeric descriptor for a postal delivery area for an address.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_5","madipge-mbs-d-claims-2023--mbs_dos_2023_5","RPRPRAC","character",100,"A unique alphanumeric identifier for the practice site of the medicare service provider who requested further care  services or treatment.",
"PLIDA","MBS","madipge-mbs-d-claims-2023","mbs_dos_2023_5","madipge-mbs-d-claims-2023--mbs_dos_2023_5","SPR_RSP","character",100,"The registered specialty of the authorised health professional who provided the service  as represented by a code.  where a health professional has multiple registered specialties  the code is the one that was relevant in assessing the claim.  this specialty may not be a health professional's major specialty.",
