"dataset","variable","status","value_domain","values","n_values","values_are_sample","full_list_size","value_source","value_source_url","variable_description","description_source","description_source_url","value_definition","limitation","description_provenance","value_provenance","confidence","rationale","evidence_quote","supersedes_rationale","research_file","enumerated"
"BLADE","t_othr_rfndbl_to_cd","sourced","Other refundable tax offset type code","[]",0,FALSE,,"ATO, Trust tax return 2024 instructions, Tax offsets - items 53 to 55","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-items-33-to-61-and-the-declaration/tax-offsets-items-53-to-55","Which refundable tax offset the dollar amount on the same row is, where more than one offset shares the one label. The ATO directs the trustee to ""print E in the CODE box"" when the claim is for exploration credits, and the BLADE codes render the letters as numbers: 10 for the conservation tillage refundable tax offset, 20 for the exploration credit offset and 30 where more than one type is claimed. The conservation tillage code belongs to an earlier refundable offset for eligible no-till seeding equipment that is no longer available.","ATO, Trust tax return 2024 instructions, Tax offsets - items 53 to 55","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-items-33-to-61-and-the-declaration/tax-offsets-items-53-to-55","A small coded value on the amount column at item 54, with 10, 20 and 30 as the defined types and any other value meaning an invalid or absent response.","The two named offsets belong to different periods of tax policy, so the code has to be read together with the income year rather than on its own. Because a blank is not distinguishable from an invalid entry, an absent code does not establish that the trust claimed nothing.","official",,"medium","The current item 54 instructions define the exploration credit code and the CODE box that carries it. The conservation tillage code is not described on that page and is read from the BLADE code label alone, so its rate and years are not asserted here.","Show at label G Other refundable tax offsets the total exploration credits received by the trust during the income year (including any exploration credits received indirectly through a partnership or other trust) and print E in the CODE box.","The entry printed the raw code list with no statement of what the codes stand for, so a reader could not tell that the two offsets belong to different and non-overlapping periods.","wave1-blade.json",TRUE
"BLADE","t_othr_rfndbl_to_share_amt","sourced","Other refundable tax offset share retained by the trustee (dollars)","[]",0,FALSE,,"ATO, Trust tax return 2024 instructions, Statement of distribution - item 58","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-items-33-to-61-and-the-declaration/statement-of-distribution-item-58","The exploration credit tax offset the trustee claims because it is the one liable for tax on the income behind it. The ATO says the trustee is entitled to a proportion of the offset where a beneficiary is under a legal disability or no beneficiary is presently entitled, and directs it to ""Show the trustee's entitlement at label X Share of other refundable tax offsets under Income to which no beneficiary is presently entitled at the end of item 58"". The trustee's entitlement is reduced by whatever has already been made available to beneficiaries at the exploration credits label.","ATO, Trust tax return 2024 instructions, Statement of distribution - item 58","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-items-33-to-61-and-the-declaration/statement-of-distribution-item-58","A dollar amount for one income year, drawn from the same trust-level offset reported at item 54 and split between the beneficiaries and the trustee.","The offset is available only where the trustee is taxed as an Australian resident individual and the relevant beneficiary is one too, so a zero can reflect the beneficiary's status rather than an absence of exploration credits. The column does not name the exploration company the credits came from.","official",,"high","The item 58 instructions name label X, restrict the trustee's entitlement and explain the interaction with amounts already distributed to beneficiaries.","Show the trustee's entitlement at label X Share of other refundable tax offsets under Income to which no beneficiary is presently entitled at the end of item 58.","The entry carried the ATO label as its whole description and printed the generic no-value-list sentence as both the value definition and the limitation, so nothing said which return item the figure comes from or what it says about the firm.","wave1-blade.json",TRUE
"BLADE","t_othrexps","sourced","All other business expenses (dollars)","[]",0,FALSE,,"ATO, Trust tax return 2024 instructions, item 5 Business income and expenses","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-information-and-items-1-to-15/income-excluding-foreign-income-item-5","Business expenses that do not belong to any of the named expense labels at item 5. The ATO says to ""Show at label N All other expenses the total of all other business expenses for the income year that have not already been included at label P to M, for example, travel expenses"", and directs accounting provisions for doubtful debts and losses on disposal of depreciating assets here as well. It is the residual line of the profit and loss reconciliation, so it is usually the largest single expense label on a trust return.","ATO, Trust tax return 2024 instructions, item 5 Business income and expenses","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-information-and-items-1-to-15/income-excluding-foreign-income-item-5","A dollar flow for one income year on an accounting basis, before the reconciliation adjustments made further down item 5.","It is not a category, so its size tracks how narrowly the named labels are drawn and cannot be compared with a named expense line. Amounts added back later as expense reconciliation adjustments still sit here, so it overstates deductible expense.","official",,"high","The item 5 instructions define the label by exclusion and name the specific items directed to it.","Show at label N All other expenses the total of all other business expenses for the income year that have not already been included at label P to M, for example, travel expenses.","The entry carried the ATO label as its whole description and printed the generic no-value-list sentence as both the value definition and the limitation, so nothing said which return item the figure comes from or what it says about the firm.","wave1-blade.json",TRUE
"BLADE","t_othrtldt","sourced","Other rental deductions (dollars)","[]",0,FALSE,,"ATO, Trust tax return 2024 instructions, item 9 Rent","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-information-and-items-1-to-15/income-excluding-foreign-income-items-6-to-9/9-rent","Rental property expenses other than interest and capital works, claimed against the trust's gross rent. The ATO says to ""Show at label H Other rental deductions the total of other deductible expenses incurred in earning rental income"", with interest reported separately at the interest deductions label and building and structural improvement write-offs at the capital works label. The three deduction labels together with gross rent make up the rent item, so this one is what is left after the two named deduction types.","ATO, Trust tax return 2024 instructions, item 9 Rent","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-information-and-items-1-to-15/income-excluding-foreign-income-items-6-to-9/9-rent","A dollar flow for one income year covering deductible rental expenses such as rates, insurance, agent fees, repairs and depreciation on rental assets.","It cannot be split into recurrent costs and one-off repairs, and it says nothing about how many properties the trust holds. The rent item never reports property count or location, so a per-property cost cannot be derived from it.","official",,"high","The item 9 instructions define all four labels of the rent item, which is what fixes the boundary of the residual deduction label.","Show at label H Other rental deductions the total of other deductible expenses incurred in earning rental income.","The entry carried the ATO label as its whole description and printed the generic no-value-list sentence as both the value definition and the limitation, so nothing said which return item the figure comes from or what it says about the firm.","wave1-blade.json",TRUE
"BLADE","t_ovseaben","sourced","Non-resident beneficiary present entitlement indicator (Y/N)","[]",0,FALSE,,"ATO, Trust tax return 2024 instructions, Overseas transactions - item 29","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-tax-return-items-16-to-32/overseas-transactions-item-29","Whether any beneficiary who was a foreign resident at any time in the year was presently entitled to a share of the trust's income. The ATO asks at the non-resident beneficiaries label of item 29: ""Was any beneficiary who was not a resident of Australia at any time during the income year 'presently entitled' to a share of the income of the trust?"" Answering yes obliges the trustee to attach a statement for each such beneficiary and can make the trustee liable for tax on that beneficiary's share.","ATO, Trust tax return 2024 instructions, Overseas transactions - item 29","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-tax-return-items-16-to-32/overseas-transactions-item-29","A single Y or N flag for the income year at item 29 label A, with anything else meaning an invalid or absent response. A yes also obliges the trustee to attach a statement for each non-resident beneficiary.","It flags at least one non-resident beneficiary, not how many or what share they held, so it cannot be used to size foreign ownership of a trust. The residency test is any time in the year, so a beneficiary who moved overseas briefly triggers the same flag as a permanent foreign resident.","official",,"high","The item 29 instructions state the question in the trustee's own words and set out the consequences of a yes answer, which is what makes the flag meaningful.","Was any beneficiary who was not a resident of Australia at any time during the income year 'presently entitled' to a share of the income of the trust?","The entry carried the ATO label as its whole description and printed the generic no-value-list sentence as both the value definition and the limitation, so nothing said which return item the figure comes from or what it says about the firm.","wave1-blade.json",TRUE
"BLADE","t_payassoc","sourced","Payments to associated persons (dollars)","[]",0,FALSE,,"ATO, Trust tax return 2024 instructions, Business and professional items - items 37 to 52","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-items-33-to-61-and-the-declaration/business-and-professional-items-items-37-to-52","Amounts the trust paid to people connected with the trustee, reported separately so the ATO can test whether they were reasonable. The ATO says to ""Show at label M Payments to associated persons the amounts, including salaries, wages, commissions, superannuation contributions or allowances, paid to the trustee's relatives or partnerships in which the relative of the trustee is a partner"". The same salary and wage amounts are also counted in total salary and wage expenses, so the two labels overlap by design.","ATO, Trust tax return 2024 instructions, Business and professional items - items 37 to 52","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-items-33-to-61-and-the-declaration/business-and-professional-items-items-37-to-52","A dollar flow for one income year, covering payments to relatives, principals, agents, related entities and associate entities.","A deduction for these payments is allowed only so far as the Commissioner is satisfied the amount is reasonable, so the figure is a claim rather than an accepted deduction. It also cannot be added to total salary and wage expenses, because the same dollars appear in both.","official",,"high","The item 45 instructions define the label, name the recipients it covers and state the reasonableness condition attached to the deduction.","Show at label M Payments to associated persons the amounts, including salaries, wages, commissions, superannuation contributions or allowances, paid to the trustee's relatives or partnerships in which the relative of the trustee is a partner.","The entry carried the ATO label as its whole description and printed the generic no-value-list sentence as both the value definition and the limitation, so nothing said which return item the figure comes from or what it says about the firm.","wave1-blade.json",TRUE
"BLADE","t_pp_excldd_frm_ncmi_amt","sourced","Primary production excluded-from-NCMI amount distributed from partnerships (dollars)","[]",0,FALSE,,"ATO, Trust tax return 2024 instructions, Non-concessional MIT income - item 32","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-tax-return-items-16-to-32/non-concessional-mit-income-item-32","Primary production income from a partnership that would have been non-concessional MIT income but for an exclusion. The ATO says to ""Show at label F the total Excluded from NCMI amount distributed from partnerships categorised as primary production income"", and requires the amount to appear again at item 8 label A. The exclusions in play are the transitional arrangements and the approved economic infrastructure facility exception.","ATO, Trust tax return 2024 instructions, Non-concessional MIT income - item 32","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-tax-return-items-16-to-32/non-concessional-mit-income-item-32","A dollar amount for one income year at item 32 label F, forming part of the partnership distribution already reported at item 8.","The label does not record which exclusion applies or when it expires, so a fall to zero is as likely to mean a transitional period ended as that the arrangement stopped. It is also not additional income, since the same dollars are counted at item 8.","official",,"high","The item 32 instructions define the excluded-from-NCMI concept for primary production income and name label F as its partnership route.","Show at label F the total Excluded from NCMI amount distributed from partnerships categorised as primary production income.","The entry carried the ATO label as its whole description and printed the generic no-value-list sentence as both the value definition and the limitation, so nothing said which return item the figure comes from or what it says about the firm.","wave1-blade.json",TRUE
"BLADE","t_pp_ncmi_amt","sourced","Primary production NCMI distributed from partnerships (dollars)","[]",0,FALSE,,"ATO, Trust tax return 2024 instructions, Non-concessional MIT income - item 32","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-tax-return-items-16-to-32/non-concessional-mit-income-item-32","Non-concessional MIT income of a primary production kind that reached the trust through a partnership. The ATO says to ""Show at label E the total NCMI amount distributed from partnerships categorised as primary production income"", and requires the same dollars to be shown again at item 8 label A. It is one of three routes NCMI can take into the return, the others being the trust's own business income and distributions from other trusts.","ATO, Trust tax return 2024 instructions, Non-concessional MIT income - item 32","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-tax-return-items-16-to-32/non-concessional-mit-income-item-32","A dollar amount for one income year, reported at item 32 label E and included within the partnership distribution reported at item 8.","It double counts with the partnership distribution label by design, so adding the two overstates income. The column also cannot identify which partnership carried the NCMI, so a chain through several partnerships collapses into one number.","official",,"high","The item 32 instructions name label E as the partnership route for primary production NCMI and state the cross-reference to item 8 label A.","The amounts you show at labels E and F you must also show at item 8 Partnerships and trusts - label A Distribution from partnerships.","The entry carried the ATO label as its whole description and printed the generic no-value-list sentence as both the value definition and the limitation, so nothing said which return item the figure comes from or what it says about the firm.","wave1-blade.json",TRUE
"BLADE","t_ppdistps","sourced","Primary production distribution from partnerships (dollars)","[]",0,FALSE,,"ATO, Trust tax return 2024 instructions, item 8 Partnerships and trusts","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-information-and-items-1-to-15/income-excluding-foreign-income-items-6-to-9/8-partnerships-and-trusts","The trust's share of primary production income or loss from partnerships it is a partner in. The ATO says to ""Show at label A Distribution from partnerships the amount of primary production (PP) income or loss distribution from partnerships"", and pairs it with the share of net income from other trusts and the related deductions label to give the net primary production amount. Unlike the non-primary production twin, this label is not described as excluding foreign income.","ATO, Trust tax return 2024 instructions, item 8 Partnerships and trusts","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-information-and-items-1-to-15/income-excluding-foreign-income-items-6-to-9/8-partnerships-and-trusts","A dollar amount for one income year at item 8 label A, which may be a loss and is reported before the trust's own related deductions.","It aggregates every farming partnership the trust is in, so it cannot show whether one interest or several produced the income. It is also a distributed share, so it does not scale with the partnership's turnover or land area.","official",,"high","The item 8 instructions define label A and set out how it combines with labels Z and S into the net primary production amount.","Show at label A Distribution from partnerships the amount of primary production (PP) income or loss distribution from partnerships.","The entry carried the ATO label as its whole description and printed the generic no-value-list sentence as both the value definition and the limitation, so nothing said which return item the figure comes from or what it says about the firm.","wave1-blade.json",TRUE
"BLADE","t_ppdisttr","sourced","Primary production share of net income from other trusts (dollars)","[]",0,FALSE,,"ATO, Trust tax return 2024 instructions, item 8 Partnerships and trusts","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-information-and-items-1-to-15/income-excluding-foreign-income-items-6-to-9/8-partnerships-and-trusts","The trust's share of primary production income included in the net income of other trusts. The ATO says to ""Show at label Z Share of net income from trusts the trust's share of primary production income which has been included in the net income (for tax purposes) of other trusts"", and adds that entitlements arising in the year but not yet received are counted. Where the other trust made a primary production loss and the share is zero, the return carries an L indicator rather than a blank.","ATO, Trust tax return 2024 instructions, item 8 Partnerships and trusts","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-information-and-items-1-to-15/income-excluding-foreign-income-items-6-to-9/8-partnerships-and-trusts","A dollar amount for one income year at item 8 label Z, sourced from the statement of distribution or advice issued by the other trust.","The zero-with-an-L case means a nil value here can signal an interest in a loss-making farming trust rather than no interest at all. Nothing on the return names the other trusts, so a chain of trusts cannot be reconstructed from this column.","official",,"high","The item 8 instructions define label Z, state the present entitlement timing rule and describe the loss indicator that changes how a zero should be read.","Show at label Z Share of net income from trusts the trust's share of primary production income which has been included in the net income (for tax purposes) of other trusts.","The entry carried the ATO label as its whole description and printed the generic no-value-list sentence as both the value definition and the limitation, so nothing said which return item the figure comes from or what it says about the firm.","wave1-blade.json",TRUE
"BLADE","t_pprddrdb","sourced","Deductions against primary production partnership and trust distributions (dollars)","[]",0,FALSE,,"ATO, Trust tax return 2024 instructions, item 8 Partnerships and trusts","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-information-and-items-1-to-15/income-excluding-foreign-income-items-6-to-9/8-partnerships-and-trusts","The trust's own expenses in earning its primary production income from partnerships and other trusts. The ATO says to ""Show at label S Deductions relating to amounts shown at A and Z the trust's deductions for its own expenses relating to primary production distributions from partnerships"", and that expenses incurred on behalf of those other trusts are not deductible by this trust. Subtracting it from the two primary production income labels gives the net primary production amount carried into the return.","ATO, Trust tax return 2024 instructions, item 8 Partnerships and trusts","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-information-and-items-1-to-15/income-excluding-foreign-income-items-6-to-9/8-partnerships-and-trusts","A dollar amount for one income year at item 8 label S, offsetting the amounts at labels A and Z.","It covers only the trust's own costs of holding the interest, such as interest on money borrowed to invest, and not the farming costs of the partnership itself. Treating it as farm expenditure would attribute the investee's operations to the investor.","official",,"high","The item 8 instructions name label S, say which income labels it offsets and rule out expenses incurred on behalf of the other entities.","Show at label S Deductions relating to amounts shown at A and Z the trust's deductions for its own expenses relating to primary production distributions from partnerships.","The entry carried the ATO label as its whole description and printed the generic no-value-list sentence as both the value definition and the limitation, so nothing said which return item the figure comes from or what it says about the firm.","wave1-blade.json",TRUE
"BLADE","t_propfund","sourced","Proprietors' funds, the trust's net accounting worth (dollars)","[]",0,FALSE,,"ATO, Trust tax return 2012 instructions, item 36 Proprietors' funds","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2012-instructions/key-financial-information/36-proprietors-funds","The trust's net worth from its own accounting records, that is total assets less total liabilities. The ATO's instruction is to ""Show at K the net proprietors' funds from the accounting records of the trust"", and it states that total assets less total liabilities equals the amount at this label. Trusts reporting under the Australian equivalents to international financial reporting standards are told to disclose beneficiaries' invested capital here rather than as a liability, which changes what the figure means for those trusts.","ATO, Trust tax return 2012 instructions, item 36 Proprietors' funds","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2012-instructions/key-financial-information/36-proprietors-funds","A dollar stock at the end of the income year, on an accounting basis rather than a tax basis, and negative values are flagged with an L indicator rather than a minus sign.","The accounting standards carve-out means two trusts with the same economics can report very different figures depending on how they treat beneficiaries' capital. The item was also dropped from the trust return after 2012, so any later year is missing rather than zero.","official",,"high","The ATO's 2012 trust tax return instructions define the label, give the arithmetic that produces it and state the reporting standards exception that changes its meaning.","Show at K the net proprietors' funds from the accounting records of the trust.","The entry carried the ATO label as its whole description and printed the generic no-value-list sentence as both the value definition and the limitation, so nothing said which return item the figure comes from or what it says about the firm.","wave1-blade.json",TRUE
"BLADE","t_psbd_ind","sourced","Personal services business determination indicator (Y/N)","[]",0,FALSE,,"ATO, Trust tax return 2024 instructions, Personal services income - item 30","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-tax-return-items-16-to-32/personal-services-income-item-30","Whether the trust holds a personal services business determination from the Commissioner for any individual whose income it receives. The ATO's label is ""Do you hold a personal services business (PSB) determination in respect of any individual?"", and a determination is one of the ways the personal services income rules can be switched off. The alternative is to self-assess against the results, unrelated clients, employment and business premises tests, which are recorded at other labels of the same item.","ATO, Trust tax return 2024 instructions, Personal services income - item 30","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-tax-return-items-16-to-32/personal-services-income-item-30","A single Y or N flag for the income year at item 30 label D, with anything else meaning an invalid or absent response. It is one of several personal services income labels at that item.","A no does not mean the personal services rules apply, because a trust can self-assess as a personal services business without a determination. The flag also does not say how many individuals a determination covers, or which ones.","official",,"high","The item 30 instructions state the question and set out the relationship between holding a determination and self-assessing against the personal services business tests.","Yes - Print X in the Yes box at label D Do you hold a personal services business (PSB) determination in respect of any individual? - if you held a PSB determination in respect of any individual.","The entry carried the ATO label as its whole description and printed the generic no-value-list sentence as both the value definition and the limitation, so nothing said which return item the figure comes from or what it says about the firm.","wave1-blade.json",TRUE
"BLADE","t_pshp_npp_excldd_frm_ncmi_amt","sourced","Non-primary production excluded-from-NCMI amount distributed from partnerships (dollars)","[]",0,FALSE,,"ATO, Trust tax return 2024 instructions, Non-concessional MIT income - item 32","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-tax-return-items-16-to-32/non-concessional-mit-income-item-32","Non-primary production income from a partnership that would have been non-concessional MIT income but for an exclusion. The ATO says to ""Show at label J the total Excluded from NCMI amount distributed from partnerships categorised as non-primary production"", and requires it to be shown again within the item 8 partnership distribution. It is the partnership counterpart of the excluded-from-NCMI amount the trust reports on its own business income.","ATO, Trust tax return 2024 instructions, Non-concessional MIT income - item 32","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-tax-return-items-16-to-32/non-concessional-mit-income-item-32","A dollar amount for one income year at item 32 label J, included in the non-primary production partnership distribution at item 8.","The exclusions behind it are time limited and are not named on the return, so the column cannot support a claim about which relief a partnership relied on. It is also not separate income, since the same amount is inside the item 8 figure.","official",,"high","The item 32 instructions define label J and state the cross-reference to item 8 label B that fixes its relationship to the partnership distribution.","Show at label J the total Excluded from NCMI amount distributed from partnerships categorised as non-primary production.","The entry carried the ATO label as its whole description and printed the generic no-value-list sentence as both the value definition and the limitation, so nothing said which return item the figure comes from or what it says about the firm.","wave1-blade.json",TRUE
"BLADE","t_pshp_npp_ncmi_amt","sourced","Non-primary production NCMI distributed from partnerships (dollars)","[]",0,FALSE,,"ATO, Trust tax return 2024 instructions, Non-concessional MIT income - item 32","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-tax-return-items-16-to-32/non-concessional-mit-income-item-32","Non-concessional MIT income of a non-primary production kind that reached the trust through a partnership. The ATO says to ""Show at label I, the total NCMI amount distributed from partnerships categorised as non-primary production"", and requires the same dollars to be shown again at item 8 label B. It is the partnership route for the cross-staple, trading trust and residential housing income that the NCMI rules target.","ATO, Trust tax return 2024 instructions, Non-concessional MIT income - item 32","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-tax-return-items-16-to-32/non-concessional-mit-income-item-32","A dollar amount for one income year at item 32 label I, forming part of the non-primary production partnership distribution at item 8.","It cannot be added to the item 8 partnership distribution, because the same dollars appear at both. The column also does not say which of the three targeted arrangements produced the income, so cross-staple rent and residential housing income are indistinguishable here.","official",,"high","The item 32 instructions name label I as the partnership route for non-primary production NCMI and give the cross-reference to item 8 label B.","The amounts you show at labels I and J you must also show at item 8 Partnerships and trusts - label B Distribution from partnerships, less foreign income.","The entry carried the ATO label as its whole description and printed the generic no-value-list sentence as both the value definition and the limitation, so nothing said which return item the figure comes from or what it says about the firm.","wave1-blade.json",TRUE
"BLADE","t_purcothc","sourced","Purchases and other costs (dollars)","[]",0,FALSE,,"ATO, Trust tax return 2024 instructions, Business and professional items - items 37 to 52","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-items-33-to-61-and-the-declaration/business-and-professional-items-items-37-to-52","What the trust spent on direct materials for manufacture, sale or exchange during the year. The ATO says to ""Show at label B Purchases and other costs the cost of direct materials used for manufacture, sale or exchange in deriving the gross proceeds or earnings of the business"". With opening and closing stock on the same item, it is the input a reader needs to reconstruct cost of sales from the return.","ATO, Trust tax return 2024 instructions, Business and professional items - items 37 to 52","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-items-33-to-61-and-the-declaration/business-and-professional-items-items-37-to-52","A dollar flow for one income year, on an accruals basis unless the trust is an eligible former simplified tax system taxpayer still using that accounting method, in which case only amounts paid are shown.","It is not cost of sales, which also moves with the stock balances on the same item, and it excludes labour and overhead. Comparing it across firms without the stock columns will misstate the cost of goods actually sold.","official",,"high","The item 40 instructions define the label and give the accounting method exception that changes what a value means for former simplified tax system taxpayers.","Show at label B Purchases and other costs the cost of direct materials used for manufacture, sale or exchange in deriving the gross proceeds or earnings of the business.","The entry carried the ATO label as its whole description and printed the generic no-value-list sentence as both the value definition and the limitation, so nothing said which return item the figure comes from or what it says about the firm.","wave1-blade.json",TRUE
"BLADE","t_rentexps","sourced","Rent expenses paid as a tenant (dollars)","[]",0,FALSE,,"ATO, Trust tax return 2024 instructions, item 5 Business income and expenses","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-information-and-items-1-to-15/income-excluding-foreign-income-item-5","What the trust paid to rent land and buildings used in producing its income. The ATO says to ""Show at label H Rent expenses the expenditure incurred as a tenant for the rent of land and buildings used in the production of income"", and directs the cost of leasing plant, vehicles and equipment to the separate lease expenses label. It is an outgoing of the business, and is not related to the rental income the trust may earn as a landlord elsewhere on the return.","ATO, Trust tax return 2024 instructions, item 5 Business income and expenses","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-information-and-items-1-to-15/income-excluding-foreign-income-item-5","A dollar flow for one income year at item 5 label H, on an accounting basis. It covers real estate only; leasing of plant, vehicles and equipment sits at the lease expenses label instead.","It gives no premises count, floor area or location, so it cannot stand in for a measure of physical footprint. A firm that owns its premises reports nothing here, so a zero is not evidence of a small operation.","official",,"high","The item 5 instructions define the rent expense label and draw the boundary with the lease expenses label that would otherwise be confused with it.","Show at label H Rent expenses the expenditure incurred as a tenant for the rent of land and buildings used in the production of income.","The entry carried the ATO label as its whole description and printed the generic no-value-list sentence as both the value definition and the limitation, so nothing said which return item the figure comes from or what it says about the firm.","wave1-blade.json",TRUE
"BLADE","t_repmaint","sourced","Repairs and maintenance expenses (dollars)","[]",0,FALSE,,"ATO, Trust tax return 2024 instructions, item 5 Business income and expenses","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-information-and-items-1-to-15/income-excluding-foreign-income-item-5","What the trust spent maintaining its plant, machinery, implements and premises during the year. The ATO says to ""Show at label M Repairs and maintenance the expenditure on repairs and maintenance of plant, machinery, implements and premises"". It sits in the item 5 expense block alongside depreciation, which is where the cost of improving or replacing an asset goes instead.","ATO, Trust tax return 2024 instructions, item 5 Business income and expenses","https://www.ato.gov.au/forms-and-instructions/trust-tax-return-2024-instructions/instructions-to-complete-the-trust-tax-return-2024/instructions-for-trust-information-and-items-1-to-15/income-excluding-foreign-income-item-5","A dollar flow for one income year, on an accounting basis before the expense reconciliation adjustments made later at item 5.","The line between a deductible repair and a capital improvement is drawn by the preparer, so the same work can appear here for one firm and in depreciating assets for another. Any part later disallowed still sits in this column, because the add-back is made at the reconciliation labels.","official",,"high","The item 5 instructions define the label, and the same item explains that expense reconciliation adjustments are made separately, which is what makes the accounting figure differ from the deduction.","Show at label M Repairs and maintenance the expenditure on repairs and maintenance of plant, machinery, implements and premises.","The entry carried the ATO label as its whole description and printed the generic no-value-list sentence as both the value definition and the limitation, so nothing said which return item the figure comes from or what it says about the firm.","wave1-blade.json",TRUE
