"dataset","variable","occurrence_count","status","determination","rule","evidence_source","caveat","official_descriptions","implementation"
"CENSUS","IFAGEP",3,"populated","populated_coherent_official_domain","Derive the field from related spine, labour-force, household, education, health, or imputation context and encode it in the official year-specific Census domain.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter5302011 | https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter5302016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/population/imputation-flag-age-ifagep","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Imputation Flag for Age | Imputation flag for age","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","IFMSTP",3,"populated","populated_coherent_official_domain","Derive the field from related spine, labour-force, household, education, health, or imputation context and encode it in the official year-specific Census domain.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter5402011 | https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter5402016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/household-and-families/imputation-flag-registered-marital-status-ifmstp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Imputation Flag for Registered Marital Status | Imputation flag for registered marital status","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","IFNMFD",3,"populated","populated_coherent_official_domain","Derive the field from related spine, labour-force, household, education, health, or imputation context and encode it in the official year-specific Census domain.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter5502011 | https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter5502016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/household-and-families/imputation-flag-number-males-and-females-dwelling-ifnmfd","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Imputation Flag for Number of Males and Females in Dwelling | Imputation flag for number of males and females in dwelling","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","IFPOWP",2,"populated","populated_coherent_official_domain","Derive the field from related spine, labour-force, household, education, health, or imputation context and encode it in the official year-specific Census domain.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter5552016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/location/imputation-flag-place-work-ifpowp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Imputation Flag for Place of Work | Imputation flag for place of work","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","IFPURP",3,"populated","populated_coherent_official_domain","Derive the field from related spine, labour-force, household, education, health, or imputation context and encode it in the official year-specific Census domain.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter5602011 | https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter5602016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/location/imputation-flag-place-usual-residence-ifpurp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Imputation Flag for Place of Usual Residence | Imputation flag for place of usual residence","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","IFSEXP",2,"populated","populated_coherent_official_domain","Derive the field from related spine, labour-force, household, education, health, or imputation context and encode it in the official year-specific Census domain.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter5652016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/population/imputation-flag-sex-ifsexp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Imputation Flag for Sex | Imputation flag for sex","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","ILOCD",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Indigenous location (en)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","ILOCP",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Indigenous location (ur)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","IMPSA2WKADP",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Imputed SA2 of workplace address","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","IMPSTEWKADP",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Imputed state/territory of workplace address","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","INCP",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/income-and-work/total-personal-income-weekly-incp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Total Personal Income (weekly) | Total personal income (weekly)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","INDP",3,"populated","populated_coherent_official_domain","Choose an official ANZSIC class within the spine industry division and translate it to the year-specific 2011, 2016, or 2021 Census encoding; use the official structural not-applicable code when not employed.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/income-and-work/industry-employment-indp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Industry of Employment | Industry of employment","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","INGDWTD",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter5902011 | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/aboriginal-and-torres-strait-islander-peoples/indigenous-household-indicator-ingdwtd","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Indigenous Household Indicator | Indigenous household indicator","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","INGF",1,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/aboriginal-and-torres-strait-islander-peoples/aboriginal-and-torres-strait-islander-family-indicator-ingf","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Aboriginal and torres strait islander family indicator","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","INGP",2,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/aboriginal-and-torres-strait-islander-peoples/indigenous-status-ingp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Indigenous Status","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","IREGD",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Indigenous region (en)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","IREGP",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Indigenous region (ur)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","LANP",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/language-used-home-lanp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Language Spoken at Home | Language used at home","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","LFFP",1,"populated","populated_coherent_official_domain","Derive the field from related spine, labour-force, household, education, health, or imputation context and encode it in the official year-specific Census domain.","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/national-reporting-indicators/labour-force-participation-flag-lfpp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Labour force participation flag","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","LFHRP",3,"populated","populated_coherent_official_domain","Derive the field from related spine, labour-force, household, education, health, or imputation context and encode it in the official year-specific Census domain.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter6202011 | https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter6202016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/income-and-work/labour-force-status-and-hours-worked-not-stated-lfhrp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Labour Force Status and Hours Worked Not Stated | Labour force status and hours worked not stated","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","LFSF",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter6302011 | https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter6302016 | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/income-and-work/labour-force-status-parentspartners-families-lfsf","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Labour Force Status of Parents/Partners in Families | Labour force status of parents/partners in families","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","LFSP",2,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/income-and-work/labour-force-status-lfsp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Labour Force Status","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","LGA22D",2,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Local government areas (2022 boundaries) (en)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","LGAD",2,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Local government areas (2021 boundaries) (en)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","LGAP",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Local government areas (2021 boundaries) (ur)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","LGAP22",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Local government areas (2022 boundaries) (ur)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","LGAU1P",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Local government areas of usual residence one year ago (2021 boundaries)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","LGAU5P",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Local government areas of usual residence five years ago (2021 boundaries)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","LLDD",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/housing/landlord-type-lldd","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Landlord Type | Landlord type","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","LNGP",1,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/aboriginal-and-torres-strait-islander-peoples/whether-reported-using-aboriginal-andor-torres-strait-islander-language-home-lngp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Whether reported using an aboriginal and/or torres strait islander language at home","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","MAID",1,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/housing/mortgage-affordability-indicator-maid","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Mortgage affordability indicator","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","MBU1P",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Meshblock (place of usual residence 1 year ago)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","MBU5P",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","The codes are official, but assignment within state and historical movement or workplace location is synthetic and not population-calibrated.","Meshblock (place of usual residence 5 years ago)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","MDCP",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/household-and-families/social-marital-status-mdcp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Social Marital Status | Social marital status","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","MSTP",2,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/household-and-families/registered-marital-status-mstp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Registered Marital Status","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","MTW06P",1,"populated","populated_coherent_official_domain","Derive the field from related spine, labour-force, household, education, health, or imputation context and encode it in the official year-specific Census domain.","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/transport/method-travel-work-6-travel-modes-mtw06p","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Method of travel to work (6 travel modes)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","MTW15P",1,"populated","populated_coherent_official_domain","Derive the field from related spine, labour-force, household, education, health, or imputation context and encode it in the official year-specific Census domain.","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/transport/method-travel-work-15-travel-modes-mtw15p","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Method of travel to work (15 travel modes)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","MTWP",3,"populated","populated_coherent_official_domain","Derive the field from related spine, labour-force, household, education, health, or imputation context and encode it in the official year-specific Census domain.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/transport/method-travel-work-mtwp","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Method of Travel to Work | Method of travel to work","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","MV1D",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/location/household-one-year-mobility-indicator-mv1d","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Household One Year Mobility Indicator | Household one year mobility indicator","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","MV5D",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/location/household-five-year-mobility-indicator-mv5d","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Household Five Year Mobility Indicator | Household five year mobility indicator","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","NEDD",2,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Dwelling Internet Connection","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","NPDD",3,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/ausstats/abs@.nsf/Lookup/2901.0Chapter7402011 | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/housing/type-non-private-dwelling-npdd","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Type of Non-Private Dwelling | Type of non-private dwelling","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","NPRD",2,"populated","populated_official_codeframe","Draw a deterministic synthetic value from the exact official year-specific Census codeframe and apply documented scope or not-stated values where relevant.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls | https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/household-and-families/number-persons-usually-resident-dwelling-nprd","The code domain is source-backed. Conditional relationships are enforced where implemented, but synthetic frequencies are not ABS population estimates.","Number of Persons Usually Resident in Dwelling","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
"CENSUS","NRMRD",1,"populated","populated_official_geography","Assign an official geography code for the field's reference year, consistent with spine state where the classification permits; apply age and employment structural codes to conditional fields.","Official ABS ASGS ArcGIS services recorded in inst/extdata/codeframes/census-geography-sources.csv, lga.tsv, ireg.tsv, and phn.tsv","NRMR is a non-ASGS output. The 2021 field uses the latest official machine-readable ABS NRMR list available in the registry (2016). Row allocation is synthetic and is not population-calibrated.","Natural resource management regions (en)","R/dil_census_values.R; R/dil_geography_values.R; src/rust/src/census_2021.rs"
