"dataset","variable","original_gap_occurrence_count","workbook_mapping_occurrence_count","workbook_supported_occurrence_count","workbook_unsupported_occurrence_count","existing_resolved_gap_occurrence_count","new_public_resolved_gap_occurrence_count","remaining_unresolved_gap_occurrence_count","determination","decision_basis","exact_rationale","evidence_url"
"ACLD","INDP_MP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","INDP_MP_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","INDP_SP_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","INDP_SP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","INDP_SP_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","INGP_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","INGP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","INGP_FP_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","INGP_FP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","INGP_MP_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","INGP_MP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","INGP_SP_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","INGP_SP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","IRSAD_UR_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","IRSAD_UR_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","IRSAD_UR_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","IRSD_UR_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","IRSD_UR_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","IRSD_UR_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","ISPH_P_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","ISPH_P_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","ISPH_P_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","LANP_11",1,1,0,1,0,1,0,"resolved","public_census_classification","The ACLD workbook points to a public Census classification. The generator uses the checked-in official Census or classification domain and derives a coherent code from the linked spine state.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest"
"ACLD","LANP_16",2,2,0,2,0,2,0,"resolved","public_census_classification","The ACLD workbook points to a public Census classification. The generator uses the checked-in official Census or classification domain and derives a coherent code from the linked spine state.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
"ACLD","LANP_21",2,2,0,2,0,2,0,"resolved","public_census_classification","The ACLD workbook points to a public Census classification. The generator uses the checked-in official Census or classification domain and derives a coherent code from the linked spine state.","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/language-used-home-lanp"
"ACLD","LANP_FP_11",1,1,0,1,0,1,0,"resolved","public_census_classification","The ACLD workbook points to a public Census classification. The generator uses the checked-in official Census or classification domain and derives a coherent code from the linked spine state.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest"
"ACLD","LANP_FP_16",2,2,0,2,0,2,0,"resolved","public_census_classification","The ACLD workbook points to a public Census classification. The generator uses the checked-in official Census or classification domain and derives a coherent code from the linked spine state.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
"ACLD","LANP_FP_21",2,2,0,2,0,2,0,"resolved","public_census_classification","The ACLD workbook points to a public Census classification. The generator uses the checked-in official Census or classification domain and derives a coherent code from the linked spine state.","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/language-used-home-lanp"
"ACLD","LANP_MP_11",1,1,0,1,0,1,0,"resolved","public_census_classification","The ACLD workbook points to a public Census classification. The generator uses the checked-in official Census or classification domain and derives a coherent code from the linked spine state.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest"
"ACLD","LANP_MP_16",2,2,0,2,0,2,0,"resolved","public_census_classification","The ACLD workbook points to a public Census classification. The generator uses the checked-in official Census or classification domain and derives a coherent code from the linked spine state.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
"ACLD","LANP_MP_21",2,2,0,2,0,2,0,"resolved","public_census_classification","The ACLD workbook points to a public Census classification. The generator uses the checked-in official Census or classification domain and derives a coherent code from the linked spine state.","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/language-used-home-lanp"
"ACLD","LANP_SP_11",1,1,0,1,0,1,0,"resolved","public_census_classification","The ACLD workbook points to a public Census classification. The generator uses the checked-in official Census or classification domain and derives a coherent code from the linked spine state.","https://www.abs.gov.au/AUSSTATS/subscriber.nsf/log?openagent&Expanded%20CSF%20Data%20item%20list.xls&2037.0.30.001&Data%20Cubes&4D86558DCFA7A018CA257C3E000EE68E&0&2011&13.12.2013&Latest"
"ACLD","LANP_SP_16",2,2,0,2,0,2,0,"resolved","public_census_classification","The ACLD workbook points to a public Census classification. The generator uses the checked-in official Census or classification domain and derives a coherent code from the linked spine state.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/census-population-and-housing/data%20item%20list%20-%205%20percent%20detailed%20microdata.xls"
"ACLD","LANP_SP_21",2,2,0,2,0,2,0,"resolved","public_census_classification","The ACLD workbook points to a public Census classification. The generator uses the checked-in official Census or classification domain and derives a coherent code from the linked spine state.","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/language-used-home-lanp"
"ACLD","LEVEL",2,2,0,2,2,0,0,"resolved","existing_manual","This is an identifier, record-level label, or ACLD analysis weight. The existing generator supplies it directly rather than treating it as a classification.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","LFHRP_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","LFHRP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","LFHRP_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","LFSF_P_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","LFSF_P_16",2,2,0,2,0,2,0,"resolved","public_census_classification","The ACLD workbook points to a public Census classification. The generator uses the checked-in official Census or classification domain and derives a coherent code from the linked spine state.","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/income-and-work/labour-force-status-parentspartners-families-lfsf"
"ACLD","LFSF_P_21",2,2,0,2,0,2,0,"resolved","public_census_classification","The ACLD workbook points to a public Census classification. The generator uses the checked-in official Census or classification domain and derives a coherent code from the linked spine state.","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/income-and-work/labour-force-status-parentspartners-families-lfsf"
"ACLD","LFSP_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","LFSP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","LFSP_FP_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","LFSP_FP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","LFSP_MP_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","LFSP_MP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","LFSP_SP_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","LFSP_SP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","LGA_UR_11",1,1,0,1,0,1,0,"resolved","public_asgs_geography","The generator uses the checked-in official ASGS codeframe for the field's reference year and selects a code that is consistent with the person's state or 2021 SA2.","https://geo.abs.gov.au/arcgis/rest/services/ASGS2011/LGA/MapServer"
"ACLD","LGA_UR_16",2,2,0,2,0,2,0,"resolved","public_asgs_geography","The generator uses the checked-in official ASGS codeframe for the field's reference year and selects a code that is consistent with the person's state or 2021 SA2.","https://geo.abs.gov.au/arcgis/rest/services/ASGS2016/LGA/MapServer"
"ACLD","LGA_UR_21",2,2,0,2,0,2,0,"resolved","public_asgs_geography","The generator uses the checked-in official ASGS codeframe for the field's reference year and selects a code that is consistent with the person's state or 2021 SA2.","https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/LGA/MapServer"
"ACLD","LLDD_P_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","LLDD_P_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","LLDD_P_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","MBUCD_11",1,1,0,1,0,0,1,"unresolved","unresolved","The field needs a 2011 vintage-specific geography or place-of-work code. The checked-in official lookups do not contain that vintage and no defensible crosswalk is available.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","MBUCD_16",2,2,0,2,0,0,2,"unresolved","unresolved","The field needs a 2016 vintage-specific geography or place-of-work code. The checked-in official lookups do not contain that vintage and no defensible crosswalk is available.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","MBUCD_21",2,2,0,2,0,2,0,"resolved","public_asgs_geography","The generator uses the checked-in official ASGS codeframe for the field's reference year and selects a code that is consistent with the person's state or 2021 SA2.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","MBUCP_11",1,1,0,1,0,0,1,"unresolved","unresolved","The field needs a 2011 vintage-specific geography or place-of-work code. The checked-in official lookups do not contain that vintage and no defensible crosswalk is available.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","MBUCP_16",2,2,0,2,0,0,2,"unresolved","unresolved","The field needs a 2016 vintage-specific geography or place-of-work code. The checked-in official lookups do not contain that vintage and no defensible crosswalk is available.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","MBUCP_21",2,2,0,2,0,2,0,"resolved","public_asgs_geography","The generator uses the checked-in official ASGS codeframe for the field's reference year and selects a code that is consistent with the person's state or 2021 SA2.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","MDCP_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","MDCP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","MDCP_21",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
"ACLD","MDCP_FP_11",1,1,1,0,1,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx"
"ACLD","MDCP_FP_16",2,2,2,0,2,0,0,"resolved","official_acld_workbook_codeframe","The official ACLD detailed-microdata workbook enumerates the domain, and the existing ACLD codeframe generator uses that domain.","https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202011_16_21%20detailed%20microdata.xlsx | https://www.abs.gov.au/statistics/microdata-tablebuilder/available-microdata-tablebuilder/australian-census-longitudinal-dataset/ACLD%202016_21%20detailed%20microdata.xlsx"
