"asset","dataset","variable","occurrence_count","product_count","table_count","type","official_descriptions","official_valid_responses","example_product","example_table","example_logical_output","existing_generator_exact_match","existing_generator_match_count","existing_generator_tables","existing_generator_types","existing_generator_crosswalk_statuses","existing_generator_candidate_variables","existing_generator_candidate_products","existing_generator_basis","existing_generator_notes","evidence_exact_match","evidence_file","evidence_status","evidence_source_url","evidence_source_summary","evidence_generated_assessment","evidence_required_next_action","source_coverage","initial_action","value_semantics","target_value_rule"
"PLIDA","CENSUS","CEDD",1,1,1,"character","Commonwealth electoral divisions (en)",,"madipge-cen21-d-dwelling-2021","census_2021_dwelling","madipge-cen21-d-dwelling-2021--census_2021_dwelling",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","CEDP",1,1,1,"character","Commonwealth electoral divisions (ur)",,"madipge-cen21-d-person-2021","census_2021_person","madipge-cen21-d-person-2021--census_2021_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","CHCAREP",2,2,2,"character","Unpaid Child Care",,"madip-ge-030101d-census2016-census2016person-2016","census_2016_person","madip-ge-030101d-census2016-census2016person-2016--census_2016_person",TRUE,1,"person","character","direct_plida_dataset_variable","CHCAREP","madipge-cen11-d-person-2011 | madip-ge-030101d-census2016-census2016person-2016 | madipge-cen21-d-person-2021","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",,TRUE,"census-variable-code-evidence.csv","official_abs_dictionary_small_code_set_current_tested","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/unpaid-work-and-care/unpaid-child-care-chcarep","1 did not provide child care; 2 cared for own child/children; 3 cared for other child/children; 4 cared for own and other child/children; &, @, V supplementary codes.","Generated values are tested against the ABS-style code set; sampled distribution is synthetic and not an ABS calibration fact.","Keep source URL attached; validate emitted codes against official set and keep distribution labelled local.","exact_source_backed_variable_evidence","validate_then_route_existing_generator_field","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","CITP",2,2,2,"character","Australian Citizenship",,"madip-ge-030101d-census2016-census2016person-2016","census_2016_person","madip-ge-030101d-census2016-census2016person-2016--census_2016_person",TRUE,1,"person","character","direct_plida_dataset_variable","CITP","madipge-cen11-d-person-2011 | madip-ge-030101d-census2016-census2016person-2016 | madipge-cen21-d-person-2021","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",,TRUE,"census-variable-code-evidence.csv","official_abs_dictionary_small_code_set_current_tested","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/australian-citizenship-citp","1 Australian citizen; 2 not an Australian citizen; & not stated; V overseas visitor.","Generated values are tested against the ABS-style code set; sampled distribution is synthetic and not an ABS calibration fact.","Keep source URL attached; validate emitted codes against official set and keep distribution labelled local.","exact_source_backed_variable_evidence","validate_then_route_existing_generator_field","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","CNDAF",3,3,3,"character","Count of Non-Dependent Children Temporarily Absent | Count of non-dependent children in family temporarily absent",,"madip-ge-030102d-census2016-census2016family-2016","census_2016_family","madip-ge-030102d-census2016-census2016family-2016--census_2016_family",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","count_or_duration","Generate a non-negative count or duration from linked events. Apply the official upper bound when one exists."
"PLIDA","CENSUS","CNDCF",3,3,3,"character","Count of Non-Dependent Children in Family | Count of non-dependent children in family",,"madip-ge-030102d-census2016-census2016family-2016","census_2016_family","madip-ge-030102d-census2016-census2016family-2016--census_2016_family",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","count_or_duration","Generate a non-negative count or duration from linked events. Apply the official upper bound when one exists."
"PLIDA","CENSUS","COARASP",1,1,1,"character","Whether has arthritis and asthma",,"madipge-cen21-d-person-2021","census_2021_person","madipge-cen21-d-person-2021--census_2021_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","indicator_or_flag","Use the official indicator domain. Derive the value from the linked event or person state."
"PLIDA","CENSUS","COARDBP",1,1,1,"character","Whether has arthritis and diabetes",,"madipge-cen21-d-person-2021","census_2021_person","madipge-cen21-d-person-2021--census_2021_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","indicator_or_flag","Use the official indicator domain. Derive the value from the linked event or person state."
"PLIDA","CENSUS","COARHDP",1,1,1,"character","Whether has arthritis and heart disease",,"madipge-cen21-d-person-2021","census_2021_person","madipge-cen21-d-person-2021--census_2021_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","indicator_or_flag","Use the official indicator domain. Derive the value from the linked event or person state."
"PLIDA","CENSUS","COARMHP",1,1,1,"character","Whether has arthritis and mental health condition",,"madipge-cen21-d-person-2021","census_2021_person","madipge-cen21-d-person-2021--census_2021_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","indicator_or_flag","Use the official indicator domain. Derive the value from the linked event or person state."
"PLIDA","CENSUS","COASHDP",1,1,1,"character","Whether has asthma and heart disease",,"madipge-cen21-d-person-2021","census_2021_person","madipge-cen21-d-person-2021--census_2021_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","indicator_or_flag","Use the official indicator domain. Derive the value from the linked event or person state."
"PLIDA","CENSUS","COASLCP",1,1,1,"character","Whether has asthma and lung condition",,"madipge-cen21-d-person-2021","census_2021_person","madipge-cen21-d-person-2021--census_2021_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","indicator_or_flag","Use the official indicator domain. Derive the value from the linked event or person state."
"PLIDA","CENSUS","COCNHDP",1,1,1,"character","Whether has cancer and heart disease",,"madipge-cen21-d-person-2021","census_2021_person","madipge-cen21-d-person-2021--census_2021_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","indicator_or_flag","Use the official indicator domain. Derive the value from the linked event or person state."
"PLIDA","CENSUS","CODBHDP",1,1,1,"character","Whether has diabetes and heart disease",,"madipge-cen21-d-person-2021","census_2021_person","madipge-cen21-d-person-2021--census_2021_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","indicator_or_flag","Use the official indicator domain. Derive the value from the linked event or person state."
"PLIDA","CENSUS","CODBKDP",1,1,1,"character","Whether has diabetes and kidney disease",,"madipge-cen21-d-person-2021","census_2021_person","madipge-cen21-d-person-2021--census_2021_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","indicator_or_flag","Use the official indicator domain. Derive the value from the linked event or person state."
"PLIDA","CENSUS","COHDKDP",1,1,1,"character","Whether has heart disease and kidney disease",,"madipge-cen21-d-person-2021","census_2021_person","madipge-cen21-d-person-2021--census_2021_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","indicator_or_flag","Use the official indicator domain. Derive the value from the linked event or person state."
"PLIDA","CENSUS","COHDMHP",1,1,1,"character","Whether has heart disease and mental health condition",,"madipge-cen21-d-person-2021","census_2021_person","madipge-cen21-d-person-2021--census_2021_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","indicator_or_flag","Use the official indicator domain. Derive the value from the linked event or person state."
"PLIDA","CENSUS","COLCMHP",1,1,1,"character","Whether has lung condition and mental health condition",,"madipge-cen21-d-person-2021","census_2021_person","madipge-cen21-d-person-2021--census_2021_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","indicator_or_flag","Use the official indicator domain. Derive the value from the linked event or person state."
"PLIDA","CENSUS","CPAD",3,3,3,"character","Count of Persons Temporarily Absent from Household | Count of persons temporarily absent from household",,"madip-ge-030103d-census2016-census2016dwelling-2016","census_2016_dwelling","madip-ge-030103d-census2016-census2016dwelling-2016--census_2016_dwelling",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","count_or_duration","Generate a non-negative count or duration from linked events. Apply the official upper bound when one exists."
"PLIDA","CENSUS","CPAF",3,3,3,"character","Count of Persons Temporarily Absent from Family | Count of persons temporarily absent from family",,"madip-ge-030102d-census2016-census2016family-2016","census_2016_family","madip-ge-030102d-census2016-census2016family-2016--census_2016_family",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","count_or_duration","Generate a non-negative count or duration from linked events. Apply the official upper bound when one exists."
"PLIDA","CENSUS","CPLTHD",1,1,1,"character","Count of persons with selected long-term health condition(s) in household",,"madipge-cen21-d-dwelling-2021","census_2021_dwelling","madipge-cen21-d-dwelling-2021--census_2021_dwelling",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","count_or_duration","Generate a non-negative count or duration from linked events. Apply the official upper bound when one exists."
"PLIDA","CENSUS","CPLTHRD",1,1,1,"character","Count of persons with selected long-term health condition(s) in household (ranges)",,"madipge-cen21-d-dwelling-2021","census_2021_dwelling","madipge-cen21-d-dwelling-2021--census_2021_dwelling",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","count_or_duration","Generate a non-negative count or duration from linked events. Apply the official upper bound when one exists."
"PLIDA","CENSUS","CPRF",2,2,2,"character","Count of Persons in Family",,"madip-ge-030102d-census2016-census2016family-2016","census_2016_family","madip-ge-030102d-census2016-census2016family-2016--census_2016_family",TRUE,1,"family","character","direct_plida_dataset_variable","CPRF","madipge-cen11-d-family-2011 | madip-ge-030102d-census2016-census2016family-2016 | madipge-cen21-d-family-2021","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",,TRUE,"census-variable-code-evidence.csv","official_abs_dictionary_small_code_set_current_tested","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/household-and-families/count-persons-family-cprf","Count of persons in family; local tests allow 2-6 plus @.","Generated values are tested against the ABS-style code set; sampled distribution is synthetic and not an ABS calibration fact.","Keep source URL attached; validate emitted codes against official set and keep distribution labelled local.","exact_source_backed_variable_evidence","validate_then_route_existing_generator_field","count_or_duration","Generate a non-negative count or duration from linked events. Apply the official upper bound when one exists."
"PLIDA","CENSUS","CTGP",3,3,3,"character","Child Type (including grandchildren) | Child type (including grandchildren)",,"madip-ge-030101d-census2016-census2016person-2016","census_2016_person","madip-ge-030101d-census2016-census2016person-2016--census_2016_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","categorical_codeframe","Use the official vintage-specific codeframe. Preserve structural and item non-response as missing."
"PLIDA","CENSUS","CTPP",3,3,3,"character","Child Type | Child type",,"madip-ge-030101d-census2016-census2016person-2016","census_2016_person","madip-ge-030101d-census2016-census2016person-2016--census_2016_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","categorical_codeframe","Use the official vintage-specific codeframe. Preserve structural and item non-response as missing."
"PLIDA","CENSUS","DLOD",3,3,3,"character","Dwelling Location | Dwelling location",,"madip-ge-030103d-census2016-census2016dwelling-2016","census_2016_dwelling","madip-ge-030103d-census2016-census2016dwelling-2016--census_2016_dwelling",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","DOMP",2,2,2,"character","Unpaid Domestic Work: Number of Hours",,"madip-ge-030101d-census2016-census2016person-2016","census_2016_person","madip-ge-030101d-census2016-census2016person-2016--census_2016_person",TRUE,1,"person","character","direct_plida_dataset_variable","DOMP","madipge-cen11-d-person-2011 | madip-ge-030101d-census2016-census2016person-2016 | madipge-cen21-d-person-2021","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",,TRUE,"census-variable-code-evidence.csv","official_abs_dictionary_small_code_set_current_tested","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/unpaid-work-and-care/unpaid-domestic-work-number-hours-domp","1 nil hours; 2 less than 5 hours; 3 5-14 hours; 4 15-29 hours; 5 30 hours or more; &, @, V supplementary codes.","Generated values are tested against the ABS-style code set; sampled distribution is synthetic and not an ABS calibration fact.","Keep source URL attached; validate emitted codes against official set and keep distribution labelled local.","exact_source_backed_variable_evidence","validate_then_route_existing_generator_field","count_or_duration","Generate a non-negative count or duration from linked events. Apply the official upper bound when one exists."
"PLIDA","CENSUS","DWTD",3,3,3,"character","Dwelling Type | Dwelling type",,"madip-ge-030103d-census2016-census2016dwelling-2016","census_2016_dwelling","madip-ge-030103d-census2016-census2016dwelling-2016--census_2016_dwelling",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","categorical_codeframe","Use the official vintage-specific codeframe. Preserve structural and item non-response as missing."
"PLIDA","CENSUS","EETP",2,2,2,"character","Engagement in Employment Education and Training | Engagement in employment education and training",,"madip-ge-030101d-census2016-census2016person-2016","census_2016_person","madip-ge-030101d-census2016-census2016person-2016--census_2016_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","EMFP",1,1,1,"character","Employment flag",,"madipge-cen21-d-person-2021","census_2021_person","madipge-cen21-d-person-2021--census_2021_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","indicator_or_flag","Use the official indicator domain. Derive the value from the linked event or person state."
"PLIDA","CENSUS","EMPCD",1,1,1,"character","Empowered communities (en)",,"madipge-cen21-d-dwelling-2021","census_2021_dwelling","madipge-cen21-d-dwelling-2021--census_2021_dwelling",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","EMPCP",1,1,1,"character","Empowered communities (ur)",,"madipge-cen21-d-person-2021","census_2021_person","madipge-cen21-d-person-2021--census_2021_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","EMPP",3,3,3,"character","Number of Employees | Number of employees",,"madip-ge-030101d-census2016-census2016person-2016","census_2016_person","madip-ge-030101d-census2016-census2016person-2016--census_2016_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","count_or_duration","Generate a non-negative count or duration from linked events. Apply the official upper bound when one exists."
"PLIDA","CENSUS","EMTP",1,1,1,"character","Employment Type",,"madipge-cen11-d-person-2011","census_2011_person","madipge-cen11-d-person-2011--census_2011_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","categorical_codeframe","Use the official vintage-specific codeframe. Preserve structural and item non-response as missing."
"PLIDA","CENSUS","ENGLP",3,3,3,"character","Proficiency in Spoken English/Language | Proficiency in spoken english",,"madip-ge-030101d-census2016-census2016person-2016","census_2016_person","madip-ge-030101d-census2016-census2016person-2016--census_2016_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","ENGP",2,2,2,"character","Proficiency in Spoken English",,"madip-ge-030101d-census2016-census2016person-2016","census_2016_person","madip-ge-030101d-census2016-census2016person-2016--census_2016_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","FBLF",3,3,3,"character","Family Blending | Family blending",,"madip-ge-030102d-census2016-census2016family-2016","census_2016_family","madip-ge-030102d-census2016-census2016family-2016--census_2016_family",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","FIDF",3,3,3,"character","Family Income Derivation Indicator | Family income derivation indicator",,"madip-ge-030102d-census2016-census2016family-2016","census_2016_family","madip-ge-030102d-census2016-census2016family-2016--census_2016_family",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","indicator_or_flag","Use the official indicator domain. Derive the value from the linked event or person state."
"PLIDA","CENSUS","FINASF",3,3,3,"character","Total Family Income as Stated (weekly) | Total family income as stated (weekly)",,"madip-ge-030102d-census2016-census2016family-2016","census_2016_family","madip-ge-030102d-census2016-census2016family-2016--census_2016_family",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","FINF",3,3,3,"character","Total Family Income (weekly) | Total family income (weekly)",,"madip-ge-030102d-census2016-census2016family-2016","census_2016_family","madip-ge-030102d-census2016-census2016family-2016--census_2016_family",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","FMCF",3,3,3,"character","Family Composition | Family composition",,"madip-ge-030102d-census2016-census2016family-2016","census_2016_family","madip-ge-030102d-census2016-census2016family-2016--census_2016_family",TRUE,1,"family","character","direct_plida_dataset_variable","FMCF","madipge-cen11-d-family-2011 | madip-ge-030102d-census2016-census2016family-2016 | madipge-cen21-d-family-2021","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",,TRUE,"census-variable-code-evidence.csv","official_abs_dictionary_large_classification_current_subset","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/household-and-families/family-composition-fmcf","Hierarchical family-composition classification. Top-level includes 1 couple family no children; 2 couple family with children; 3 one-parent family; 9 other family; @@@@ not applicable.","Official page exists, but current generator emits a subset or higher-level representation; full code table still needs frozen machine-readable source for validation.","Freeze or generate the full official code table and validate every emitted code against it.","exact_partial_or_local_variable_evidence","resolve_evidence_limit_then_route_existing_generator_field","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","FMGF",2,2,2,"character","Grandparent Families | Grandparent families",,"madip-ge-030102d-census2016-census2016family-2016","census_2016_family","madip-ge-030102d-census2016-census2016family-2016--census_2016_family",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","FNOF",3,3,3,"character","Family Number | Family number",,"madip-ge-030102d-census2016-census2016family-2016","census_2016_family","madip-ge-030102d-census2016-census2016family-2016--census_2016_family",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","FPIP",1,1,1,"character","Parent indicator",,"madipge-cen21-d-person-2021","census_2021_person","madipge-cen21-d-person-2021--census_2021_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","indicator_or_flag","Use the official indicator domain. Derive the value from the linked event or person state."
"PLIDA","CENSUS","FRLF",3,3,3,"character","Relationship Between Families | Relationship between families",,"madip-ge-030102d-census2016-census2016family-2016","census_2016_family","madip-ge-030102d-census2016-census2016family-2016--census_2016_family",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","FTPP",1,1,1,"character","Form type (person)",,"madip-ge-030101d-census2016-census2016person-2016","census_2016_person","madip-ge-030101d-census2016-census2016person-2016--census_2016_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","categorical_codeframe","Use the official vintage-specific codeframe. Preserve structural and item non-response as missing."
"PLIDA","CENSUS","GCCSAD",1,1,1,"character","Greater capital city statistical areas (en)",,"madipge-cen21-d-dwelling-2021","census_2021_dwelling","madipge-cen21-d-dwelling-2021--census_2021_dwelling",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","GCCSAP",1,1,1,"character","Greater capital city statistical areas (ur)",,"madipge-cen21-d-person-2021","census_2021_person","madipge-cen21-d-person-2021--census_2021_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","GNGP",3,3,3,"character","Public/Private Sector | Public/private sector",,"madip-ge-030101d-census2016-census2016person-2016","census_2016_person","madip-ge-030101d-census2016-census2016person-2016--census_2016_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","HCFMD",3,3,3,"character","Family Household Composition (Dwelling) | Family household composition (dwelling)",,"madip-ge-030103d-census2016-census2016dwelling-2016","census_2016_dwelling","madip-ge-030103d-census2016-census2016dwelling-2016--census_2016_dwelling",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","HCFMF",3,3,3,"character","Family Household Composition (Family) | Family household composition (family)",,"madip-ge-030102d-census2016-census2016family-2016","census_2016_family","madip-ge-030102d-census2016-census2016family-2016--census_2016_family",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","HEAP",3,3,3,"character","Level of Highest Educational Attainment | Level of highest educational attainment",,"madip-ge-030101d-census2016-census2016person-2016","census_2016_person","madip-ge-030101d-census2016-census2016person-2016--census_2016_person",TRUE,1,"person","character","direct_plida_dataset_variable","HEAP","madipge-cen11-d-person-2011 | madip-ge-030101d-census2016-census2016person-2016 | madipge-cen21-d-person-2021","Direct match on generated dataset + variable name in inst/plida_metadata/variables.csv.",,TRUE,"census-variable-code-evidence.csv","official_abs_dictionary_large_classification_current_subset","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/education-and-training/level-highest-educational-attainment-heap","Hierarchical education-attainment classification. Current generator mainly uses top-level or compact child codes; full official hierarchy remains larger.","Official page exists, but current generator emits a subset or higher-level representation; full code table still needs frozen machine-readable source for validation.","Freeze or generate the full official code table and validate every emitted code against it.","exact_partial_or_local_variable_evidence","resolve_evidence_limit_then_route_existing_generator_field","categorical_codeframe","Use the official vintage-specific codeframe. Preserve structural and item non-response as missing."
"PLIDA","CENSUS","HHCD",3,3,3,"character","Household Composition | Household composition",,"madip-ge-030103d-census2016-census2016dwelling-2016","census_2016_dwelling","madip-ge-030103d-census2016-census2016dwelling-2016--census_2016_dwelling",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","HIDD",3,3,3,"character","Household Income Derivation Indicator | Household income derivation indicator",,"madip-ge-030103d-census2016-census2016dwelling-2016","census_2016_dwelling","madip-ge-030103d-census2016-census2016dwelling-2016--census_2016_dwelling",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","indicator_or_flag","Use the official indicator domain. Derive the value from the linked event or person state."
"PLIDA","CENSUS","HIED",3,3,3,"character","Equivalised Total Household Income (weekly) | Equivalised total household income (weekly)",,"madip-ge-030103d-census2016-census2016dwelling-2016","census_2016_dwelling","madip-ge-030103d-census2016-census2016dwelling-2016--census_2016_dwelling",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","HINASD",3,3,3,"character","Total Household Income as Stated (weekly) | Total household income as stated (weekly)",,"madip-ge-030103d-census2016-census2016dwelling-2016","census_2016_dwelling","madip-ge-030103d-census2016-census2016dwelling-2016--census_2016_dwelling",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","HIND",3,3,3,"character","Total Household Income (weekly) | Total household income (weekly)",,"madip-ge-030103d-census2016-census2016dwelling-2016","census_2016_dwelling","madip-ge-030103d-census2016-census2016dwelling-2016--census_2016_dwelling",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","dataset_specific_value","Define a dataset-specific rule from the official variable definition. Link the rule to related generated fields."
"PLIDA","CENSUS","HLTHP",1,1,1,"character","Whether has one or more long-term health condition(s)",,"madipge-cen21-d-person-2021","census_2021_person","madipge-cen21-d-person-2021--census_2021_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","indicator_or_flag","Use the official indicator domain. Derive the value from the linked event or person state."
"PLIDA","CENSUS","HOLHP",1,1,1,"character","Whether has other long-term health condition(s)",,"madipge-cen21-d-person-2021","census_2021_person","madipge-cen21-d-person-2021--census_2021_person",FALSE,0,,,,,,,,FALSE,,"no_exact_variable_evidence",,,,,"no_exact_variable_evidence","source_required_before_implementation","indicator_or_flag","Use the official indicator domain. Derive the value from the linked event or person state."
