"dataset","variable","status","value_domain","values","n_values","values_are_sample","full_list_size","value_source","value_source_url","variable_description","description_source","description_source_url","value_definition","limitation","description_provenance","value_provenance","confidence","rationale","evidence_quote","supersedes_rationale","research_file","enumerated"
"DEATHS","URES5_SA2","guessed","asgs_sa2_short_code_2011","[]",0,FALSE,,"ABS Australian Statistical Geography Standard Edition 3, Statistical Area Level 2","https://www.abs.gov.au/statistics/standards/australian-statistical-geography-standard-asgs-edition-3/jul2021-jun2026/main-structure-and-greater-capital-city-statistical-areas/statistical-area-level-2",,,,,,,,"medium","The description ""Usual residence - 5 digit code (ASGS) from 2011"" points to the short five-digit SA2 code the ABS used to publish alongside the nine-digit code, not to the nine-digit code the package currently infers; the ABS confirms the short code existed but no longer publishes it, so I could not read a real code list and give no values.","The ABS previously provided a short, 5-digit code for SA2s","The earlier determination treated this as an ordinary SA2 code; the field is five digits wide, so nine-digit SA2 codes are the wrong shape for it. A five-digit ASGS code is also the SA3 code width, so do not reuse the SA3 list here.","findings2-core-deaths.json",TRUE
"DEATHS","URES9_SA2","sourced","asgs_sa2","[]",0,TRUE,2473,"ABS Australian Statistical Geography Standard 2021 Statistical Area Level 2","https://www.abs.gov.au/statistics/standards/australian-statistical-geography-standard-asgs-edition-3/jul2021-jun2026/main-structure-and-greater-capital-city-statistical-areas/statistical-area-level-2",,,,,,,,"high","The description ""Usual residence - 9 digit code (ASGS)"" matches the ASGS SA2 nine-digit fully hierarchical code exactly; ASGS 2011 or 2016 SA2 depending on reference year.","An SA2 is identifiable by a 9-digit fully hierarchical code","The earlier determination inferred SA2 from the name; the ABS page confirms the nine-digit form named in the description.","findings2-core-deaths.json",FALSE
"DEATHS","URES9_SA2_2021","sourced","asgs_sa2","[]",0,TRUE,2473,"ABS Australian Statistical Geography Standard 2021 Statistical Area Level 2","https://www.abs.gov.au/statistics/standards/australian-statistical-geography-standard-asgs-edition-3/jul2021-jun2026/main-structure-and-greater-capital-city-statistical-areas/statistical-area-level-2",,,,,,,,"high","The description ""Usual residence - 9 digit code (ASGS)"" matches the ASGS SA2 nine-digit fully hierarchical code exactly; ASGS 2021 (Edition 3) SA2.","An SA2 is identifiable by a 9-digit fully hierarchical code","The earlier determination inferred SA2 from the name; the ABS page confirms the nine-digit form named in the description.","findings2-core-deaths.json",FALSE
"DEX","ADDRESSSTATUSCODE","guessed","outlet address validation status (inferred)","[]",0,TRUE,,,,,,,,,,,"low","Sibling columns in special_outlet are described as 'tagged by DSS IQ Office (Address Validation and Geocoder service)', so the status of an outlet address is most plausibly the outcome of that validation step, taking a handful of short codes. No DEX Protocol, bulk upload spec or web services spec publishes the list, and a second reading (record status: current versus superseded) cannot be ruled out, so this is a coarse shape only and the specific labels are illustrative rather than sourced.",,"The earlier determination was correct that no public codeframe exists; a coarse three-state status shape is now an allowed outcome, but treat it as low confidence.","findings-vet-dex.json",FALSE
"DEX","ARID_HASH_TRUNC","sourced","ABS Address Register identifier (hashed and truncated)","[]",0,FALSE,,"ABS Address Register Information Guide","https://www.abs.gov.au/statistics/research/abs-address-register-information-guide","The service outlet's address, not a client's. The row describes where a DSS-funded service is delivered from, and OUTLETID, ORGANISATIONID, OUTLETLOCALITY, OUTLETPOSTCODE and OUTLETSTATE describe the same outlet, so the identifier is what distinguishes two outlets at one postcode and what matches an outlet to itself across the boundary vintages the table carries. ADDRESSSTATUSCODE says whether the address is current.","ABS Address Register Information Guide","https://www.abs.gov.au/statistics/research/abs-address-register-information-guide","A hash of the address register identifier, truncated. The ABS Address Register is the ABS's list of every known physical address in Australia, built from Geoscape's Geocoded National Address File and extended with each address's use and its dwelling structure. Hashing replaces the identifier with a code carrying none of the address, so the value has no internal structure and cannot be decoded. There is no finite list to publish.","The identifier stands for an address, not for a service or an organisation, so several outlets sharing a building share the value and one outlet that moves takes a new one. It records where the service is based, not where a client received it, which for outreach and home-based services are different places. Truncating the hash also admits rare collisions.",,,"high","The PLIDA DIL sources the field from the Data Exchange geocoded outlet address, and it sits on the outlet table with the outlet's identifier, locality, postcode, state and boundary codes rather than with any client attribute.","an up-to-date, comprehensive list of all known physical addresses within Australia","The entry showed the raw source field name 'Dex1524outlet_geocoded_addr_a1' as its description and repeated the generic no-value-list sentence twice.","findings3-arid.json",TRUE
"DEX","ASSESSEDBYCODE","guessed","Short uppercase mnemonic for one of the eight published DEX 'Assessed by' categories (inferred; only SDJOINT is public)","[]",0,FALSE,8,"DSS Data Exchange Protocols, version 13 (1 March 2026), section 8.1 and section 12 list of data values","https://dex.dss.gov.au/sites/default/files/documents/2026-02/3016-dex-protocols-update-march.pdf",,,,,,,,"low","The DEX Protocols publish the eight 'Assessed by' categories, and the package already sources those labels for the label twin ASSESSEDBY in the same table. This column holds the CODE, not the label: the bulk upload specification shows <AssessedByCode>SDJOINT</AssessedByCode>, so the codes are short mnemonics. Only SDJOINT is public; the rest sit in the login-gated reference-data XML. Putting the eight label strings here would write label text into a code column.",,,"findings-vet-dex.json",FALSE
"DEX","CLIENTADDSOURCEVALIDCOD","guessed","client address quality grade (inferred)","[]",0,TRUE,,,,,,,,,,,"low","The name parses as client address source validity code and the description calls it an address quality code, so it grades how well the supplied client address resolved through the DSS IQ Office Address Validation and Geocoder service that the sibling geography columns name. DSS publishes no code list for it in the Protocols, bulk upload spec or web services spec, so only the coarse ordered shape (a small number of match-quality grades) is defensible; the labels given are illustrative.",,"The earlier determination was correct that no public codeframe exists; a coarse quality-grade shape is now allowed, at low confidence.","findings-vet-dex.json",FALSE
"DEX","NAME","guessed","DEX program, program activity or service type name (open text)","[]",0,TRUE,,"DSS Data Exchange Protocols, version 13 (1 March 2026)","https://dex.dss.gov.au/sites/default/files/documents/2026-02/3016-dex-protocols-update-march.pdf",,,,,,,,"medium","NAME is a free-text label, not a code: it occurs in three DEX reference tables (special_program, special_activity, special_service_type) and carries the name of the program, the program activity or the service type respectively. The sample values are real DEX names read off the fetched Protocols (the first five are DEX program names, the last is a service type named in section 6.2.2 guidance). The complete lists live in the DEX program specific guidance and service type matrix on dex.dss.gov.au, which returns 403 to automated requests, so the domain is an open text name domain rather than an enumerated codeframe.",,"The earlier determination treated it as an unpublished codeframe. It is a name field, so an open text domain seeded with published DEX names is more faithful than typed missing.","findings-vet-dex.json",FALSE
"DEX","PRIORITYGRP","guessed","dss_try_test_and_learn_priority_group","[""young parents"",""younger carers"",""students at risk of moving to long-term unemployment or unemployed former students"",""older unemployed people"",""at-risk young people""]",5,FALSE,5,"DSS, Try, Test and Learn (department program page, last modified 30 May 2025)","https://www.dss.gov.au/try-test-and-learn",,,,,,,,"low","DSS names the Try, Test and Learn Fund priority groups on its own program page: three for tranche one (young parents; younger carers; students at risk of moving to long-term unemployment or unemployed former students) and two for tranche two (older unemployed people; at-risk young people). Confidence is medium because the same page records that applications were also accepted for other vulnerable groups at risk of long-term welfare dependence, so a residual 'other' category may exist in DEX, and DSS does not publish DEX's internal coding of these groups. Adversarial verification could not confirm this mapping against the cited source, so the domain is recorded as inferred rather than published.",,"The earlier reviewer called this a local list with no public codeframe. The fund is a published DSS program and DSS names its priority groups directly.","findings-vet-dex.json",TRUE
"DEX","SOURCESYSTEMCODE","guessed","dex_source_system (inferred)","[]",0,TRUE,,,,,,,,,,,"low","The PLIDA description supplies two real values (FOFMS, EXTNL) and the field is a short uppercase mnemonic identifying the DSS system that supplied the activity record. I searched the DEX Protocols v13, the Bulk File Upload Technical Specification (Nov 2025) and the Web Services Technical Specification v1.11 and none of them contains a source-system code list; it is an internal DSS warehouse field, so the two documented values are the whole defensible domain.",,"The earlier reviewer noted the two examples are not a complete codeframe, which is true, but two real published values are enough for a coarse inferred domain.","findings-vet-dex.json",FALSE
"DEX","THEDAYOFWEEK","guessed","day of week index, 1-7 (inferred)","[""1"",""2"",""3"",""4"",""5"",""6"",""7""]",7,FALSE,7,,,,,,,,,,"medium","The field sits in the DEX calendar dimension table special_ref_calendar alongside THEDAY, THEDAYNAME, THEDAYOFYEAR, THEWEEK, THEISOWEEK, THEMONTH and THEMONTHNAME; with a separate THEDAYNAME holding the weekday label, THEDAYOFWEEK is the numeric weekday index taking 1 to 7. The numbering convention (Sunday-first as in SQL Server DATEPART, versus Monday-first as in ISO 8601) is not published, so only the range is claimed.",,"The earlier determination treated the vague description ('Calendar related data fields') as fatal, but the variable name and its sibling columns fix the domain to a 1-7 weekday index.","findings-vet-dex.json",TRUE
"DOMINO","ACTV_PRTCPN_CODE","sourced","domino_activity_participant_code","[""Y: Yes"",""N: No"",""NR: Not required"",""(blank): Missing (supplementary)""]",4,FALSE,4,"DSS Aristotle Metadata Registry, data element ""Recipient: Activity participant, Code"" (item 54207), bound to the DOMINO (External PLIDA Version) distribution column","https://dss.aristotlecloud.io/item/54207",,,,,,,,"high","The PLIDA MCD_DTLS_EXT distribution binds mcd_dtls.actv_prtcpn_code to this DSS data element, which publishes a Yes/No/Not required domain.","Y Yes | N No | NR Not required","The earlier pass did not find the DSS Aristotle data element page, which does publish the codeframe.","findings-domino.json",TRUE
"DOMINO","ADDR_PRTY","sourced","domino_address_priority_code","[""1: Temporary"",""2: Term"",""3: Home"",""5: Postal/Other""]",4,FALSE,4,"DSS Aristotle Metadata Registry, data element ""Address: Address priority, Code"" (item 54356), bound to the DOMINO (External PLIDA Version) distribution column","https://dss.aristotlecloud.io/item/54356",,,,,,,,"high","LOC_DERIVED, LOC_DTLS_EXT and LOC_POS_TEMP_TERM_DTLS_EXT all bind addr_prty to this DSS data element, which publishes a four-value priority scale.","1 Temporary | 2 Term | 3 Home","A public DOMINO code table does exist: the DSS Aristotle registry publishes the 1/2/3/5 priority scale.","findings-domino.json",TRUE
"DOMINO","ADDR_TYPE_CODE","sourced","domino_address_type_code","[""BUS: Business Address"",""FPO: FAO Postal Address"",""HOM: Home Address"",""NAD: Nominee Address"",""PHY: Physical Address"",""POS: Postal Address"",""TEM: Temporary Address"",""TER: Term Address""]",8,FALSE,8,"DSS Aristotle Metadata Registry, data element ""Address: Address type, Code"" (item 369), bound to the DOMINO (External PLIDA Version) distribution column","https://dss.aristotlecloud.io/item/369",,,,,,,,"high","LOC_DTLS_EXT and LOC_POS_TEMP_TERM_DTLS_EXT bind addr_type_code to the DSS Address type code element with eight published codes.","BUS Business Address | FPO FAO Postal Address | HOM Home Address","The DSS Aristotle registry publishes the address type code table the earlier pass could not find.","findings-domino.json",TRUE
"DOMINO","ADR_TYP","sourced","domino_address_type_code","[]",0,FALSE,8,"DSS Aristotle Metadata Registry, data element ""Address: Address type, Code"" (item 369), bound to the DOMINO (External PLIDA Version) distribution column","https://dss.aristotlecloud.io/item/369",,,,,,,,"high","The LOC_DERIVED (PLIDA) distribution binds loc_derived.adr_typ to the same DSS Address type code element.","BUS Business Address | FPO FAO Postal Address | HOM Home Address","The DSS Aristotle registry publishes the address type code table the earlier pass could not find.","findings-domino.json",FALSE
"DOMINO","AGE_GROUP","sourced","domino_snap_age_group","[""Under 16: under 16"",""21 to 24: 21 to 24"",""25 to 34: 25 to 34"",""35 to 44: 35 to 44"",""45 to 54: 45 to 54"",""55 to 64: 55 to 64"",""65 and over: 65 and over"",""Unknown: Unknown (supplementary)""]",8,FALSE,8,"DSS Aristotle Metadata Registry, data element ""Person: Age group"" (item 109634), bound to the DOMINO (External PLIDA Version) distribution column; the published band list runs Under 16 then 21 to 24 upward, with no 16-20 band shown on the page","https://dss.aristotlecloud.io/item/109634",,,,,,,,"high","SNAP_DOMINO_BETA_EXT binds age_group to the DSS ""Person: Age group"" element, whose Snap age group value domain lists the released bands verbatim.","Under 16 under 16 | 21 to 24 21 to 24 |","The released bin definition is published, in the Snap age group value domain.","findings-domino.json",TRUE
"DOMINO","ARID_HASH_TRUNC","sourced","ABS Address Register identifier (hashed and truncated)","[]",0,FALSE,,"ABS Address Register Information Guide","https://www.abs.gov.au/statistics/research/abs-address-register-information-guide","The address derived for an income support recipient, for one period bounded by START_DATE and END_DATE. Centrelink holds several addresses for a customer at once, so ADDR_PRTY ranks them and ADR_TYP separates a residence from a postal address; the identifier is the derived winner rather than a raw field. CMTY_CODE marks a discrete community address and CNTRY_CDE carries the country where the address is overseas.","ABS Address Register Information Guide","https://www.abs.gov.au/statistics/research/abs-address-register-information-guide","A hash of the address register identifier, truncated. The ABS Address Register is the ABS's list of every known physical address in Australia, built from Geoscape's Geocoded National Address File and extended with each address's use and its dwelling structure. Hashing replaces the identifier with a code carrying none of the address, so the value has no internal structure and cannot be decoded. There is no finite list to publish.","The identifier stands for an address, not for a person or a household, so a shared value shows co-residence rather than a relationship. Income support obliges recipients to keep an address current, which makes this source more responsive to a move than most, but a nominee or care arrangement can put a recipient's address somewhere they do not live. Truncating the hash also admits rare collisions, so a shared value is strong evidence of a shared address rather than proof of one.",,,"high","The PLIDA DIL gives the field as a hashed, truncated ARID on the DOMINO derived location table, which carries an address priority, an address type and start and end dates. ABS publishes what the Address Register identifier is.","an up-to-date, comprehensive list of all known physical addresses within Australia","The entry carried 'not specified' as its domain and the same generic sentence as both its value definition and its limitation.","findings3-arid.json",TRUE
"DOMINO","BEN_STATUS","sourced","domino_benefit_status_code","[""CUR: Current"",""SUS: Suspended""]",2,FALSE,2,"DSS Aristotle Metadata Registry, data element ""Payment: Benefit status, Code"" (item 1502), bound to the DOMINO (External PLIDA Version) distribution column","https://dss.aristotlecloud.io/item/1502",,,,,,,,"high","DET_BEN_EXT (PLIDA) binds det_ben.ben_status to ""Payment: Benefit status, Code"", whose value domain is CUR and SUS.","CUR Current | SUS Suspended","A public DOMINO field codeframe does exist and adds SUS to the generator's CUR-only domain.","findings-domino.json",TRUE
"DOMINO","BEN_TYPE","sourced","domino_benefit_type_code","[""ABA: Abstudy - Schooling Applicant"",""ABS: ABSTUDY - Secondary/Tertiary - CEPS"",""ABY: Abstudy"",""AEP: Admin ETR Payment"",""AGE: Age Pension"",""AIC: Assistance for Isolated Children"",""ASP: Approved Service provider"",""AUS: Austudy"",""BBY: Baby Bonus"",""BRV: Bereavement Payment CDA"",""BSW: Business Services Wage Assessment Tool"",""BVA: Bereavement Allowance"",""CAR: Carer Payment"",""CCF: Child Care Benefit (Formal)"",""CCI: Child Care Benefit (Informal)"",""CDA: Carer Allowance"",""CEA: Clean Energy Advance"",""CLS: Low Income Supplement"",""DAP: Dad and Partner Pay"",""DOP: Double Orphan Pension"",""DRP: Drought Relief Payment"",""DSP: Disability Support Pension"",""DWS: Disability Wage Supplement"",""ECP: Exceptional Circumstance Payment"",""EIC: Assistance for Isolated Children"",""EMG: Emergency Payment"",""EPA: Pensioner Education Supp. - Abstudy"",""EPF: Pensioner Education Supp. - FaCS"",""ERA: Emergency Recovery Assistance"",""ERP: Emergency Recovery Payment"",""FFR: Farm Family Restart"",""FHA: Farm Household Allowance"",""FHS: Farm Household Support"",""FPA: Family Allowance"",""FSP: Future Flexible Support Payment [or Australian Emergency Pandemic Income Support]"",""FTB: Family Tax Benefit"",""FTP: Family Tax Payment"",""GSR: Savings Bonus GSR Assistance Scheme"",""INM: Income Management"",""JSA: Job Search Allowance"",""JSP: Jobseeker Payment"",""LIC: Low Income Card"",""MAA: Mature Age Allowance"",""MAT: Maternity Allowance"",""MEP: Medical Equipment Payment"",""MIA: Maternity Immunisation Allowance"",""MOB: Mobility Allowance"",""MPA: Mature Age Partner Allowance"",""MPY: Maternity Payment"",""NMA: Newstart Mature Age Allowance"",""NSA: Newstart Allowance"",""NSS: Newstart"",""OVR: Advance over recovered"",""PBB: Pension Bereavement Bonus Payment"",""PDB: Pensions Deferred Bonus"",""PEN: Pensions"",""PES: Pensioner Education Supplement"",""PGA: Parenting Allowance"",""PPL: Parental Leave Pay"",""PPP: Parenting Payment Partnered"",""PPS: Parenting Payment Single"",""PTA: Partner Allowance"",""RHB: Rehabilitation Allowance"",""RRG: Farm Help - Re Establishment Grant"",""SBP: Stillborn Baby Payment"",""SHC: Senior Health Card"",""SKA: Sickness Allowance"",""SPL: Special Benefit"",""SPP: Sole Parent Pension"",""SVG: Savings Bonus GST Assistance Scheme"",""SVK: Savings Bonus for existing CIS customers"",""SVT: Savings Bonus via ATO"",""SVV: Savings Bonus via DVA"",""SVW: Savings Bonus paid by CLK"",""TLA: Transition to Independent Living Allowance"",""WDA: Widow Allowance"",""WFA: Wife Pension (Age Pension)"",""WFD: Wife Pension (Disability Support Pension)"",""WFR: Wife Pension (Rehabilitation Allowance)"",""WFW: Wife Pension (Disability Wage Supplement)"",""WID: Widow B Pension"",""UNK: Unknown"",""YAL: Youth Allowance"",""YTA: Youth Training Allowance"",""JMP: Settlement-\n\nJudgement Interest Payment"",""FTBA: Family Tax Benefit Part A (supplementary)"",""FTBB: Family Tax Benefit Part B (supplementary)"",""RAF: Rent Assistance Family (supplementary)"",""RAG: Rent Assistance Parenting (supplementary)"",""RAN: Rent Assistance Newstart (supplementary)"",""RAP: Rent Assistance Pension (supplementary)"",""RAS: Rent Assistance Abstudy (supplementary)"",""YLA: Youth Allowance (Apprentice) (supplementary)"",""YLO: Youth Allowance (Other) (supplementary)"",""YLS: Youth Allowance (Student) (supplementary)""]",95,FALSE,95,"DSS Aristotle Metadata Registry, data element ""Payment: Benefit type, Code"" (item 179), bound to the DOMINO (External PLIDA Version) distribution column; Module-specific subsets are published as separate elements for the payment-history tables: PYH_COMBINED_DIS item 84547, _FAM 84557, _STD 84559, _CEA 84545, _CLS 84563, _ECP 84566, _EMG 88914, _ERA 88912, _ERP 88910, _GSR 88902, _INM 84569","https://dss.aristotlecloud.io/item/179",,,,,,,,"high","EEN_*_ENTLMNTS_EXT, INC_UNE_CONT_EXT and INC_UNE_VAR_EXT bind ben_type to ""Payment: Benefit type, Code""; the pyh_combined_* tables bind it to module-specific subsets of the same mnemonics.","ABA Abstudy - Schooling Applicant | ABS ABSTUDY - Secondary/Tertiary - CEPS","The payment mnemonics are published with their PLIDA column bindings in the DSS Aristotle registry, so field equivalence is verified.","findings-domino.json",TRUE
"DOMINO","BEN_TYPE_CODE","sourced","domino_benefit_type_code","[""ABA: Abstudy - Schooling Applicant"",""ABS: ABSTUDY - Secondary/Tertiary - CEPS"",""ABY: Abstudy"",""AEP: Admin ETR Payment"",""AGE: Age Pension"",""AIC: Assistance for Isolated Children"",""ASP: Approved Service provider"",""AUS: Austudy"",""BBY: Baby Bonus"",""BRV: Bereavement Payment CDA"",""BSW: Business Services Wage Assessment Tool"",""BVA: Bereavement Allowance"",""CAR: Carer Payment"",""CCF: Child Care Benefit (Formal)"",""CCI: Child Care Benefit (Informal)"",""CDA: Carer Allowance"",""CEA: Clean Energy Advance"",""CLS: Low Income Supplement"",""DAP: Dad and Partner Pay"",""DOP: Double Orphan Pension"",""DRP: Drought Relief Payment"",""DSP: Disability Support Pension"",""DWS: Disability Wage Supplement"",""ECP: Exceptional Circumstance Payment"",""EIC: Assistance for Isolated Children"",""EMG: Emergency Payment"",""EPA: Pensioner Education Supp. - Abstudy"",""EPF: Pensioner Education Supp. - FaCS"",""ERA: Emergency Recovery Assistance"",""ERP: Emergency Recovery Payment"",""FFR: Farm Family Restart"",""FHA: Farm Household Allowance"",""FHS: Farm Household Support"",""FPA: Family Allowance"",""FSP: Future Flexible Support Payment [or Australian Emergency Pandemic Income Support]"",""FTB: Family Tax Benefit"",""FTP: Family Tax Payment"",""GSR: Savings Bonus GSR Assistance Scheme"",""INM: Income Management"",""JSA: Job Search Allowance"",""JSP: Jobseeker Payment"",""LIC: Low Income Card"",""MAA: Mature Age Allowance"",""MAT: Maternity Allowance"",""MEP: Medical Equipment Payment"",""MIA: Maternity Immunisation Allowance"",""MOB: Mobility Allowance"",""MPA: Mature Age Partner Allowance"",""MPY: Maternity Payment"",""NMA: Newstart Mature Age Allowance"",""NSA: Newstart Allowance"",""NSS: Newstart"",""OVR: Advance over recovered"",""PBB: Pension Bereavement Bonus Payment"",""PDB: Pensions Deferred Bonus"",""PEN: Pensions"",""PES: Pensioner Education Supplement"",""PGA: Parenting Allowance"",""PPL: Parental Leave Pay"",""PPP: Parenting Payment Partnered"",""PPS: Parenting Payment Single"",""PTA: Partner Allowance"",""RHB: Rehabilitation Allowance"",""RRG: Farm Help - Re Establishment Grant"",""SBP: Stillborn Baby Payment"",""SHC: Senior Health Card"",""SKA: Sickness Allowance"",""SPL: Special Benefit"",""SPP: Sole Parent Pension"",""SVG: Savings Bonus GST Assistance Scheme"",""SVK: Savings Bonus for existing CIS customers"",""SVT: Savings Bonus via ATO"",""SVV: Savings Bonus via DVA"",""SVW: Savings Bonus paid by CLK"",""TLA: Transition to Independent Living Allowance"",""WDA: Widow Allowance"",""WFA: Wife Pension (Age Pension)"",""WFD: Wife Pension (Disability Support Pension)"",""WFR: Wife Pension (Rehabilitation Allowance)"",""WFW: Wife Pension (Disability Wage Supplement)"",""WID: Widow B Pension"",""UNK: Unknown"",""YAL: Youth Allowance"",""YTA: Youth Training Allowance"",""JMP: Settlement-\n\nJudgement Interest Payment"",""FTBA: Family Tax Benefit Part A (supplementary)"",""FTBB: Family Tax Benefit Part B (supplementary)"",""RAF: Rent Assistance Family (supplementary)"",""RAG: Rent Assistance Parenting (supplementary)"",""RAN: Rent Assistance Newstart (supplementary)"",""RAP: Rent Assistance Pension (supplementary)"",""RAS: Rent Assistance Abstudy (supplementary)"",""YLA: Youth Allowance (Apprentice) (supplementary)"",""YLO: Youth Allowance (Other) (supplementary)"",""YLS: Youth Allowance (Student) (supplementary)""]",95,FALSE,95,"DSS Aristotle Metadata Registry, data element ""Payment: Benefit type, Code"" (item 179), bound to the DOMINO (External PLIDA Version) distribution column","https://dss.aristotlecloud.io/item/179",,,,,,,,"high","DET_BEN_EXT, INC_DFI_EXT and RLT_PRIN_CARER_BETA_EXT bind ben_type_code to ""Payment: Benefit type, Code"" with its 85 permissible and 10 supplementary mnemonics.","ABA Abstudy - Schooling Applicant | ABS ABSTUDY - Secondary/Tertiary - CEPS","The payment mnemonics are published with their PLIDA column bindings, so field equivalence is verified.","findings-domino.json",TRUE
"DOMINO","BUS_DLY_INC_REAL_ESTATE_CODE","sourced","domino_real_estate_income_valuation_source_code","[""AV0: Aust Valuation Office Online Valuation"",""AVA: Aust Valuation Office Auto Request(auto only)"",""AVB: AVO Benchmark Auto Update Yr2 (auto only)"",""AVD: AVO Desktop Review Year 4"",""AVK: AVO Kerbside Review Year 8"",""AVO: Aust Valuation Office Online Valuation"",""AVU: AVO Benchmark Auto Update Yr6 (auto only)"",""AVY: AVO Accelerated Review"",""CLI: Client Estimate"",""CNV: Conversion"",""DSF: Decision Support Facility"",""EST: Formal Estimate"",""EX5: Exempt family home as asset for 5 yrs"",""EXE: General 2 year exemption"",""IDX: Real Estate Indexation"",""MAN: One off AVO Valuation"",""NVE: No Valuation/estimate required"",""ONS: Full Onsite Valuation"",""OTH: Other"",""PRV: Professional Valuation"",""PUR: Recently Purchased"",""REV: Review of Valuation"",""VAL: Formal Valuation""]",23,FALSE,23,"DSS Aristotle Metadata Registry, data element ""Recipient: Real estate income valuation source, Code"" (item 507), bound to the DOMINO (External PLIDA Version) distribution column","https://dss.aristotlecloud.io/item/507",,,,,,,,"high","INC_BUS_EXT binds bus_dly_inc_real_estate_code to ""Recipient: Real estate income valuation source, Code"", a 23-value valuation-source codeframe.","AV0 Aust Valuation Office Online Valuation | AVA Aust Valuation Office Auto","The field is not an indicator or a rate: it records how the real estate income was valued, and DSS publishes the code list.","findings-domino.json",TRUE
"DOMINO","CARD_ANY","sourced","yes_no_flag","[]",0,FALSE,3,"DSS Aristotle Metadata Registry, data element ""Card: Any Concession Card"" (item 108774), bound to the DOMINO (External PLIDA Version) distribution column","https://dss.aristotlecloud.io/item/108774",,,,,,,,"high","SNAP_DOMINO_BETA_EXT binds card_any to a DSS Card element on the Yes/No/Missing value domain, so the field is a Y/N flag for the any concession card. Duplicate code entries were collapsed so each code appears once.","Y Yes | N No","The exact coding is published: a Y/N flag with N as the default supplementary value.","findings-domino.json",FALSE
"DOMINO","CARD_HEALTH_CARE_ECH","sourced","yes_no_flag","[]",0,FALSE,3,"DSS Aristotle Metadata Registry, data element ""Card: Card Health Care Ex-Care Allowance"" (item 108747), bound to the DOMINO (External PLIDA Version) distribution column","https://dss.aristotlecloud.io/item/108747",,,,,,,,"high","SNAP_DOMINO_BETA_EXT binds card_health_care_ech to a DSS Card element on the Yes/No/Missing value domain, so the field is a Y/N flag for the ex-Carer Allowance health care card. Duplicate code entries were collapsed so each code appears once.","Y Yes | N No","The exact coding is published: a Y/N flag with N as the default supplementary value.","findings-domino.json",FALSE
"DOMINO","CARD_HEALTH_CARE_FST","sourced","yes_no_flag","[]",0,FALSE,3,"DSS Aristotle Metadata Registry, data element ""Card: Card Health Care Foster"" (item 108744), bound to the DOMINO (External PLIDA Version) distribution column","https://dss.aristotlecloud.io/item/108744",,,,,,,,"high","SNAP_DOMINO_BETA_EXT binds card_health_care_fst to a DSS Card element on the Yes/No/Missing value domain, so the field is a Y/N flag for the foster child health care card. Duplicate code entries were collapsed so each code appears once.","Y Yes | N No","The exact coding is published: a Y/N flag with N as the default supplementary value.","findings-domino.json",FALSE
"DOMINO","CDEP_FREQ_CODE","sourced","domino_income_frequency_code","[""12W: Twelve weekly"",""1WE: Weekly"",""2MT: Bi-monthly"",""2WE: Fortnightly"",""3MT: Quarterly"",""4WE: Four weekly"",""6MT: Half yearly"",""8WE: Eight weekly"",""ANN: Annually"",""DLY: Daily"",""HMT: Twice monthly"",""IOP: Other"",""MTH: Monthly"",""ONE: One-off"",""QTR: Quarterly""]",15,FALSE,15,"DSS Aristotle Metadata Registry, data element ""Recipient: CDEP income frequency, Code"" (item 547), bound to the DOMINO (External PLIDA Version) distribution column","https://dss.aristotlecloud.io/item/547",,,,,,,,"high","INC_CDEP_EXT and INC_CDEP_OTHER_EXT bind cdep_freq_code to ""Recipient: CDEP income frequency, Code"", which shares the DSS income frequency value domain.","12W Twelve weekly | 1WE Weekly | 2MT Bi-monthly","FTN is not in the published domain; the fortnightly code is 2WE, and DSS publishes all 15 frequency codes.","findings-domino.json",TRUE
"DOMINO","CHNL","sourced","domino_channel_data_received_code","[""CNI: 1 July 2006 Conversion - impairment rate"",""CNV: 1 July 2006 Conversion - no impairment rate"",""CSO: Customer Service Officer"",""ESA: Employment Services Assessment"",""GCD: Government Contracted Doctors"",""JCA: Job Capacity Assessment"",""SAM: Specialist assessment referral - manual"",""SAR: Specialist assessment referral"",""WEB: Online channel""]",9,FALSE,9,"DSS Aristotle Metadata Registry, data element ""Recipient: Channel data received, Code"" (item 633), bound to the DOMINO (External PLIDA Version) distribution column","https://dss.aristotlecloud.io/item/633",,,,,,,,"high","MCD_DTLS_EXT binds chnl to ""Recipient: Channel data received, Code"", a nine-value assessment channel codeframe.","CNI 1 July 2006 Conversion - impairment rate | CNV 1 July","A public DOMINO code table does confirm these channel codes.","findings-domino.json",TRUE
"DOMINO","CMPNT_TYPE","sourced","domino_component_type_code","[]",0,TRUE,254,"DSS Aristotle Metadata Registry, data element ""Payment: Component type, Code - Payment History module"" (item 139844), bound to the DOMINO (External PLIDA Version) distribution column; the entitlement-module variant used by the EEN_*_ENTLMNTS_EXT tables is item 139843, with 374 permissible values","https://dss.aristotlecloud.io/item/139844",,,,,,,,"high","DSS publishes two component type codeframes: item 139843 for the entitlement tables (374 codes) and item 139844 for the payment history tables (254 codes); the sample shown is from the payment history list.","ACM Accommodation | ACSP Annual Carer Supplement Payment | ADD Additional Assistance","A public DOMINO code table does confirm the component codes, split by module.","findings-domino.json",FALSE
