"Table.Number","Sheet","Table.Name","Product.Name","Item","Variable.Name","Variable.Level","Valid.Response","Available.Periods"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Weekly ordinary time cash earnings","sawote_eeh","","Number ($)","2011-12;2013-14;2017-18;2020-21;2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Weekly overtime cash earnings","wovte_eeh","","Number ($)","2011-12;2013-14;2017-18;2020-21;2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Weekly amounts salary sacrificed","wass_eeh","","Number ($)","2011-12;2013-14;2017-18;2020-21;2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Hourly total cash earnings","sahte_eeh","","Number ($)","2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Hourly ordinary time cash earnings","sahote_eeh","","Number ($)","2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Hourly overtime cash earnings","hovte_eeh","","Number ($)","2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Weekly total hours paid for","totwhpf_eeh","","Number","2011-12;2013-14;2017-18;2020-21;2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Weekly ordinary time hours paid for","ordwhpf_eeh","","Number","2011-12;2013-14;2017-18;2020-21;2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Weekly overtime hours paid for","ovtwhpf_eeh","","Number","2011-12;2013-14;2017-18;2020-21;2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Age Category","agecat_eeh","","1 = Under 18 years","2011-12"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Age","age_eeh","","Number (14-99)","2013-14;2017-18;2020-21;2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Casual loading payment indicator","casload_eeh","","0 = Not applicable (Owner manager of incorporated enterprise)","2011-12;2013-14;2017-18;2020-21;2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Full-time/Part-time status","ftpt_eeh","","1 = Full-time","2011-12;2013-14;2017-18;2020-21;2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Managerial status","manage_eeh","","1 = Managerial employee","2011-12;2013-14;2017-18;2020-21;2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Managerial hours-earnings link indicator","mannohrs_eeh","","1 = Managerial employee with earnings not linked to hours paid for","2013-14;2017-18;2020-21;2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Method of setting pay (detailed)","mosp_eeh","","1 = Award only","2011-12;2013-14;2017-18;2020-21;2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Occupation major groups (1 digit ANZSCO) The following versions of ANZSCO apply to the following years of EEH data: 2011-12 data: ANZSCO F.E. 2006 2013-14 and 2017-18 data: ANZSCO 2013 v1.2 2020-21 data: ANZSCO 2013 v1.3 2022-23 data: ANZSCO 2022","anzsco06_1_eeh","","1 - Digit See ANZSCO","2011-12"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","","anzsco13_1_eeh","","","2013-14;2017-18;2020-21"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","","anzsco22_1_eeh","","","2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Occupation sub-major groups (2 digit ANZSCO) The following versions of ANZSCO apply to the following years of EEH data: 2011-12 data: ANZSCO F.E. 2006 2013-14 and 2017-18 data: ANZSCO 2013 v1.2 2020-21 data: ANZSCO 2013 v1.3 2022-23 data: ANZSCO 2022","anzsco06_2_eeh","","2 - Digit See ANZSCO","2011-12"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","","anzsco13_2_eeh","","","2013-14;2017-18;2020-21"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","","anzsco22_2_eeh","","","2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Occupation minor groups (3 digit ANZSCO) The following versions of ANZSCO apply to the following years of EEH data: 2011-12 data: ANZSCO F.E. 2006 2013-14 and 2017-18 data: ANZSCO 2013 v1.2 2020-21 data: ANZSCO 2013 v1.3 2022-23 data: ANZSCO 2022","anzsco06_3_eeh","","3 - Digit See ANZSCO","2011-12"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","","anzsco13_3_eeh","","","2013-14;2017-18;2020-21"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","","anzsco22_3_eeh","","","2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Occupation unit group (4 digit ANZSCO) The following versions of ANZSCO apply to the following years of EEH data: 2011-12 data: ANZSCO F.E. 2006 2013-14 and 2017-18 data: ANZSCO 2013 v1.2 2020-21 data: ANZSCO 2013 v1.3 2022-23 data: ANZSCO 2022","anzsco06_4_eeh","","4 - Digit See ANZSCO","2011-12"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","","anzsco13_4_eeh","","","2013-14;2017-18;2020-21"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","","anzsco22_4_eeh","","","2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Pay frequency","payfreq_eeh","","1 = Weekly","2011-12;2013-14;2017-18;2020-21;2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Rate of pay","rop_eeh","","1 = Adult rate","2013-14;2017-18;2020-21;2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Rate of pay concordance pre-2014","aj2012_eeh","","1 = Adult rate of pay (pre 2014)","2011-12;2013-14;2017-18;2020-21;2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Sex","sex_eeh","","1 = Male","2011-12;2013-14;2017-18;2020-21;2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Type of employee","typeemp_eeh","","0 = Not applicable (Owner manager of incorporated enterprise)","2011-12;2013-14;2017-18;2020-21;2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","Total state employment for business","empstate_eeh","","Number","2011-12;2013-14;2017-18;2020-21;2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","All states of operations selection indicator","stateops_eeh","","1 = All states of operation selected","2011-12;2013-14;2017-18;2020-21;2022-23"
17,"17","Employee Earning and Hours (EEH)","blade-table-17-employee-earning-and-hours-eeh","State","state_eeh","","1 = New South Wales","2011-12;2013-14;2017-18;2020-21;2022-23"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Identifier - deidentified unit_id","id","","10 digit alphanumeric","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25;2025-26"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Older unit ID (deidentified version of ABS unit identifier used prior to introduction of GST)","previous_id_capex","","10 digit alphanumeric","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Integration version (internal ABS reference)","capex_version","","8 digit alphanumeric","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25;2025-26"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Time series ID (last 2 digits of end year in a financial year)","tsid","","2 digit numeric example: 2020/2021 = '21'","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25;2025-26"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Reference Period","quarter","","6 digit alphanumeric YYYY is a financial year, i.e. 2021, 2122 ""YYYYQ1"" = July to September ""YYYYQ2"" = October to December ""YYYYQ3"" = January to March ""YYYYQ4"" = April to June","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25;2025-26"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Reported ANZSIC 2006","ranzsic06_capex","","4 digit numeric","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25;2025-26"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Reported ANZSIC 1993","ranzsic93_capex","","4 digit numeric","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Impute flag","impute_capex","","15 digit alphanumeric ""Reported"" = Business provided all data values, however these values are in some instances changed by ABS staff in the case of significant errors or inclusion of expenditure not collected by CAPEX survey (e.g. computer software) ""Impute partial"" = Business did not provide all data values (e.g. Expected expenditure) and values were generated by ABS staff ""Impute full"" = Business did provide any data to the ABS and values were automatically generated by ABS estimation system (e.g. using previously reported data) ""Winsorised"" = Business which represent a number of business provided data significantly outside the range of historically reported values which are then automatically modified by the ABS system. Note both reported and imputed values may be winsorised.","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25;2025-26"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","New South Wales","caeqnsw_capex","","Number ($'000)","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25;2025-26"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Victoria","caeqvic_capex","","","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25;2025-26"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Queensland","caeqqld_capex","","","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25;2025-26"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","South Australia","caeqsa_capex","","","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25;2025-26"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Western Australia","caeqwa_capex","","","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25;2025-26"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Tasmania","caeqtas_capex","","","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25;2025-26"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Northern Territory","caeqnt_capex","","","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25;2025-26"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Australian Capital Territory","caeqact_capex","","","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25;2025-26"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Australia","caeqtot_capex","","","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25;2025-26"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","New South Wales","ce1eqnsw_capex","","Number ($'000)","1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Victoria","ce1eqvic_capex","","","1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Queensland","ce1eqqld_capex","","","1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","South Australia","ce1eqsa_capex","","","1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Western Australia","ce1eqwa_capex","","","1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Tasmania","ce1eqtas_capex","","","1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Northern Territory","ce1eqnt_capex","","","1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Australian Capital Territory","ce1eqact_capex","","","1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Australia","ce1eqtot_capex","","","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25;2025-26"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","New South Wales","ce2eqnsw_capex","","Number ($'000)","1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Victoria","ce2eqvic_capex","","","1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Queensland","ce2eqqld_capex","","","1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","South Australia","ce2eqsa_capex","","","1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Western Australia","ce2eqwa_capex","","","1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Tasmania","ce2eqtas_capex","","","1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Northern Territory","ce2eqnt_capex","","","1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Australian Capital Territory","ce2eqact_capex","","","1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Australia","ce2eqtot_capex","","","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25;2025-26"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","New South Wales","cablnsw_capex","","Number ($'000)","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25;2025-26"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Victoria","cablvic_capex","","","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25;2025-26"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Queensland","cablqld_capex","","","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25;2025-26"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","South Australia","cablsa_capex","","","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25;2025-26"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Western Australia","cablwa_capex","","","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25;2025-26"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Tasmania","cabltas_capex","","","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25;2025-26"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Northern Territory","cablnt_capex","","","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25;2025-26"
18,"18","Private New Capital Expenditure and Expected Expenditure (CAPEX)","blade-table-18-private-new-capital-expenditure-and-expected-expenditure-capex","Australian Capital Territory","cablact_capex","","","1996-97;1997-98;1998-99;1999-2000;2000-01;2001-02;2002-03;2003-04;2004-05;2005-06;2006-07;2007-08;2008-09;2009-10;2010-11;2011-12;2012-13;2013-14;2014-15;2015-16;2016-17;2017-18;2018-19;2019-20;2020-21;2021-22;2022-23;2023-24;2024-25;2025-26"
