"Domain","Variable.Name","Value","Source.Sheet"
"variable","c_uhccntcd","174","A3"
"variable","c_uhccntcd","175","A3"
"variable","c_uhccntcd","176","A3"
"variable","c_uhccntcd","177","A3"
"variable","c_uhccntcd","178","A3"
"variable","c_uhccntcd","179","A3"
"variable","c_uhccntcd","18","A3"
"variable","c_uhccntcd","180","A3"
"variable","c_uhccntcd","181","A3"
"variable","c_uhccntcd","182","A3"
"variable","c_uhccntcd","183","A3"
"variable","c_uhccntcd","184","A3"
"variable","c_uhccntcd","185","A3"
"variable","c_uhccntcd","186","A3"
"variable","c_uhccntcd","187","A3"
"variable","c_uhccntcd","188","A3"
"variable","c_uhccntcd","189","A3"
"variable","c_uhccntcd","19","A3"
"variable","c_uhccntcd","190","A3"
"variable","c_uhccntcd","191","A3"
"variable","c_uhccntcd","192","A3"
"variable","c_uhccntcd","193","A3"
"variable","c_uhccntcd","194","A3"
"variable","c_uhccntcd","195","A3"
"variable","c_uhccntcd","196","A3"
"variable","c_uhccntcd","197","A3"
"variable","c_uhccntcd","198","A3"
"variable","c_uhccntcd","199","A3"
"variable","c_uhccntcd","2","A3"
"variable","c_uhccntcd","20","A3"
"variable","c_uhccntcd","200","A3"
"variable","c_uhccntcd","201","A3"
"variable","c_uhccntcd","202","A3"
"variable","c_uhccntcd","203","A3"
"variable","c_uhccntcd","204","A3"
"variable","c_uhccntcd","205","A3"
"variable","c_uhccntcd","206","A3"
"variable","c_uhccntcd","207","A3"
"variable","c_uhccntcd","208","A3"
"variable","c_uhccntcd","209","A3"
"variable","c_uhccntcd","21","A3"
"variable","c_uhccntcd","210","A3"
"variable","c_uhccntcd","211","A3"
"variable","c_uhccntcd","212","A3"
"variable","c_uhccntcd","213","A3"
"variable","c_uhccntcd","214","A3"
"variable","c_uhccntcd","215","A3"
"variable","c_uhccntcd","216","A3"
"variable","c_uhccntcd","217","A3"
"variable","c_uhccntcd","218","A3"
"variable","c_uhccntcd","219","A3"
"variable","c_uhccntcd","22","A3"
"variable","c_uhccntcd","220","A3"
"variable","c_uhccntcd","221","A3"
"variable","c_uhccntcd","222","A3"
"variable","c_uhccntcd","223","A3"
"variable","c_uhccntcd","224","A3"
"variable","c_uhccntcd","225","A3"
"variable","c_uhccntcd","226","A3"
"variable","c_uhccntcd","227","A3"
"variable","c_uhccntcd","228","A3"
"variable","c_uhccntcd","229","A3"
"variable","c_uhccntcd","23","A3"
"variable","c_uhccntcd","230","A3"
"variable","c_uhccntcd","231","A3"
"variable","c_uhccntcd","232","A3"
"variable","c_uhccntcd","233","A3"
"variable","c_uhccntcd","234","A3"
"variable","c_uhccntcd","235","A3"
"variable","c_uhccntcd","236","A3"
"variable","c_uhccntcd","237","A3"
"variable","c_uhccntcd","238","A3"
"variable","c_uhccntcd","239","A3"
"variable","c_uhccntcd","24","A3"
"variable","c_uhccntcd","240","A3"
"variable","c_uhccntcd","241","A3"
"variable","c_uhccntcd","242","A3"
"variable","c_uhccntcd","243","A3"
"variable","c_uhccntcd","244","A3"
"variable","c_uhccntcd","245","A3"
"variable","c_uhccntcd","246","A3"
"variable","c_uhccntcd","247","A3"
"variable","c_uhccntcd","248","A3"
"variable","c_uhccntcd","249","A3"
"variable","c_uhccntcd","25","A3"
"variable","c_uhccntcd","250","A3"
"variable","c_uhccntcd","251","A3"
"variable","c_uhccntcd","252","A3"
"variable","c_uhccntcd","253","A3"
"variable","c_uhccntcd","254","A3"
"variable","c_uhccntcd","255","A3"
"variable","c_uhccntcd","256","A3"
"variable","c_uhccntcd","257","A3"
"variable","c_uhccntcd","258","A3"
"variable","c_uhccntcd","259","A3"
"variable","c_uhccntcd","26","A3"
"variable","c_uhccntcd","260","A3"
"variable","c_uhccntcd","261","A3"
"variable","c_uhccntcd","262","A3"
"variable","c_uhccntcd","263","A3"
"variable","c_uhccntcd","264","A3"
"variable","c_uhccntcd","265","A3"
"variable","c_uhccntcd","266","A3"
"variable","c_uhccntcd","267","A3"
"variable","c_uhccntcd","268","A3"
"variable","c_uhccntcd","269","A3"
"variable","c_uhccntcd","27","A3"
"variable","c_uhccntcd","270","A3"
"variable","c_uhccntcd","271","A3"
"variable","c_uhccntcd","272","A3"
"variable","c_uhccntcd","273","A3"
"variable","c_uhccntcd","274","A3"
"variable","c_uhccntcd","275","A3"
"variable","c_uhccntcd","276","A3"
"variable","c_uhccntcd","277","A3"
"variable","c_uhccntcd","278","A3"
"variable","c_uhccntcd","28","A3"
"variable","c_uhccntcd","29","A3"
"variable","c_uhccntcd","3","A3"
"variable","c_uhccntcd","30","A3"
"variable","c_uhccntcd","31","A3"
"variable","c_uhccntcd","32","A3"
"variable","c_uhccntcd","33","A3"
"variable","c_uhccntcd","34","A3"
"variable","c_uhccntcd","35","A3"
"variable","c_uhccntcd","36","A3"
"variable","c_uhccntcd","37","A3"
"variable","c_uhccntcd","38","A3"
"variable","c_uhccntcd","39","A3"
"variable","c_uhccntcd","4","A3"
"variable","c_uhccntcd","40","A3"
"variable","c_uhccntcd","41","A3"
"variable","c_uhccntcd","42","A3"
"variable","c_uhccntcd","43","A3"
"variable","c_uhccntcd","44","A3"
"variable","c_uhccntcd","45","A3"
"variable","c_uhccntcd","46","A3"
"variable","c_uhccntcd","47","A3"
"variable","c_uhccntcd","48","A3"
"variable","c_uhccntcd","49","A3"
"variable","c_uhccntcd","5","A3"
"variable","c_uhccntcd","50","A3"
"variable","c_uhccntcd","51","A3"
"variable","c_uhccntcd","52","A3"
"variable","c_uhccntcd","53","A3"
"variable","c_uhccntcd","54","A3"
"variable","c_uhccntcd","55","A3"
"variable","c_uhccntcd","56","A3"
"variable","c_uhccntcd","57","A3"
"variable","c_uhccntcd","58","A3"
"variable","c_uhccntcd","59","A3"
"variable","c_uhccntcd","6","A3"
"variable","c_uhccntcd","60","A3"
"variable","c_uhccntcd","61","A3"
"variable","c_uhccntcd","62","A3"
"variable","c_uhccntcd","63","A3"
"variable","c_uhccntcd","64","A3"
"variable","c_uhccntcd","65","A3"
"variable","c_uhccntcd","66","A3"
"variable","c_uhccntcd","67","A3"
"variable","c_uhccntcd","68","A3"
"variable","c_uhccntcd","69","A3"
"variable","c_uhccntcd","7","A3"
"variable","c_uhccntcd","70","A3"
"variable","c_uhccntcd","71","A3"
"variable","c_uhccntcd","72","A3"
"variable","c_uhccntcd","73","A3"
"variable","c_uhccntcd","74","A3"
"variable","c_uhccntcd","75","A3"
"variable","c_uhccntcd","76","A3"
"variable","c_uhccntcd","77","A3"
"variable","c_uhccntcd","771","A3"
"variable","c_uhccntcd","772","A3"
"variable","c_uhccntcd","773","A3"
"variable","c_uhccntcd","774","A3"
"variable","c_uhccntcd","776","A3"
"variable","c_uhccntcd","777","A3"
"variable","c_uhccntcd","778","A3"
"variable","c_uhccntcd","779","A3"
"variable","c_uhccntcd","78","A3"
"variable","c_uhccntcd","780","A3"
"variable","c_uhccntcd","781","A3"
"variable","c_uhccntcd","782","A3"
"variable","c_uhccntcd","783","A3"
"variable","c_uhccntcd","79","A3"
"variable","c_uhccntcd","8","A3"
"variable","c_uhccntcd","80","A3"
"variable","c_uhccntcd","81","A3"
"variable","c_uhccntcd","82","A3"
"variable","c_uhccntcd","83","A3"
"variable","c_uhccntcd","84","A3"
"variable","c_uhccntcd","85","A3"
"variable","c_uhccntcd","86","A3"
"variable","c_uhccntcd","87","A3"
"variable","c_uhccntcd","88","A3"
"variable","c_uhccntcd","89","A3"
"variable","c_uhccntcd","9","A3"
"variable","c_uhccntcd","90","A3"
"variable","c_uhccntcd","91","A3"
"variable","c_uhccntcd","92","A3"
"variable","c_uhccntcd","93","A3"
"variable","c_uhccntcd","94","A3"
"variable","c_uhccntcd","95","A3"
"variable","c_uhccntcd","96","A3"
"variable","c_uhccntcd","97","A3"
"variable","c_uhccntcd","98","A3"
"variable","c_uhccntcd","99","A3"
"variable","c_uhccntcd","999","A3"
"variable","t_asmt_calcn_cd",".","A3"
"variable","t_asmt_calcn_cd","10","A3"
"variable","t_asmt_calcn_cd","100","A3"
"variable","t_asmt_calcn_cd","105","A3"
"variable","t_asmt_calcn_cd","110","A3"
"variable","t_asmt_calcn_cd","115","A3"
"variable","t_asmt_calcn_cd","120","A3"
"variable","t_asmt_calcn_cd","125","A3"
"variable","t_asmt_calcn_cd","130","A3"
"variable","t_asmt_calcn_cd","135","A3"
"variable","t_asmt_calcn_cd","140","A3"
"variable","t_asmt_calcn_cd","145","A3"
"variable","t_asmt_calcn_cd","15","A3"
"variable","t_asmt_calcn_cd","150","A3"
"variable","t_asmt_calcn_cd","155","A3"
"variable","t_asmt_calcn_cd","160","A3"
"variable","t_asmt_calcn_cd","165","A3"
"variable","t_asmt_calcn_cd","170","A3"
"variable","t_asmt_calcn_cd","20","A3"
"variable","t_asmt_calcn_cd","25","A3"
"variable","t_asmt_calcn_cd","30","A3"
"variable","t_asmt_calcn_cd","35","A3"
"variable","t_asmt_calcn_cd","40","A3"
"variable","t_asmt_calcn_cd","45","A3"
"variable","t_asmt_calcn_cd","5","A3"
"variable","t_asmt_calcn_cd","50","A3"
"variable","t_asmt_calcn_cd","55","A3"
"variable","t_asmt_calcn_cd","60","A3"
"variable","t_asmt_calcn_cd","65","A3"
"variable","t_asmt_calcn_cd","70","A3"
"variable","t_asmt_calcn_cd","75","A3"
"variable","t_asmt_calcn_cd","80","A3"
"variable","t_asmt_calcn_cd","85","A3"
"variable","t_asmt_calcn_cd","90","A3"
"variable","t_asmt_calcn_cd","95","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd",".","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","10","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","100","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","105","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","110","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","115","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","120","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","125","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","130","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","135","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","140","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","145","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","15","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","150","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","155","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","160","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","165","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","170","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","20","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","25","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","30","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","35","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","40","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","45","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","5","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","50","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","55","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","60","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","65","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","70","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","75","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","80","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","85","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","90","A3"
"variable","t_trst_asmt_no_bnfcry_calcn_cd","95","A3"
"trade_country_code","","004","A6"
"trade_country_code","","008","A6"
"trade_country_code","","012","A6"
"trade_country_code","","016","A6"
"trade_country_code","","024","A6"
"trade_country_code","","028","A6"
"trade_country_code","","031","A6"
"trade_country_code","","032","A6"
"trade_country_code","","036","A6"
"trade_country_code","","038","A6"
"trade_country_code","","040","A6"
"trade_country_code","","044","A6"
"trade_country_code","","048","A6"
"trade_country_code","","050","A6"
"trade_country_code","","051","A6"
"trade_country_code","","052","A6"
"trade_country_code","","058","A6"
"trade_country_code","","060","A6"
"trade_country_code","","064","A6"
"trade_country_code","","068","A6"
"trade_country_code","","070","A6"
"trade_country_code","","072","A6"
"trade_country_code","","076","A6"
"trade_country_code","","084","A6"
"trade_country_code","","086","A6"
"trade_country_code","","090","A6"
"trade_country_code","","092","A6"
"trade_country_code","","096","A6"
"trade_country_code","","100","A6"
"trade_country_code","","104","A6"
"trade_country_code","","108","A6"
"trade_country_code","","112","A6"
"trade_country_code","","116","A6"
"trade_country_code","","120","A6"
"trade_country_code","","124","A6"
"trade_country_code","","132","A6"
"trade_country_code","","136","A6"
"trade_country_code","","140","A6"
"trade_country_code","","144","A6"
"trade_country_code","","148","A6"
"trade_country_code","","152","A6"
"trade_country_code","","156","A6"
"trade_country_code","","157","A6"
"trade_country_code","","162","A6"
"trade_country_code","","166","A6"
"trade_country_code","","170","A6"
"trade_country_code","","174","A6"
"trade_country_code","","178","A6"
"trade_country_code","","180","A6"
"trade_country_code","","184","A6"
"trade_country_code","","188","A6"
"trade_country_code","","191","A6"
"trade_country_code","","192","A6"
"trade_country_code","","196","A6"
"trade_country_code","","203","A6"
"trade_country_code","","204","A6"
"trade_country_code","","208","A6"
"trade_country_code","","212","A6"
"trade_country_code","","214","A6"
"trade_country_code","","218","A6"
"trade_country_code","","222","A6"
"trade_country_code","","226","A6"
"trade_country_code","","230","A6"
"trade_country_code","","233","A6"
"trade_country_code","","238","A6"
"trade_country_code","","242","A6"
"trade_country_code","","246","A6"
"trade_country_code","","250","A6"
"trade_country_code","","254","A6"
"trade_country_code","","258","A6"
"trade_country_code","","261","A6"
"trade_country_code","","262","A6"
"trade_country_code","","266","A6"
"trade_country_code","","268","A6"
"trade_country_code","","270","A6"
"trade_country_code","","276","A6"
"trade_country_code","","288","A6"
"trade_country_code","","292","A6"
"trade_country_code","","296","A6"
"trade_country_code","","300","A6"
"trade_country_code","","308","A6"
"trade_country_code","","312","A6"
"trade_country_code","","316","A6"
"trade_country_code","","320","A6"
"trade_country_code","","324","A6"
"trade_country_code","","328","A6"
"trade_country_code","","332","A6"
"trade_country_code","","340","A6"
"trade_country_code","","344","A6"
"trade_country_code","","348","A6"
"trade_country_code","","352","A6"
"trade_country_code","","356","A6"
"trade_country_code","","360","A6"
"trade_country_code","","364","A6"
"trade_country_code","","368","A6"
"trade_country_code","","372","A6"
"trade_country_code","","376","A6"
"trade_country_code","","380","A6"
"trade_country_code","","384","A6"
"trade_country_code","","388","A6"
"trade_country_code","","392","A6"
"trade_country_code","","398","A6"
"trade_country_code","","400","A6"
"trade_country_code","","404","A6"
"trade_country_code","","408","A6"
"trade_country_code","","410","A6"
"trade_country_code","","414","A6"
"trade_country_code","","417","A6"
"trade_country_code","","418","A6"
"trade_country_code","","422","A6"
"trade_country_code","","426","A6"
"trade_country_code","","428","A6"
"trade_country_code","","430","A6"
"trade_country_code","","434","A6"
"trade_country_code","","440","A6"
"trade_country_code","","442","A6"
"trade_country_code","","446","A6"
"trade_country_code","","450","A6"
"trade_country_code","","454","A6"
"trade_country_code","","458","A6"
"trade_country_code","","462","A6"
"trade_country_code","","466","A6"
"trade_country_code","","470","A6"
"trade_country_code","","478","A6"
"trade_country_code","","480","A6"
"trade_country_code","","484","A6"
"trade_country_code","","496","A6"
"trade_country_code","","498","A6"
"trade_country_code","","500","A6"
"trade_country_code","","504","A6"
"trade_country_code","","508","A6"
"trade_country_code","","512","A6"
"trade_country_code","","516","A6"
"trade_country_code","","520","A6"
"trade_country_code","","524","A6"
"trade_country_code","","528","A6"
"trade_country_code","","530","A6"
"trade_country_code","","540","A6"
"trade_country_code","","548","A6"
"trade_country_code","","554","A6"
"trade_country_code","","558","A6"
"trade_country_code","","562","A6"
"trade_country_code","","566","A6"
"trade_country_code","","570","A6"
"trade_country_code","","574","A6"
"trade_country_code","","578","A6"
"trade_country_code","","580","A6"
"trade_country_code","","583","A6"
"trade_country_code","","584","A6"
"trade_country_code","","585","A6"
"trade_country_code","","586","A6"
"trade_country_code","","591","A6"
"trade_country_code","","598","A6"
"trade_country_code","","600","A6"
"trade_country_code","","604","A6"
"trade_country_code","","608","A6"
"trade_country_code","","612","A6"
"trade_country_code","","616","A6"
"trade_country_code","","620","A6"
"trade_country_code","","624","A6"
"trade_country_code","","626","A6"
"trade_country_code","","630","A6"
"trade_country_code","","634","A6"
"trade_country_code","","638","A6"
"trade_country_code","","642","A6"
"trade_country_code","","643","A6"
"trade_country_code","","646","A6"
"trade_country_code","","654","A6"
"trade_country_code","","659","A6"
"trade_country_code","","660","A6"
"trade_country_code","","662","A6"
"trade_country_code","","666","A6"
"trade_country_code","","670","A6"
"trade_country_code","","678","A6"
"trade_country_code","","682","A6"
"trade_country_code","","686","A6"
"trade_country_code","","690","A6"
"trade_country_code","","694","A6"
"trade_country_code","","702","A6"
"trade_country_code","","703","A6"
"trade_country_code","","704","A6"
"trade_country_code","","705","A6"
"trade_country_code","","706","A6"
"trade_country_code","","710","A6"
"trade_country_code","","716","A6"
"trade_country_code","","724","A6"
"trade_country_code","","732","A6"
"trade_country_code","","735","A6"
"trade_country_code","","736","A6"
"trade_country_code","","737","A6"
"trade_country_code","","740","A6"
"trade_country_code","","748","A6"
"trade_country_code","","752","A6"
"trade_country_code","","756","A6"
"trade_country_code","","760","A6"
"trade_country_code","","762","A6"
"trade_country_code","","764","A6"
"trade_country_code","","768","A6"
"trade_country_code","","776","A6"
"trade_country_code","","780","A6"
"trade_country_code","","784","A6"
"trade_country_code","","788","A6"
"trade_country_code","","792","A6"
"trade_country_code","","795","A6"
"trade_country_code","","796","A6"
"trade_country_code","","798","A6"
"trade_country_code","","800","A6"
"trade_country_code","","804","A6"
"trade_country_code","","818","A6"
"trade_country_code","","826","A6"
"trade_country_code","","834","A6"
"trade_country_code","","840","A6"
"trade_country_code","","848","A6"
"trade_country_code","","850","A6"
"trade_country_code","","854","A6"
"trade_country_code","","858","A6"
"trade_country_code","","860","A6"
"trade_country_code","","862","A6"
"trade_country_code","","876","A6"
"trade_country_code","","882","A6"
"trade_country_code","","887","A6"
"trade_country_code","","891","A6"
"trade_country_code","","894","A6"
"trade_country_code","","895","A6"
"trade_country_code","","896","A6"
"trade_country_code","","906","A6"
"trade_country_code","","990","A6"
"trade_country_code","","994","A6"
"trade_country_code","","995","A6"
"trade_country_code","","996","A6"
"trade_country_code","","998","A6"
"trade_foreign_port","","004399","A6"
"trade_foreign_port","","008449","A6"
"trade_foreign_port","","012449","A6"
"trade_foreign_port","","016399","A6"
"trade_foreign_port","","024449","A6"
"trade_foreign_port","","028449","A6"
"trade_foreign_port","","031449","A6"
"trade_foreign_port","","032001","A6"
"trade_foreign_port","","032003","A6"
"trade_foreign_port","","032005","A6"
"trade_foreign_port","","032007","A6"
"trade_foreign_port","","032449","A6"
"trade_foreign_port","","038449","A6"
"trade_foreign_port","","040100","A6"
"trade_foreign_port","","040200","A6"
"trade_foreign_port","","040399","A6"
"trade_foreign_port","","044449","A6"
"trade_foreign_port","","048399","A6"
"trade_foreign_port","","050001","A6"
"trade_foreign_port","","050003","A6"
"trade_foreign_port","","050100","A6"
"trade_foreign_port","","050449","A6"
"trade_foreign_port","","051449","A6"
"trade_foreign_port","","052449","A6"
"trade_foreign_port","","058001","A6"
"trade_foreign_port","","058003","A6"
"trade_foreign_port","","058005","A6"
"trade_foreign_port","","058100","A6"
"trade_foreign_port","","058399","A6"
"trade_foreign_port","","060449","A6"
"trade_foreign_port","","064399","A6"
"trade_foreign_port","","068399","A6"
"trade_foreign_port","","070449","A6"
"trade_foreign_port","","072399","A6"
"trade_foreign_port","","076001","A6"
"trade_foreign_port","","076003","A6"
"trade_foreign_port","","076005","A6"
"trade_foreign_port","","076007","A6"
"trade_foreign_port","","076009","A6"
"trade_foreign_port","","076011","A6"
"trade_foreign_port","","076449","A6"
"trade_foreign_port","","084449","A6"
"trade_foreign_port","","086449","A6"
"trade_foreign_port","","090001","A6"
"trade_foreign_port","","090449","A6"
"trade_foreign_port","","092449","A6"
"trade_foreign_port","","096100","A6"
"trade_foreign_port","","096101","A6"
"trade_foreign_port","","096449","A6"
"trade_foreign_port","","100449","A6"
"trade_foreign_port","","104450","A6"
"trade_foreign_port","","104899","A6"
"trade_foreign_port","","108399","A6"
"trade_foreign_port","","112449","A6"
"trade_foreign_port","","116003","A6"
"trade_foreign_port","","116005","A6"
"trade_foreign_port","","116449","A6"
"trade_foreign_port","","120899","A6"
"trade_foreign_port","","124001","A6"
"trade_foreign_port","","124005","A6"
"trade_foreign_port","","124009","A6"
"trade_foreign_port","","124011","A6"
"trade_foreign_port","","124017","A6"
"trade_foreign_port","","124023","A6"
"trade_foreign_port","","124100","A6"
"trade_foreign_port","","124120","A6"
"trade_foreign_port","","124399","A6"
"trade_foreign_port","","124454","A6"
"trade_foreign_port","","124458","A6"
"trade_foreign_port","","124464","A6"
"trade_foreign_port","","132889","A6"
"trade_foreign_port","","136449","A6"
"trade_foreign_port","","140399","A6"
"trade_foreign_port","","144001","A6"
"trade_foreign_port","","144449","A6"
"trade_foreign_port","","148399","A6"
"trade_foreign_port","","152100","A6"
"trade_foreign_port","","152450","A6"
"trade_foreign_port","","152454","A6"
"trade_foreign_port","","152458","A6"
"trade_foreign_port","","152899","A6"
"trade_foreign_port","","156001","A6"
"trade_foreign_port","","156003","A6"
"trade_foreign_port","","156007","A6"
"trade_foreign_port","","156009","A6"
"trade_foreign_port","","156013","A6"
"trade_foreign_port","","156015","A6"
"trade_foreign_port","","156019","A6"
"trade_foreign_port","","156021","A6"
"trade_foreign_port","","156023","A6"
"trade_foreign_port","","156025","A6"
"trade_foreign_port","","156027","A6"
"trade_foreign_port","","156029","A6"
"trade_foreign_port","","156031","A6"
"trade_foreign_port","","156033","A6"
"trade_foreign_port","","156035","A6"
"trade_foreign_port","","156037","A6"
"trade_foreign_port","","156040","A6"
"trade_foreign_port","","156042","A6"
"trade_foreign_port","","156044","A6"
"trade_foreign_port","","156046","A6"
"trade_foreign_port","","156048","A6"
"trade_foreign_port","","156050","A6"
"trade_foreign_port","","156051","A6"
"trade_foreign_port","","156052","A6"
"trade_foreign_port","","156053","A6"
"trade_foreign_port","","156054","A6"
"trade_foreign_port","","156055","A6"
"trade_foreign_port","","156056","A6"
"trade_foreign_port","","156057","A6"
"trade_foreign_port","","156058","A6"
"trade_foreign_port","","156059","A6"
"trade_foreign_port","","156060","A6"
"trade_foreign_port","","156061","A6"
"trade_foreign_port","","156062","A6"
"trade_foreign_port","","156449","A6"
"trade_foreign_port","","157001","A6"
"trade_foreign_port","","157003","A6"
"trade_foreign_port","","157005","A6"
"trade_foreign_port","","157100","A6"
"trade_foreign_port","","157449","A6"
"trade_foreign_port","","162001","A6"
"trade_foreign_port","","166001","A6"
"trade_foreign_port","","170001","A6"
"trade_foreign_port","","170399","A6"
"trade_foreign_port","","170450","A6"
"trade_foreign_port","","174449","A6"
"trade_foreign_port","","178899","A6"
"trade_foreign_port","","180899","A6"
"trade_foreign_port","","184399","A6"
"trade_foreign_port","","188899","A6"
"trade_foreign_port","","191449","A6"
"trade_foreign_port","","192449","A6"
"trade_foreign_port","","196003","A6"
"trade_foreign_port","","196005","A6"
"trade_foreign_port","","196449","A6"
"trade_foreign_port","","203100","A6"
"trade_foreign_port","","203399","A6"
"trade_foreign_port","","204899","A6"
"trade_foreign_port","","208001","A6"
"trade_foreign_port","","208003","A6"
"trade_foreign_port","","208449","A6"
"trade_foreign_port","","212449","A6"
"trade_foreign_port","","214899","A6"
"trade_foreign_port","","218452","A6"
"trade_foreign_port","","218899","A6"
"trade_foreign_port","","222899","A6"
"trade_foreign_port","","226449","A6"
"trade_foreign_port","","230449","A6"
"trade_foreign_port","","233449","A6"
"trade_foreign_port","","238449","A6"
"trade_foreign_port","","242001","A6"
"trade_foreign_port","","242003","A6"
"trade_foreign_port","","242006","A6"
"trade_foreign_port","","242899","A6"
"trade_foreign_port","","246001","A6"
"trade_foreign_port","","246005","A6"
"trade_foreign_port","","246007","A6"
"trade_foreign_port","","246899","A6"
"trade_foreign_port","","250001","A6"
"trade_foreign_port","","250003","A6"
"trade_foreign_port","","250100","A6"
"trade_foreign_port","","250399","A6"
"trade_foreign_port","","250450","A6"
"trade_foreign_port","","250452","A6"
"trade_foreign_port","","250454","A6"
"trade_foreign_port","","250456","A6"
"trade_foreign_port","","254449","A6"
"trade_foreign_port","","258399","A6"
"trade_foreign_port","","261899","A6"
"trade_foreign_port","","262449","A6"
"trade_foreign_port","","266899","A6"
"trade_foreign_port","","268449","A6"
"trade_foreign_port","","270449","A6"
"trade_foreign_port","","276100","A6"
"trade_foreign_port","","276150","A6"
"trade_foreign_port","","276200","A6"
"trade_foreign_port","","276399","A6"
"trade_foreign_port","","276450","A6"
"trade_foreign_port","","276452","A6"
"trade_foreign_port","","276458","A6"
"trade_foreign_port","","276460","A6"
"trade_foreign_port","","276462","A6"
"trade_foreign_port","","276468","A6"
"trade_foreign_port","","276470","A6"
"trade_foreign_port","","288001","A6"
"trade_foreign_port","","288003","A6"
"trade_foreign_port","","288005","A6"
"trade_foreign_port","","288449","A6"
"trade_foreign_port","","292001","A6"
"trade_foreign_port","","296001","A6"
"trade_foreign_port","","296899","A6"
"trade_foreign_port","","300001","A6"
"trade_foreign_port","","300100","A6"
"trade_foreign_port","","300349","A6"
"trade_foreign_port","","300399","A6"
"trade_foreign_port","","308449","A6"
"trade_foreign_port","","312399","A6"
"trade_foreign_port","","316399","A6"
"trade_foreign_port","","320100","A6"
"trade_foreign_port","","320399","A6"
"trade_foreign_port","","320452","A6"
"trade_foreign_port","","324899","A6"
"trade_foreign_port","","328449","A6"
"trade_foreign_port","","332449","A6"
"trade_foreign_port","","340001","A6"
"trade_foreign_port","","340399","A6"
"trade_foreign_port","","344449","A6"
"trade_foreign_port","","348001","A6"
"trade_foreign_port","","348399","A6"
"trade_foreign_port","","352449","A6"
"trade_foreign_port","","356001","A6"
"trade_foreign_port","","356003","A6"
"trade_foreign_port","","356005","A6"
"trade_foreign_port","","356007","A6"
"trade_foreign_port","","356009","A6"
"trade_foreign_port","","356011","A6"
"trade_foreign_port","","356013","A6"
"trade_foreign_port","","356015","A6"
"trade_foreign_port","","356017","A6"
"trade_foreign_port","","356019","A6"
"trade_foreign_port","","356100","A6"
"trade_foreign_port","","356399","A6"
"trade_foreign_port","","356450","A6"
"trade_foreign_port","","356452","A6"
"trade_foreign_port","","360005","A6"
"trade_foreign_port","","360015","A6"
"trade_foreign_port","","360019","A6"
"trade_foreign_port","","360021","A6"
"trade_foreign_port","","360023","A6"
"trade_foreign_port","","360027","A6"
"trade_foreign_port","","360033","A6"
"trade_foreign_port","","360035","A6"
"trade_foreign_port","","360037","A6"
"trade_foreign_port","","360039","A6"
"trade_foreign_port","","360041","A6"
"trade_foreign_port","","360043","A6"
"trade_foreign_port","","360045","A6"
"trade_foreign_port","","360047","A6"
"trade_foreign_port","","360100","A6"
"trade_foreign_port","","360899","A6"
"trade_foreign_port","","364009","A6"
"trade_foreign_port","","364100","A6"
"trade_foreign_port","","364449","A6"
"trade_foreign_port","","368003","A6"
"trade_foreign_port","","368100","A6"
"trade_foreign_port","","368449","A6"
"trade_foreign_port","","372001","A6"
"trade_foreign_port","","372100","A6"
"trade_foreign_port","","372899","A6"
"trade_foreign_port","","376001","A6"
"trade_foreign_port","","376450","A6"
"trade_foreign_port","","376452","A6"
