"pbs_code","atc_code","atc_level1","benefit_type","claimed_price","pack_size","number_of_repeats","manner_of_admin","weight"
"12868G","L01EA03","L","S",2730.52,120,5,"ORAL",3.30425588157553e-05
"12869H","L01EA02","L","S",221.98,60,5,"ORAL",3.30425588157553e-05
"12885E","L01EA03","L","S",3617.8,120,5,"ORAL",3.30425588157553e-05
"12886F","L01EA02","L","A",452.66,60,5,"ORAL",3.30425588157553e-05
"12887G","L01EA03","L","A",3617.8,120,5,"ORAL",3.30425588157553e-05
"12888H","L01EA02","L","S",221.98,60,5,"ORAL",3.30425588157553e-05
"12889J","L01EA02","L","S",365.62,30,5,"ORAL",3.30425588157553e-05
"12890K","L01EA02","L","S",452.66,60,5,"ORAL",3.30425588157553e-05
"12891L","L01EL03","L","A",7769.96,120,5,"ORAL",3.30425588157553e-05
"12902C","L01EA02","L","A",365.62,30,5,"ORAL",3.30425588157553e-05
"12903D","L01EA02","L","S",452.66,60,5,"ORAL",3.30425588157553e-05
"12911M","L01EA01","L","A",488.62,30,2,"ORAL",3.30425588157553e-05
"12912N","L01EA01","L","S",488.62,30,5,"ORAL",3.30425588157553e-05
"12913P","L01XK01","L","A",3234.75,56,5,"ORAL",3.30425588157553e-05
"12919Y","L01EA01","L","S",488.62,30,2,"ORAL",3.30425588157553e-05
"12920B","L01EA01","L","S",488.62,30,2,"ORAL",3.30425588157553e-05
"12921C","L01XK01","L","A",3234.75,56,5,"ORAL",3.30425588157553e-05
"12923E","L01EA01","L","S",488.62,30,5,"ORAL",3.30425588157553e-05
"12924F","L01EA01","L","A",488.62,30,2,"ORAL",3.30425588157553e-05
"12926H","L01EA01","L","A",488.62,30,2,"ORAL",3.30425588157553e-05
"12927J","L01EA01","L","A",488.62,30,5,"ORAL",3.30425588157553e-05
"12928K","L01EA01","L","S",488.62,30,2,"ORAL",3.30425588157553e-05
"12929L","L01XK01","L","A",3234.75,56,2,"ORAL",3.30425588157553e-05
"12931N","L03AX03","L","R",550,1,1,"INTRAVESICAL",3.30425588157553e-05
"12932P","L01XK01","L","A",3234.75,56,2,"ORAL",3.30425588157553e-05
"12935T","L01EA01","L","A",488.62,30,5,"ORAL",3.30425588157553e-05
"12953R","L01EX09","L","A",3075.72,60,5,"ORAL",3.30425588157553e-05
"12967L","L01EX09","L","A",1537.86,60,5,"ORAL",3.30425588157553e-05
"12992T","L02BB05","L","A",3553.3,120,5,"ORAL",3.30425588157553e-05
"12999E","L01XX52","L","A",12.07,2,0,"ORAL",3.30425588157553e-05
"13027P","L01EX12","L","A",2475,56,5,"ORAL",3.30425588157553e-05
"13029R","L01EX12","L","A",2475,56,2,"ORAL",3.30425588157553e-05
"13031W","L01EX12","L","A",9900,56,2,"ORAL",3.30425588157553e-05
"13041J","L01EL03","L","A",7769.96,120,5,"ORAL",3.30425588157553e-05
"13043L","L01EX12","L","A",9900,56,5,"ORAL",3.30425588157553e-05
"13047Q","L04AB02","L","S",332.8,1,5,"INJECTION",3.30425588157553e-05
"13048R","L04AB02","L","S",252.4,1,5,"INJECTION",3.30425588157553e-05
"13049T","L04AB02","L","A",252.4,1,2,"INJECTION",3.30425588157553e-05
"13050W","L04AB02","L","S",332.8,1,5,"INJECTION",3.30425588157553e-05
"13054C","L04AB02","L","S",252.4,1,5,"INJECTION",3.30425588157553e-05
"13055D","L04AB02","L","A",252.4,1,2,"INJECTION",3.30425588157553e-05
"13056E","L04AB02","L","A",252.4,1,0,"INJECTION",3.30425588157553e-05
"13057F","L04AB02","L","A",332.8,1,2,"INJECTION",3.30425588157553e-05
"13058G","L04AB02","L","A",332.8,1,0,"INJECTION",3.30425588157553e-05
"13059H","L04AX09","L","S",626.48,120,5,"ORAL",3.30425588157553e-05
"13060J","L04AB02","L","S",252.4,1,5,"INJECTION",3.30425588157553e-05
"13061K","L04AB02","L","A",252.4,1,0,"INJECTION",3.30425588157553e-05
"13062L","L04AB02","L","A",252.4,1,2,"INJECTION",3.30425588157553e-05
"13065P","L04AB02","L","A",332.8,1,0,"INJECTION",3.30425588157553e-05
"13066Q","L04AB02","L","A",332.8,1,2,"INJECTION",3.30425588157553e-05
"13067R","L04AB02","L","A",332.8,1,2,"INJECTION",3.30425588157553e-05
"13069W","L04AB02","L","S",332.8,1,5,"INJECTION",3.30425588157553e-05
"13070X","L04AB02","L","A",252.4,1,0,"INJECTION",3.30425588157553e-05
"13072B","L04AB02","L","A",332.8,1,2,"INJECTION",3.30425588157553e-05
"13073C","L04AB02","L","S",332.8,1,5,"INJECTION",3.30425588157553e-05
"13074D","L04AB02","L","A",332.8,1,0,"INJECTION",3.30425588157553e-05
"13075E","L04AB02","L","A",252.4,1,0,"INJECTION",3.30425588157553e-05
"13076F","L04AB02","L","S",252.4,1,5,"INJECTION",3.30425588157553e-05
"13077G","L04AB02","L","A",252.4,1,2,"INJECTION",3.30425588157553e-05
"13078H","L04AB02","L","A",332.8,1,0,"INJECTION",3.30425588157553e-05
"13081L","L01BC58","L","S",4700,5,5,"ORAL",3.30425588157553e-05
"13087T","L01BC58","L","A",4700,5,2,"ORAL",3.30425588157553e-05
"13093D","L01EX13","L","A",24983,84,0,"ORAL",3.30425588157553e-05
"13094E","L01EX13","L","A",24983,84,4,"ORAL",3.30425588157553e-05
"1309X","L01EA03","L","A",2730.52,120,5,"ORAL",3.30425588157553e-05
"13107W","L01BC58","L","A",4700,5,5,"ORAL",3.30425588157553e-05
"13110B","L03AX13","L","S",522.96,12,5,"INJECTION",3.30425588157553e-05
"13118K","L02BB04","L","A",3150.63,112,5,"ORAL",3.30425588157553e-05
"13133F","L01BC58","L","A",4700,5,2,"ORAL",3.30425588157553e-05
"13171F","L01EX21","L","S",8942.2,60,5,"ORAL",3.30425588157553e-05
"13187C","L02AE02","L","R",1249.4,1,0,"INJECTION",3.30425588157553e-05
"13199Q","L01FC01","L","A",7010.28,1,5,"INJECTION",3.30425588157553e-05
"13202W","L01FC01","L","A",7010.28,1,15,"INJECTION",3.30425588157553e-05
"13208E","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"13209F","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"13211H","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"13213K","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"13214L","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"13215M","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"13216N","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"13217P","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"13218Q","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"13219R","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"13220T","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"13221W","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"13222X","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"13223Y","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"13224B","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"13225C","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"13226D","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"13227E","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"13230H","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"13235N","L01EJ01","L","S",4750,56,5,"ORAL",3.30425588157553e-05
"13241X","L01EJ01","L","S",2375,56,5,"ORAL",3.30425588157553e-05
"13248G","L01EA06","L","A",6012.5,60,5,"ORAL",3.30425588157553e-05
"13249H","L04AF03","L","A",1916.62,28,5,"ORAL",3.30425588157553e-05
"13250J","L04AF03","L","A",1149.97,28,5,"ORAL",3.30425588157553e-05
"13251K","L04AE02","L","S",514.57,1,0,"ORAL",3.30425588157553e-05
"13252L","L01EX08","L","S",2000,30,2,"ORAL",3.30425588157553e-05
"13253M","L01EX08","L","S",2000,30,2,"ORAL",3.30425588157553e-05
"13256Q","L04AF03","L","A",1149.97,28,1,"ORAL",3.30425588157553e-05
"13259W","L01EA06","L","S",6012.5,60,5,"ORAL",3.30425588157553e-05
"13260X","L01EA06","L","A",6012.5,60,5,"ORAL",3.30425588157553e-05
"13261Y","L04AC05","L","A",892.04,1,1,"INJECTION",3.30425588157553e-05
"13262B","L04AF03","L","A",2554.85,28,3,"ORAL",3.30425588157553e-05
"13264D","L01EA06","L","A",6012.5,60,5,"ORAL",3.30425588157553e-05
"13265E","L04AF03","L","A",1916.62,28,1,"ORAL",3.30425588157553e-05
"13268H","L01EA06","L","S",6012.5,60,5,"ORAL",3.30425588157553e-05
"13269J","L04AE02","L","A",2058.29,28,5,"ORAL",3.30425588157553e-05
"13271L","L04AE02","L","A",2058.29,28,3,"ORAL",3.30425588157553e-05
"13273N","L04AC05","L","A",892.04,1,0,"INJECTION",3.30425588157553e-05
"13281B","L01EX12","L","A",3300,1,2,"ORAL",3.30425588157553e-05
"13283D","L01EX08","L","S",2000,30,2,"ORAL",3.30425588157553e-05
"13288J","L02BB05","L","A",3553.3,120,5,"ORAL",3.30425588157553e-05
"13289K","L01EX12","L","A",3300,1,5,"ORAL",3.30425588157553e-05
"13290L","L01EX08","L","S",2000,30,2,"ORAL",3.30425588157553e-05
"13301C","L04AC07","L","S",702.33,4,2,"INJECTION",3.30425588157553e-05
"13306H","L04AC07","L","S",702.33,4,2,"INJECTION",3.30425588157553e-05
"13318Y","L01EL02","L","A",7251.97,56,5,"ORAL",3.30425588157553e-05
"13325H","L01EL02","L","A",7251.97,56,5,"ORAL",3.30425588157553e-05
"13343G","L04AF03","L","A",1149.97,28,5,"ORAL",3.30425588157553e-05
"13345J","L04AF01","L","A",1092.47,56,5,"ORAL",3.30425588157553e-05
"13349N","L04AF01","L","A",1092.47,56,3,"ORAL",3.30425588157553e-05
"13350P","L04AF03","L","A",1149.97,28,3,"ORAL",3.30425588157553e-05
"13353T","L02BB04","L","A",3150.63,112,5,"ORAL",3.30425588157553e-05
"1354G","L01EA02","L","A",221.98,60,5,"ORAL",3.30425588157553e-05
"13616P","L01EL03","L","A",7769.96,120,5,"ORAL",3.30425588157553e-05
"13619T","L01BC07","L","A",6613.88,7,2,"ORAL",3.30425588157553e-05
"13623B","L01BC07","L","A",6613.88,7,2,"ORAL",3.30425588157553e-05
"13624C","L01BC07","L","A",6613.88,7,1,"ORAL",3.30425588157553e-05
"13628G","L01EL03","L","A",7769.96,120,5,"ORAL",3.30425588157553e-05
"13644D","L04AC21","L","A",3260,2,4,"INJECTION",3.30425588157553e-05
"13649J","L04AF07","L","S",1137.79,28,5,"ORAL",3.30425588157553e-05
"13652M","L04AC21","L","A",3260,2,2,"INJECTION",3.30425588157553e-05
"13685G","L04AC07","L","S",702.33,4,5,"INJECTION",3.30425588157553e-05
"13686H","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"13687J","L04AB01","L","A",743.6,1,3,"INJECTION",3.30425588157553e-05
"13689L","L04AF02","L","S",934,28,5,"ORAL",3.30425588157553e-05
"13691N","L04AB04","L","A",444.17,2,3,"INJECTION",3.30425588157553e-05
"13692P","L04AB04","L","A",444.17,2,3,"INJECTION",3.30425588157553e-05
"13693Q","L04AB01","L","S",371.81,1,1,"INJECTION",3.30425588157553e-05
"13697X","L04AB01","L","S",743.6,1,1,"INJECTION",3.30425588157553e-05
"13698Y","L04AB01","L","A",743.6,1,3,"INJECTION",3.30425588157553e-05
"13699B","L04AB06","L","S",1044.43,1,5,"INJECTION",3.30425588157553e-05
"13701D","L04AB05","L","S",938.04,2,5,"INJECTION",3.30425588157553e-05
"13702E","L04AF02","L","S",934,28,5,"ORAL",3.30425588157553e-05
"13703F","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"13704G","L04AB04","L","A",444.17,2,3,"INJECTION",3.30425588157553e-05
"13706J","L04AB06","L","S",1044.43,1,5,"INJECTION",3.30425588157553e-05
"13707K","L04AB01","L","S",743.6,1,5,"INJECTION",3.30425588157553e-05
"13708L","L04AB01","L","S",743.6,1,5,"INJECTION",3.30425588157553e-05
"13720D","L04AC07","L","S",702.33,4,5,"INJECTION",3.30425588157553e-05
"13721E","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"13722F","L04AB04","L","A",444.17,2,3,"INJECTION",3.30425588157553e-05
"13726K","L04AA24","L","S",839.67,4,5,"INJECTION",3.30425588157553e-05
"13727L","L04AA24","L","S",839.67,4,5,"INJECTION",3.30425588157553e-05
"13730P","L04AF01","L","S",1092.47,56,5,"ORAL",3.30425588157553e-05
"13732R","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"13733T","L04AB01","L","S",743.6,1,1,"INJECTION",3.30425588157553e-05
"13735X","L04AB05","L","S",938.04,2,5,"INJECTION",3.30425588157553e-05
"13737B","L04AF01","L","S",1092.47,56,5,"ORAL",3.30425588157553e-05
"13738C","L04AF01","L","S",1092.47,1,5,"ORAL",3.30425588157553e-05
"13744J","L04AB04","L","A",444.17,2,3,"INJECTION",3.30425588157553e-05
"13746L","L04AF03","L","A",1916.62,28,5,"ORAL",3.30425588157553e-05
"13751R","L04AB01","L","A",743.6,1,3,"INJECTION",3.30425588157553e-05
"13754X","L04AB04","L","A",444.17,2,3,"INJECTION",3.30425588157553e-05
"13755Y","L04AF01","L","A",1092.47,56,3,"ORAL",3.30425588157553e-05
"13762H","L04AF03","L","A",1916.62,28,2,"ORAL",3.30425588157553e-05
"13763J","L04AB04","L","A",444.17,2,3,"INJECTION",3.30425588157553e-05
"13764K","L04AB04","L","A",444.17,2,3,"INJECTION",3.30425588157553e-05
"13768P","L04AF03","L","A",1149.97,28,5,"ORAL",3.30425588157553e-05
"13769Q","L02BB06","L","A",3375.64,112,5,"ORAL",3.30425588157553e-05
"13770R","L04AF01","L","A",1092.47,1,3,"ORAL",3.30425588157553e-05
"13771T","L04AF03","L","A",2554.85,28,2,"ORAL",3.30425588157553e-05
"13774Y","L04AB01","L","A",743.6,1,3,"INJECTION",3.30425588157553e-05
"13782J","L01XK01","L","A",3234.75,56,5,"ORAL",3.30425588157553e-05
"13783K","L01XK01","L","A",3234.75,56,2,"ORAL",3.30425588157553e-05
"13789R","L04AC05","L","A",892.04,1,1,"INJECTION",3.30425588157553e-05
"13792X","L01EL02","L","A",7251.97,56,5,"ORAL",3.30425588157553e-05
"13800H","L01XK01","L","A",3234.75,56,2,"ORAL",3.30425588157553e-05
"13805N","L04AC05","L","A",892.04,1,0,"INJECTION",3.30425588157553e-05
"13807Q","L01XK01","L","A",3234.75,56,5,"ORAL",3.30425588157553e-05
"13810W","L01EL02","L","A",7251.97,56,6,"ORAL",3.30425588157553e-05
"1381Q","L01EA02","L","A",365.62,60,5,"ORAL",3.30425588157553e-05
"13856G","L04AA06","L","R",85.79,120,5,"ORAL",3.30425588157553e-05
"13857H","L02BG06","L","R",37.73,30,5,"ORAL",3.30425588157553e-05
"13858J","L02BG03","L","R",7.26,30,5,"ORAL",3.30425588157553e-05
"13860L","L04AH01","L","R",293.77,100,3,"ORAL",3.30425588157553e-05
"13881N","L02AB02","L","R",77.36,60,2,"ORAL",3.30425588157553e-05
"13882P","L01BA01","L","R",25.5,5,5,"INJECTION",3.30425588157553e-05
"13883Q","L04AD01","L","R",22.04,30,3,"ORAL",3.30425588157553e-05
"13884R","L04AA06","L","R",19.2,100,5,"ORAL",3.30425588157553e-05
"13885T","L04AH01","L","R",462.01,1,3,"ORAL",3.30425588157553e-05
"13886W","L04AH01","L","R",1175.06,100,3,"ORAL",3.30425588157553e-05
"1389D","L01CB01","L","U",340.69,10,0,"ORAL",3.30425588157553e-05
"13906X","L02BA01","L","R",4.97,30,5,"ORAL",3.30425588157553e-05
"13907Y","L04AD02","L","R",37.52,30,3,"ORAL",3.30425588157553e-05
"13908B","L04AD02","L","R",51.48,100,3,"ORAL",3.30425588157553e-05
"13909C","L04AD02","L","R",257.28,50,3,"ORAL",3.30425588157553e-05
"13910D","L04AD01","L","R",45.87,30,3,"ORAL",3.30425588157553e-05
"13911E","L04AD01","L","R",93.45,30,3,"ORAL",3.30425588157553e-05
"13938N","L04AA06","L","R",171.56,120,5,"ORAL",3.30425588157553e-05
"13939P","L02BG04","L","R",11.16,30,5,"ORAL",3.30425588157553e-05
"13940Q","L04AK01","L","R",11.88,30,5,"ORAL",3.30425588157553e-05
"13941R","L04AH02","L","R",530.42,60,3,"ORAL",3.30425588157553e-05
"13960R","L02BA01","L","R",4.97,30,5,"ORAL",3.30425588157553e-05
"13961T","L02AB02","L","R",79.71,60,2,"ORAL",3.30425588157553e-05
"13962W","L04AD02","L","R",61.78,60,3,"ORAL",3.30425588157553e-05
"1396L","L01CB01","L","U",391.11,20,0,"ORAL",3.30425588157553e-05
"13995N","L04AD02","L","R",234.65,100,3,"ORAL",3.30425588157553e-05
"13996P","L04AD02","L","R",329.1,50,2,"ORAL",3.30425588157553e-05
"13997Q","L02BA01","L","R",9.94,60,5,"ORAL",3.30425588157553e-05
"13998R","L04AK01","L","R",18.09,30,5,"ORAL",3.30425588157553e-05
"13999T","L04AD01","L","R",37.2,60,3,"ORAL",3.30425588157553e-05
"14000W","L04AA06","L","R",19.18,50,5,"ORAL",3.30425588157553e-05
"14001X","L04AD01","L","R",315.79,1,3,"ORAL",3.30425588157553e-05
"14022B","L02BB","L","R",45.59,50,5,"ORAL",3.30425588157553e-05
"14023C","L02BB","L","R",29.46,50,5,"ORAL",3.30425588157553e-05
"14036R","L02BG06","L","R",37.73,30,5,"ORAL",3.30425588157553e-05
"14039X","L04AD02","L","R",375.22,30,3,"ORAL",3.30425588157553e-05
"14040Y","L04AH02","L","R",397.81,60,3,"ORAL",3.30425588157553e-05
"14066H","L04AD02","L","R",98.08,100,3,"ORAL",3.30425588157553e-05
"14067J","L02AB02","L","R",67.83,100,2,"ORAL",3.30425588157553e-05
"14068K","L04AK01","L","R",11.88,30,5,"ORAL",3.30425588157553e-05
"14069L","L04AK01","L","R",18.09,30,5,"ORAL",3.30425588157553e-05
"14070M","L04AD02","L","R",102.96,100,3,"ORAL",3.30425588157553e-05
"14071N","L04AA06","L","R",244.51,1,5,"ORAL",3.30425588157553e-05
"14072P","L04AH01","L","R",587.52,100,3,"ORAL",3.30425588157553e-05
"14074R","L01EL01","L","A",5194.37,30,5,"ORAL",3.30425588157553e-05
"14075T","L01EL01","L","A",7791.55,30,5,"ORAL",3.30425588157553e-05
"14079B","L01EL01","L","A",5194.37,30,5,"ORAL",3.30425588157553e-05
"14085H","L01EL01","L","A",7791.55,30,5,"ORAL",3.30425588157553e-05
"14086J","L01EL01","L","A",10388.73,30,5,"ORAL",3.30425588157553e-05
"14089M","L04AX03","L","S",18,1,5,"INJECTION",3.30425588157553e-05
"14091P","L04AX03","L","S",18,1,5,"INJECTION",3.30425588157553e-05
"14097Y","L04AX03","L","S",18,1,5,"INJECTION",3.30425588157553e-05
"14102F","L04AX03","L","S",18,1,5,"INJECTION",3.30425588157553e-05
"14103G","L04AX03","L","S",18,1,5,"INJECTION",3.30425588157553e-05
"14105J","L01EF03","L","A",3883.46,56,5,"ORAL",3.30425588157553e-05
"14111Q","L04AC18","L","A",4977.33,1,2,"INJECTION",3.30425588157553e-05
"14116Y","L01EF03","L","A",3883.46,56,5,"ORAL",3.30425588157553e-05
"14125K","L04AF03","L","S",1149.97,28,5,"ORAL",3.30425588157553e-05
"14134X","L01EF03","L","A",3883.46,56,5,"ORAL",3.30425588157553e-05
"14142H","L04AC18","L","A",4977.33,1,1,"INJECTION",3.30425588157553e-05
"14146M","L04AC10","L","A",1316.56,2,5,"INJECTION",3.30425588157553e-05
"14154Y","L04AC10","L","A",1316.56,2,0,"INJECTION",3.30425588157553e-05
"1415L","L01EA02","L","A",452.66,60,5,"ORAL",3.30425588157553e-05
"14161H","L04AC10","L","A",1316.56,2,3,"INJECTION",3.30425588157553e-05
"14162J","L01EB04","L","A",7419.5,30,5,"ORAL",3.30425588157553e-05
"14164L","L04AC10","L","A",1316.56,2,3,"INJECTION",3.30425588157553e-05
"14168Q","L01EB04","L","A",7419.5,30,5,"ORAL",3.30425588157553e-05
"1416M","L01EA02","L","A",365.62,30,5,"ORAL",3.30425588157553e-05
"14172X","L01XK02","L","A",6474.84,56,2,"ORAL",3.30425588157553e-05
"14173Y","L01XK02","L","A",9712.26,84,5,"ORAL",3.30425588157553e-05
"14179G","L01XK02","L","A",6474.84,56,2,"ORAL",3.30425588157553e-05
"1417N","L02BB01","L","S",148.14,100,5,"ORAL",3.30425588157553e-05
"14181J","L01XK01","L","A",3234.75,56,5,"ORAL",3.30425588157553e-05
"14190W","L01XK02","L","A",9712.26,84,5,"ORAL",3.30425588157553e-05
"14196E","L01XK02","L","A",6474.84,56,5,"ORAL",3.30425588157553e-05
"14206Q","L01XK02","L","A",6474.84,56,5,"ORAL",3.30425588157553e-05
"14207R","L01XK02","L","A",9712.26,84,2,"ORAL",3.30425588157553e-05
"14208T","L01XK01","L","A",3234.75,56,5,"ORAL",3.30425588157553e-05
"14212B","L01XK02","L","A",9712.26,84,2,"ORAL",3.30425588157553e-05
"14215E","L01XK01","L","A",3234.75,56,6,"ORAL",3.30425588157553e-05
"14216F","L01XK01","L","A",3234.75,56,6,"ORAL",3.30425588157553e-05
"14221L","L04AB04","L","A",444.17,2,5,"INJECTION",3.30425588157553e-05
"14222M","L04AB04","L","A",444.17,2,6,"INJECTION",3.30425588157553e-05
"14224P","L01EX07","L","S",9310,30,2,"ORAL",3.30425588157553e-05
"14225Q","L01FF05","L","S",6747.37,1,4,"INJECTION",3.30425588157553e-05
"14230Y","L01EX12","L","A",3300,1,2,"ORAL",3.30425588157553e-05
"14234E","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"14236G","L01EE04","L","A",6950,60,5,"ORAL",3.30425588157553e-05
"14237H","L01EX07","L","S",9310,30,5,"ORAL",3.30425588157553e-05
"14242N","L04AB04","L","A",444.17,2,0,"INJECTION",3.30425588157553e-05
"14243P","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"14244Q","L04AB04","L","A",567.42,2,6,"INJECTION",3.30425588157553e-05
"14245R","L04AB04","L","A",567.42,2,0,"INJECTION",3.30425588157553e-05
"14246T","L01EX07","L","S",9310,30,2,"ORAL",3.30425588157553e-05
"14247W","L01FF05","L","S",6747.37,1,5,"INJECTION",3.30425588157553e-05
"14248X","L01FF05","L","S",6747.37,1,3,"INJECTION",3.30425588157553e-05
"14251C","L04AB04","L","A",444.17,2,5,"INJECTION",3.30425588157553e-05
"14254F","L01EX07","L","S",9310,30,5,"ORAL",3.30425588157553e-05
"14256H","L01EX12","L","A",3300,1,5,"ORAL",3.30425588157553e-05
"14257J","L01EX12","L","A",2475,56,2,"ORAL",3.30425588157553e-05
"14258K","L01EX12","L","A",2475,56,5,"ORAL",3.30425588157553e-05
"14261N","L04AB04","L","A",444.17,2,5,"INJECTION",3.30425588157553e-05
"14262P","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"14263Q","L04AB04","L","A",444.17,2,0,"INJECTION",3.30425588157553e-05
"14265T","L01EX07","L","S",9310,30,2,"ORAL",3.30425588157553e-05
"14266W","L01FF05","L","S",6747.37,1,5,"INJECTION",3.30425588157553e-05
"14267X","L01FF05","L","S",6747.37,1,7,"INJECTION",3.30425588157553e-05
"14269B","L01FF05","L","S",6747.37,1,7,"INJECTION",3.30425588157553e-05
"14272E","L04AB04","L","A",444.17,2,6,"INJECTION",3.30425588157553e-05
"14275H","L04AB04","L","A",567.42,2,5,"INJECTION",3.30425588157553e-05
"14278L","L01FF05","L","S",6747.37,1,3,"INJECTION",3.30425588157553e-05
"14282Q","L01EX12","L","A",9900,56,5,"ORAL",3.30425588157553e-05
"14283R","L04AB04","L","A",444.17,2,0,"INJECTION",3.30425588157553e-05
"14284T","L04AB04","L","A",444.17,2,6,"INJECTION",3.30425588157553e-05
"14287Y","L01EE04","L","A",17375,60,5,"ORAL",3.30425588157553e-05
"14288B","L01FF05","L","S",6747.37,1,7,"INJECTION",3.30425588157553e-05
"14297L","L01EX07","L","S",9310,30,5,"ORAL",3.30425588157553e-05
"14300P","L01EX12","L","A",9900,56,2,"ORAL",3.30425588157553e-05
"1454M","L02AE03","L","R",181.32,1,5,"IMPLANTATION",3.30425588157553e-05
"14566P","L01FF05","L","S",6747.37,1,8,"INJECTION",3.30425588157553e-05
"14580J","L01EL01","L","A",5194.37,30,2,"ORAL",3.30425588157553e-05
"14584N","L01XX52","L","A",1563.04,1,0,"ORAL",3.30425588157553e-05
"14585P","L01XX52","L","A",7241.87,120,4,"ORAL",3.30425588157553e-05
"14586Q","L04AB04","L","A",444.17,2,0,"INJECTION",3.30425588157553e-05
"14587R","L04AB04","L","S",618.9,1,5,"INJECTION",3.30425588157553e-05
"14589W","L04AC21","L","A",3260,2,2,"INJECTION",3.30425588157553e-05
"14590X","L04AC21","L","A",3260,2,2,"INJECTION",3.30425588157553e-05
"14591Y","L04AB04","L","A",444.17,2,5,"INJECTION",3.30425588157553e-05
"14593C","L04AC21","L","A",3260,2,1,"INJECTION",3.30425588157553e-05
"14595E","L01XX52","L","A",7241.87,120,5,"ORAL",3.30425588157553e-05
"14596F","L01EL01","L","A",7791.55,90,4,"ORAL",3.30425588157553e-05
"14597G","L01EL01","L","A",7791.55,90,2,"ORAL",3.30425588157553e-05
"14598H","L01EL01","L","A",7791.55,30,2,"ORAL",3.30425588157553e-05
"14600K","L04AE05","L","A",1303.58,28,3,"ORAL",3.30425588157553e-05
"14601L","L04AE05","L","A",1303.58,28,5,"ORAL",3.30425588157553e-05
"14602M","L04AC21","L","A",3260,2,2,"INJECTION",3.30425588157553e-05
"14603N","L01EL01","L","A",7791.55,30,5,"ORAL",3.30425588157553e-05
"14604P","L01EL01","L","A",7791.55,90,5,"ORAL",3.30425588157553e-05
"14605Q","L04AJ05","L","A",8323.2,180,5,"ORAL",3.30425588157553e-05
"14607T","L04AE03","L","S",1921.08,28,5,"ORAL",3.30425588157553e-05
"14612C","L01EL01","L","A",5194.37,30,4,"ORAL",3.30425588157553e-05
"14618J","L04AC21","L","A",3260,2,1,"INJECTION",3.30425588157553e-05
"14620L","L01EL01","L","A",5194.37,30,5,"ORAL",3.30425588157553e-05
"14621M","L01EL01","L","A",7791.55,30,4,"ORAL",3.30425588157553e-05
"14622N","L04AB04","L","S",618.9,1,5,"INJECTION",3.30425588157553e-05
"14625R","L04AC21","L","A",3260,2,1,"INJECTION",3.30425588157553e-05
"14628X","L04AB04","L","A",444.17,2,6,"INJECTION",3.30425588157553e-05
"14629Y","L04AB04","L","S",444.17,2,5,"INJECTION",3.30425588157553e-05
"14643Q","L01BA01","L","U",7.5,10,5,"ORAL",3.30425588157553e-05
"14658L","L01AA05","L","A",1622.09,1,5,"APPLICATION",3.30425588157553e-05
"14665W","L01XX74","L","A",22060,90,5,"ORAL",3.30425588157553e-05
"14683T","L01XK04","L","A",3465.8,30,5,"ORAL",3.30425588157553e-05
"14684W","L01XK04","L","A",3465.8,30,5,"ORAL",3.30425588157553e-05
"14685X","L01XK04","L","A",3465.8,30,5,"ORAL",3.30425588157553e-05
"14687B","L01XK01","L","A",3234.75,56,5,"ORAL",3.30425588157553e-05
"14689D","L01XK01","L","A",3234.75,56,5,"ORAL",3.30425588157553e-05
"14690E","L01XK04","L","A",3465.8,30,5,"ORAL",3.30425588157553e-05
"14693H","L01EX22","L","S",1975,56,5,"ORAL",3.30425588157553e-05
