dataset	variable	code	label
DEATHS	SEIFA_IRSD_DEC	6	6
DEATHS	SEIFA_IRSD_DEC	7	7
DEATHS	SEIFA_IRSD_DEC	8	8
DEATHS	SEIFA_IRSD_DEC	9	9
DEATHS	SEIFA_IRSD_DEC_2021	1	Lowest 10 per cent of areas (most disadvantaged)
DEATHS	SEIFA_IRSD_DEC_2021	10	Highest 10 per cent of areas (most advantaged)
DEATHS	SEIFA_IRSD_DEC_2021	2	2
DEATHS	SEIFA_IRSD_DEC_2021	3	3
DEATHS	SEIFA_IRSD_DEC_2021	4	4
DEATHS	SEIFA_IRSD_DEC_2021	5	5
DEATHS	SEIFA_IRSD_DEC_2021	6	6
DEATHS	SEIFA_IRSD_DEC_2021	7	7
DEATHS	SEIFA_IRSD_DEC_2021	8	8
DEATHS	SEIFA_IRSD_DEC_2021	9	9
DEX	PRIORITYGRP	at-risk young people	at-risk young people
DEX	PRIORITYGRP	older unemployed people	older unemployed people
DEX	PRIORITYGRP	students at risk of moving to long-term unemployment or unemployed former students	students at risk of moving to long-term unemployment or unemployed former students
DEX	PRIORITYGRP	young parents	young parents
DEX	PRIORITYGRP	younger carers	younger carers
DEX	THEDAYOFWEEK	1	1
DEX	THEDAYOFWEEK	2	2
DEX	THEDAYOFWEEK	3	3
DEX	THEDAYOFWEEK	4	4
DEX	THEDAYOFWEEK	5	5
DEX	THEDAYOFWEEK	6	6
DEX	THEDAYOFWEEK	7	7
DOMINO	ACTV_PRTCPN_CODE	(blank)	Missing (supplementary)
DOMINO	ACTV_PRTCPN_CODE	N	No
DOMINO	ACTV_PRTCPN_CODE	NR	Not required
DOMINO	ACTV_PRTCPN_CODE	Y	Yes
DOMINO	ADDR_PRTY	1	Temporary
DOMINO	ADDR_PRTY	2	Term
DOMINO	ADDR_PRTY	3	Home
DOMINO	ADDR_PRTY	5	Postal/Other
DOMINO	ADDR_TYPE_CODE	BUS	Business Address
DOMINO	ADDR_TYPE_CODE	FPO	FAO Postal Address
DOMINO	ADDR_TYPE_CODE	HOM	Home Address
DOMINO	ADDR_TYPE_CODE	NAD	Nominee Address
DOMINO	ADDR_TYPE_CODE	PHY	Physical Address
DOMINO	ADDR_TYPE_CODE	POS	Postal Address
DOMINO	ADDR_TYPE_CODE	TEM	Temporary Address
DOMINO	ADDR_TYPE_CODE	TER	Term Address
DOMINO	AGE_GROUP	21 to 24	21 to 24
DOMINO	AGE_GROUP	25 to 34	25 to 34
DOMINO	AGE_GROUP	35 to 44	35 to 44
DOMINO	AGE_GROUP	45 to 54	45 to 54
DOMINO	AGE_GROUP	55 to 64	55 to 64
DOMINO	AGE_GROUP	65 and over	65 and over
DOMINO	AGE_GROUP	Under 16	under 16
DOMINO	AGE_GROUP	Unknown	Unknown (supplementary)
DOMINO	BEN_STATUS	CUR	Current
DOMINO	BEN_STATUS	SUS	Suspended
DOMINO	BEN_TYPE	ABA	Abstudy - Schooling Applicant
DOMINO	BEN_TYPE	ABS	ABSTUDY - Secondary/Tertiary - CEPS
DOMINO	BEN_TYPE	ABY	Abstudy
DOMINO	BEN_TYPE	AEP	Admin ETR Payment
DOMINO	BEN_TYPE	AGE	Age Pension
DOMINO	BEN_TYPE	AIC	Assistance for Isolated Children
DOMINO	BEN_TYPE	ASP	Approved Service provider
DOMINO	BEN_TYPE	AUS	Austudy
DOMINO	BEN_TYPE	BBY	Baby Bonus
DOMINO	BEN_TYPE	BRV	Bereavement Payment CDA
DOMINO	BEN_TYPE	BSW	Business Services Wage Assessment Tool
DOMINO	BEN_TYPE	BVA	Bereavement Allowance
DOMINO	BEN_TYPE	CAR	Carer Payment
DOMINO	BEN_TYPE	CCF	Child Care Benefit (Formal)
DOMINO	BEN_TYPE	CCI	Child Care Benefit (Informal)
DOMINO	BEN_TYPE	CDA	Carer Allowance
DOMINO	BEN_TYPE	CEA	Clean Energy Advance
DOMINO	BEN_TYPE	CLS	Low Income Supplement
DOMINO	BEN_TYPE	DAP	Dad and Partner Pay
DOMINO	BEN_TYPE	DOP	Double Orphan Pension
DOMINO	BEN_TYPE	DRP	Drought Relief Payment
DOMINO	BEN_TYPE	DSP	Disability Support Pension
DOMINO	BEN_TYPE	DWS	Disability Wage Supplement
DOMINO	BEN_TYPE	ECP	Exceptional Circumstance Payment
DOMINO	BEN_TYPE	EIC	Assistance for Isolated Children
DOMINO	BEN_TYPE	EMG	Emergency Payment
DOMINO	BEN_TYPE	EPA	Pensioner Education Supp. - Abstudy
DOMINO	BEN_TYPE	EPF	Pensioner Education Supp. - FaCS
DOMINO	BEN_TYPE	ERA	Emergency Recovery Assistance
DOMINO	BEN_TYPE	ERP	Emergency Recovery Payment
DOMINO	BEN_TYPE	FFR	Farm Family Restart
DOMINO	BEN_TYPE	FHA	Farm Household Allowance
DOMINO	BEN_TYPE	FHS	Farm Household Support
DOMINO	BEN_TYPE	FPA	Family Allowance
DOMINO	BEN_TYPE	FSP	Future Flexible Support Payment [or Australian Emergency Pandemic Income Support]
DOMINO	BEN_TYPE	FTB	Family Tax Benefit
DOMINO	BEN_TYPE	FTBA	Family Tax Benefit Part A (supplementary)
DOMINO	BEN_TYPE	FTBB	Family Tax Benefit Part B (supplementary)
DOMINO	BEN_TYPE	FTP	Family Tax Payment
DOMINO	BEN_TYPE	GSR	Savings Bonus GSR Assistance Scheme
DOMINO	BEN_TYPE	INM	Income Management
DOMINO	BEN_TYPE	JMP	Settlement- Judgement Interest Payment
DOMINO	BEN_TYPE	JSA	Job Search Allowance
DOMINO	BEN_TYPE	JSP	Jobseeker Payment
DOMINO	BEN_TYPE	LIC	Low Income Card
DOMINO	BEN_TYPE	MAA	Mature Age Allowance
DOMINO	BEN_TYPE	MAT	Maternity Allowance
DOMINO	BEN_TYPE	MEP	Medical Equipment Payment
DOMINO	BEN_TYPE	MIA	Maternity Immunisation Allowance
DOMINO	BEN_TYPE	MOB	Mobility Allowance
DOMINO	BEN_TYPE	MPA	Mature Age Partner Allowance
DOMINO	BEN_TYPE	MPY	Maternity Payment
DOMINO	BEN_TYPE	NMA	Newstart Mature Age Allowance
DOMINO	BEN_TYPE	NSA	Newstart Allowance
DOMINO	BEN_TYPE	NSS	Newstart
DOMINO	BEN_TYPE	OVR	Advance over recovered
DOMINO	BEN_TYPE	PBB	Pension Bereavement Bonus Payment
DOMINO	BEN_TYPE	PDB	Pensions Deferred Bonus
DOMINO	BEN_TYPE	PEN	Pensions
DOMINO	BEN_TYPE	PES	Pensioner Education Supplement
DOMINO	BEN_TYPE	PGA	Parenting Allowance
DOMINO	BEN_TYPE	PPL	Parental Leave Pay
DOMINO	BEN_TYPE	PPP	Parenting Payment Partnered
DOMINO	BEN_TYPE	PPS	Parenting Payment Single
DOMINO	BEN_TYPE	PTA	Partner Allowance
DOMINO	BEN_TYPE	RAF	Rent Assistance Family (supplementary)
DOMINO	BEN_TYPE	RAG	Rent Assistance Parenting (supplementary)
DOMINO	BEN_TYPE	RAN	Rent Assistance Newstart (supplementary)
DOMINO	BEN_TYPE	RAP	Rent Assistance Pension (supplementary)
DOMINO	BEN_TYPE	RAS	Rent Assistance Abstudy (supplementary)
DOMINO	BEN_TYPE	RHB	Rehabilitation Allowance
DOMINO	BEN_TYPE	RRG	Farm Help - Re Establishment Grant
DOMINO	BEN_TYPE	SBP	Stillborn Baby Payment
DOMINO	BEN_TYPE	SHC	Senior Health Card
DOMINO	BEN_TYPE	SKA	Sickness Allowance
DOMINO	BEN_TYPE	SPL	Special Benefit
DOMINO	BEN_TYPE	SPP	Sole Parent Pension
DOMINO	BEN_TYPE	SVG	Savings Bonus GST Assistance Scheme
DOMINO	BEN_TYPE	SVK	Savings Bonus for existing CIS customers
DOMINO	BEN_TYPE	SVT	Savings Bonus via ATO
DOMINO	BEN_TYPE	SVV	Savings Bonus via DVA
DOMINO	BEN_TYPE	SVW	Savings Bonus paid by CLK
DOMINO	BEN_TYPE	TLA	Transition to Independent Living Allowance
DOMINO	BEN_TYPE	UNK	Unknown
DOMINO	BEN_TYPE	WDA	Widow Allowance
DOMINO	BEN_TYPE	WFA	Wife Pension (Age Pension)
DOMINO	BEN_TYPE	WFD	Wife Pension (Disability Support Pension)
DOMINO	BEN_TYPE	WFR	Wife Pension (Rehabilitation Allowance)
DOMINO	BEN_TYPE	WFW	Wife Pension (Disability Wage Supplement)
DOMINO	BEN_TYPE	WID	Widow B Pension
DOMINO	BEN_TYPE	YAL	Youth Allowance
DOMINO	BEN_TYPE	YLA	Youth Allowance (Apprentice) (supplementary)
DOMINO	BEN_TYPE	YLO	Youth Allowance (Other) (supplementary)
DOMINO	BEN_TYPE	YLS	Youth Allowance (Student) (supplementary)
DOMINO	BEN_TYPE	YTA	Youth Training Allowance
DOMINO	BEN_TYPE_CODE	ABA	Abstudy - Schooling Applicant
DOMINO	BEN_TYPE_CODE	ABS	ABSTUDY - Secondary/Tertiary - CEPS
DOMINO	BEN_TYPE_CODE	ABY	Abstudy
DOMINO	BEN_TYPE_CODE	AEP	Admin ETR Payment
DOMINO	BEN_TYPE_CODE	AGE	Age Pension
DOMINO	BEN_TYPE_CODE	AIC	Assistance for Isolated Children
DOMINO	BEN_TYPE_CODE	ASP	Approved Service provider
DOMINO	BEN_TYPE_CODE	AUS	Austudy
DOMINO	BEN_TYPE_CODE	BBY	Baby Bonus
DOMINO	BEN_TYPE_CODE	BRV	Bereavement Payment CDA
DOMINO	BEN_TYPE_CODE	BSW	Business Services Wage Assessment Tool
DOMINO	BEN_TYPE_CODE	BVA	Bereavement Allowance
DOMINO	BEN_TYPE_CODE	CAR	Carer Payment
DOMINO	BEN_TYPE_CODE	CCF	Child Care Benefit (Formal)
DOMINO	BEN_TYPE_CODE	CCI	Child Care Benefit (Informal)
DOMINO	BEN_TYPE_CODE	CDA	Carer Allowance
DOMINO	BEN_TYPE_CODE	CEA	Clean Energy Advance
DOMINO	BEN_TYPE_CODE	CLS	Low Income Supplement
DOMINO	BEN_TYPE_CODE	DAP	Dad and Partner Pay
DOMINO	BEN_TYPE_CODE	DOP	Double Orphan Pension
DOMINO	BEN_TYPE_CODE	DRP	Drought Relief Payment
DOMINO	BEN_TYPE_CODE	DSP	Disability Support Pension
DOMINO	BEN_TYPE_CODE	DWS	Disability Wage Supplement
DOMINO	BEN_TYPE_CODE	ECP	Exceptional Circumstance Payment
DOMINO	BEN_TYPE_CODE	EIC	Assistance for Isolated Children
DOMINO	BEN_TYPE_CODE	EMG	Emergency Payment
DOMINO	BEN_TYPE_CODE	EPA	Pensioner Education Supp. - Abstudy
DOMINO	BEN_TYPE_CODE	EPF	Pensioner Education Supp. - FaCS
DOMINO	BEN_TYPE_CODE	ERA	Emergency Recovery Assistance
DOMINO	BEN_TYPE_CODE	ERP	Emergency Recovery Payment
DOMINO	BEN_TYPE_CODE	FFR	Farm Family Restart
DOMINO	BEN_TYPE_CODE	FHA	Farm Household Allowance
DOMINO	BEN_TYPE_CODE	FHS	Farm Household Support
DOMINO	BEN_TYPE_CODE	FPA	Family Allowance
DOMINO	BEN_TYPE_CODE	FSP	Future Flexible Support Payment [or Australian Emergency Pandemic Income Support]
DOMINO	BEN_TYPE_CODE	FTB	Family Tax Benefit
DOMINO	BEN_TYPE_CODE	FTBA	Family Tax Benefit Part A (supplementary)
DOMINO	BEN_TYPE_CODE	FTBB	Family Tax Benefit Part B (supplementary)
DOMINO	BEN_TYPE_CODE	FTP	Family Tax Payment
DOMINO	BEN_TYPE_CODE	GSR	Savings Bonus GSR Assistance Scheme
DOMINO	BEN_TYPE_CODE	INM	Income Management
DOMINO	BEN_TYPE_CODE	JMP	Settlement- Judgement Interest Payment
DOMINO	BEN_TYPE_CODE	JSA	Job Search Allowance
DOMINO	BEN_TYPE_CODE	JSP	Jobseeker Payment
DOMINO	BEN_TYPE_CODE	LIC	Low Income Card
DOMINO	BEN_TYPE_CODE	MAA	Mature Age Allowance
DOMINO	BEN_TYPE_CODE	MAT	Maternity Allowance
DOMINO	BEN_TYPE_CODE	MEP	Medical Equipment Payment
DOMINO	BEN_TYPE_CODE	MIA	Maternity Immunisation Allowance
DOMINO	BEN_TYPE_CODE	MOB	Mobility Allowance
DOMINO	BEN_TYPE_CODE	MPA	Mature Age Partner Allowance
DOMINO	BEN_TYPE_CODE	MPY	Maternity Payment
DOMINO	BEN_TYPE_CODE	NMA	Newstart Mature Age Allowance
DOMINO	BEN_TYPE_CODE	NSA	Newstart Allowance
DOMINO	BEN_TYPE_CODE	NSS	Newstart
DOMINO	BEN_TYPE_CODE	OVR	Advance over recovered
DOMINO	BEN_TYPE_CODE	PBB	Pension Bereavement Bonus Payment
DOMINO	BEN_TYPE_CODE	PDB	Pensions Deferred Bonus
DOMINO	BEN_TYPE_CODE	PEN	Pensions
DOMINO	BEN_TYPE_CODE	PES	Pensioner Education Supplement
DOMINO	BEN_TYPE_CODE	PGA	Parenting Allowance
DOMINO	BEN_TYPE_CODE	PPL	Parental Leave Pay
DOMINO	BEN_TYPE_CODE	PPP	Parenting Payment Partnered
DOMINO	BEN_TYPE_CODE	PPS	Parenting Payment Single
DOMINO	BEN_TYPE_CODE	PTA	Partner Allowance
DOMINO	BEN_TYPE_CODE	RAF	Rent Assistance Family (supplementary)
DOMINO	BEN_TYPE_CODE	RAG	Rent Assistance Parenting (supplementary)
DOMINO	BEN_TYPE_CODE	RAN	Rent Assistance Newstart (supplementary)
DOMINO	BEN_TYPE_CODE	RAP	Rent Assistance Pension (supplementary)
DOMINO	BEN_TYPE_CODE	RAS	Rent Assistance Abstudy (supplementary)
DOMINO	BEN_TYPE_CODE	RHB	Rehabilitation Allowance
DOMINO	BEN_TYPE_CODE	RRG	Farm Help - Re Establishment Grant
DOMINO	BEN_TYPE_CODE	SBP	Stillborn Baby Payment
DOMINO	BEN_TYPE_CODE	SHC	Senior Health Card
DOMINO	BEN_TYPE_CODE	SKA	Sickness Allowance
DOMINO	BEN_TYPE_CODE	SPL	Special Benefit
DOMINO	BEN_TYPE_CODE	SPP	Sole Parent Pension
DOMINO	BEN_TYPE_CODE	SVG	Savings Bonus GST Assistance Scheme
DOMINO	BEN_TYPE_CODE	SVK	Savings Bonus for existing CIS customers
DOMINO	BEN_TYPE_CODE	SVT	Savings Bonus via ATO
DOMINO	BEN_TYPE_CODE	SVV	Savings Bonus via DVA
DOMINO	BEN_TYPE_CODE	SVW	Savings Bonus paid by CLK
DOMINO	BEN_TYPE_CODE	TLA	Transition to Independent Living Allowance
DOMINO	BEN_TYPE_CODE	UNK	Unknown
DOMINO	BEN_TYPE_CODE	WDA	Widow Allowance
DOMINO	BEN_TYPE_CODE	WFA	Wife Pension (Age Pension)
DOMINO	BEN_TYPE_CODE	WFD	Wife Pension (Disability Support Pension)
DOMINO	BEN_TYPE_CODE	WFR	Wife Pension (Rehabilitation Allowance)
DOMINO	BEN_TYPE_CODE	WFW	Wife Pension (Disability Wage Supplement)
DOMINO	BEN_TYPE_CODE	WID	Widow B Pension
DOMINO	BEN_TYPE_CODE	YAL	Youth Allowance
DOMINO	BEN_TYPE_CODE	YLA	Youth Allowance (Apprentice) (supplementary)
DOMINO	BEN_TYPE_CODE	YLO	Youth Allowance (Other) (supplementary)
DOMINO	BEN_TYPE_CODE	YLS	Youth Allowance (Student) (supplementary)
DOMINO	BEN_TYPE_CODE	YTA	Youth Training Allowance
DOMINO	BUS_DLY_INC_REAL_ESTATE_CODE	AV0	Aust Valuation Office Online Valuation
DOMINO	BUS_DLY_INC_REAL_ESTATE_CODE	AVA	Aust Valuation Office Auto Request(auto only)
DOMINO	BUS_DLY_INC_REAL_ESTATE_CODE	AVB	AVO Benchmark Auto Update Yr2 (auto only)
DOMINO	BUS_DLY_INC_REAL_ESTATE_CODE	AVD	AVO Desktop Review Year 4
DOMINO	BUS_DLY_INC_REAL_ESTATE_CODE	AVK	AVO Kerbside Review Year 8
DOMINO	BUS_DLY_INC_REAL_ESTATE_CODE	AVO	Aust Valuation Office Online Valuation
DOMINO	BUS_DLY_INC_REAL_ESTATE_CODE	AVU	AVO Benchmark Auto Update Yr6 (auto only)
DOMINO	BUS_DLY_INC_REAL_ESTATE_CODE	AVY	AVO Accelerated Review
DOMINO	BUS_DLY_INC_REAL_ESTATE_CODE	CLI	Client Estimate
DOMINO	BUS_DLY_INC_REAL_ESTATE_CODE	CNV	Conversion
DOMINO	BUS_DLY_INC_REAL_ESTATE_CODE	DSF	Decision Support Facility
DOMINO	BUS_DLY_INC_REAL_ESTATE_CODE	EST	Formal Estimate
DOMINO	BUS_DLY_INC_REAL_ESTATE_CODE	EX5	Exempt family home as asset for 5 yrs
DOMINO	BUS_DLY_INC_REAL_ESTATE_CODE	EXE	General 2 year exemption
DOMINO	BUS_DLY_INC_REAL_ESTATE_CODE	IDX	Real Estate Indexation
DOMINO	BUS_DLY_INC_REAL_ESTATE_CODE	MAN	One off AVO Valuation
DOMINO	BUS_DLY_INC_REAL_ESTATE_CODE	NVE	No Valuation/estimate required
DOMINO	BUS_DLY_INC_REAL_ESTATE_CODE	ONS	Full Onsite Valuation
DOMINO	BUS_DLY_INC_REAL_ESTATE_CODE	OTH	Other
DOMINO	BUS_DLY_INC_REAL_ESTATE_CODE	PRV	Professional Valuation
DOMINO	BUS_DLY_INC_REAL_ESTATE_CODE	PUR	Recently Purchased
DOMINO	BUS_DLY_INC_REAL_ESTATE_CODE	REV	Review of Valuation
DOMINO	BUS_DLY_INC_REAL_ESTATE_CODE	VAL	Formal Valuation
DOMINO	CDEP_FREQ_CODE	12W	Twelve weekly
DOMINO	CDEP_FREQ_CODE	1WE	Weekly
DOMINO	CDEP_FREQ_CODE	2MT	Bi-monthly
DOMINO	CDEP_FREQ_CODE	2WE	Fortnightly
DOMINO	CDEP_FREQ_CODE	3MT	Quarterly
DOMINO	CDEP_FREQ_CODE	4WE	Four weekly
DOMINO	CDEP_FREQ_CODE	6MT	Half yearly
DOMINO	CDEP_FREQ_CODE	8WE	Eight weekly
DOMINO	CDEP_FREQ_CODE	ANN	Annually
DOMINO	CDEP_FREQ_CODE	DLY	Daily
DOMINO	CDEP_FREQ_CODE	HMT	Twice monthly
DOMINO	CDEP_FREQ_CODE	IOP	Other
DOMINO	CDEP_FREQ_CODE	MTH	Monthly
DOMINO	CDEP_FREQ_CODE	ONE	One-off
DOMINO	CDEP_FREQ_CODE	QTR	Quarterly
DOMINO	CHNL	CNI	1 July 2006 Conversion - impairment rate
DOMINO	CHNL	CNV	1 July 2006 Conversion - no impairment rate
DOMINO	CHNL	CSO	Customer Service Officer
DOMINO	CHNL	ESA	Employment Services Assessment
DOMINO	CHNL	GCD	Government Contracted Doctors
DOMINO	CHNL	JCA	Job Capacity Assessment
DOMINO	CHNL	SAM	Specialist assessment referral - manual
DOMINO	CHNL	SAR	Specialist assessment referral
DOMINO	CHNL	WEB	Online channel
DOMINO	CODE_TYPE	ADULT MED	Adult Medical
DOMINO	CODE_TYPE	CHILD MED	Child Medical
DOMINO	CODE_TYPE	CHILD NON RDL	Child Non Recognised Medical Condition
DOMINO	CODE_TYPE	CHILD RDL	Child Recognised Medical Condition
DOMINO	CODE_VALUE	ABI	Acquired Brain Impairment
DOMINO	CODE_VALUE	AMP	Amputation
DOMINO	CODE_VALUE	CAN	Cancer/Tumour
DOMINO	CODE_VALUE	CFS	Chronic Fatigue/Post Viral Syndrome
DOMINO	CODE_VALUE	CGA	Congenital abnormalities
DOMINO	CODE_VALUE	CHR	Chronic pain
DOMINO	CODE_VALUE	CIR	Circulatory system
DOMINO	CODE_VALUE	EIS	Endocrine and Immune system
DOMINO	CODE_VALUE	GIS	Gastro-intestinal system
DOMINO	CODE_VALUE	IFD	Infectious diseases
DOMINO	CODE_VALUE	IHD	Inherited disorders
DOMINO	CODE_VALUE	INT	Intellectual/Learning
DOMINO	CODE_VALUE	MUS	Musculo-skeletal and Connective tissue
DOMINO	CODE_VALUE	NER	Nervous system
DOMINO	CODE_VALUE	PFC	Poorly defined cause
DOMINO	CODE_VALUE	PSY	Psychological/Psychiatric
DOMINO	CODE_VALUE	REP	Reproductive system
DOMINO	CODE_VALUE	RES	Respiratory system
DOMINO	CODE_VALUE	SDB	Skin disorder and burns
DOMINO	CODE_VALUE	SEN	Sense organs
DOMINO	CODE_VALUE	UNK	Granted prior to 12.11.91
DOMINO	CODE_VALUE	URO	Urogenital system
DOMINO	CODE_VALUE	VIS	Visceral disorder
DOMINO	CONCESSION	HCC	Health Care Card
DOMINO	CONCESSION	PCC	Pensioner Concession Card
DOMINO	CONCESSION	SHC	Seniors Health Care Card
DOMINO	COURSE_LVL	API	Apprentice/Trainee - INC only
DOMINO	COURSE_LVL	APT	Apprentice/Trainee
DOMINO	COURSE_LVL	ASD	Assoc Diploma (edu_ftb only)
DOMINO	COURSE_LVL	BAC	Bachelors Degree (edu_ftb only)
DOMINO	COURSE_LVL	C01	Certificate Level I
DOMINO	COURSE_LVL	C02	Certificate Level II
DOMINO	COURSE_LVL	C03	Certificate Level III
DOMINO	COURSE_LVL	C04	Certificate Level IV
DOMINO	COURSE_LVL	DIP	Diploma (edu_ftb only)
DOMINO	COURSE_LVL	DOC	Doctorate
DOMINO	COURSE_LVL	ESL	English as a second language
DOMINO	COURSE_LVL	HEB	Bridging Crs (edu_ftb only)
DOMINO	COURSE_LVL	HGA	Honours Group A Course
DOMINO	COURSE_LVL	HGB	Honours Group B Course
DOMINO	COURSE_LVL	HNR	Hnrs/Masters Qu (edu_ftb only)
DOMINO	COURSE_LVL	MSR	Masters - by Research
DOMINO	COURSE_LVL	MST	Masters
DOMINO	COURSE_LVL	N	Never Studied
DOMINO	COURSE_LVL	NLE	Unapproved course
DOMINO	COURSE_LVL	NR	Not recorded
DOMINO	COURSE_LVL	P	Primary
DOMINO	COURSE_LVL	P00	Year 0 Primary Studies
DOMINO	COURSE_LVL	P01	Year 1 Primary Studies
DOMINO	COURSE_LVL	P02	Year 2 Primary Studies
DOMINO	COURSE_LVL	P03	Year 3 Primary Studies
DOMINO	COURSE_LVL	P04	Year 4 Primary Studies
DOMINO	COURSE_LVL	P05	Year 5 Primary Studies
DOMINO	COURSE_LVL	P06	Year 6 Primary Studies
DOMINO	COURSE_LVL	P07	Year 7 Primary Studies
DOMINO	COURSE_LVL	PGR	Post-Grad Diploma (edu_ftb only)
DOMINO	COURSE_LVL	PRE	Preschool
DOMINO	COURSE_LVL	PRI	Primary
DOMINO	COURSE_LVL	S	Secondary
DOMINO	COURSE_LVL	S07	Year 7 Secondary Studies
DOMINO	COURSE_LVL	S08	Year 8 Secondary Studies
DOMINO	COURSE_LVL	S09	Year 9 Secondary Studies
DOMINO	COURSE_LVL	S10	Year 10 Secondary Studies
DOMINO	COURSE_LVL	S11	Year 11 Secondary Studies/Adult Matric
DOMINO	COURSE_LVL	S12	Year 12 Secondary Studies/Adult Matric
DOMINO	COURSE_LVL	S13	Year 13 Secondary Studies/Adult Matric
DOMINO	COURSE_LVL	SC1	Secondary-Not at School-Certificate I
DOMINO	COURSE_LVL	SC2	Secondary-Not at School-Certificate II
DOMINO	COURSE_LVL	SLT	#N/A
DOMINO	COURSE_LVL	SNS	Secondary-Not at School
DOMINO	COURSE_LVL	SSN	Secondary Scholarship Non School
DOMINO	COURSE_LVL	SXX	Secondary - Unspecified Intended Course
DOMINO	COURSE_LVL	T	Tertiary
DOMINO	COURSE_LVL	TGA	Tertiary Group A Course
DOMINO	COURSE_LVL	TGB	Tertiary Group B Course
DOMINO	COURSE_LVL	TGC	Tertiary Group C Course
DOMINO	COURSE_LVL	TGD	Tertiary Group D Course
DOMINO	COURSE_LVL	TRA	Trade Qual (edu_ftb only)
DOMINO	COURSE_LVL	TSC	Tertiary Scholarship Course (Level C)
DOMINO	COURSE_LVL	TXX	Tertiary - unspecified intended course
DOMINO	COURSE_LVL	U	Ungraded
DOMINO	COURSE_LVL	U10	Less than Year 10 Sec (edu_ftb only)
DOMINO	COURSE_LVL	UGR	Undergraduate (edu_ftb only)
DOMINO	COURSE_LVL	UNG	Ungraded
DOMINO	COURSE_LVL	UPC	University Preparatory Course
DOMINO	COURSE_LVL	Y10	Year 10 Secondary (edu_ftb only)
DOMINO	COURSE_LVL	Y11	Year 11 Secondary (edu_ftb only)
DOMINO	COURSE_LVL	Y12	Year 12 Secondary (edu_ftb only)
DOMINO	COURSE_LVL	Y13	Year 13 Secondary (edu_ftb only)
DOMINO	COURSE_TYPE_DESC	Associate Diploma	Associate Diploma
DOMINO	COURSE_TYPE_DESC	Bachelors Degree	Bachelors Degree
DOMINO	COURSE_TYPE_DESC	Bridging Course	Bridging Course
DOMINO	COURSE_TYPE_DESC	Certificate 1	Certificate 1
DOMINO	COURSE_TYPE_DESC	Certificate 2	Certificate 2
DOMINO	COURSE_TYPE_DESC	Certificate 3	Certificate 3
DOMINO	COURSE_TYPE_DESC	Certificate 4	Certificate 4
DOMINO	COURSE_TYPE_DESC	Diploma	Diploma
DOMINO	COURSE_TYPE_DESC	Doctorate	Doctorate
DOMINO	COURSE_TYPE_DESC	Honours/Masters	Honours/Masters
DOMINO	COURSE_TYPE_DESC	Less than Year 10 Secondary	Less than Year 10 Secondary
DOMINO	COURSE_TYPE_DESC	Masters Degree	Masters Degree
DOMINO	COURSE_TYPE_DESC	Post-Graduate Diploma	Post-Graduate Diploma
DOMINO	COURSE_TYPE_DESC	Trade Qualification	Trade Qualification
DOMINO	COURSE_TYPE_DESC	Under-graduate	Under-graduate
DOMINO	COURSE_TYPE_DESC	Year 10 Secondary	Year 10 Secondary
DOMINO	COURSE_TYPE_DESC	Year 11 Secondary	Year 11 Secondary
DOMINO	COURSE_TYPE_DESC	Year 12 Secondary	Year 12 Secondary
DOMINO	COURSE_TYPE_DESC	Year 13 Secondary	Year 13 Secondary
DOMINO	END_REASON_CODE	APT	Full Time Apprentice/Trainee
DOMINO	END_REASON_CODE	BTR	Benefit Transfer
DOMINO	END_REASON_CODE	C16	CDA child 16th Birthday
DOMINO	END_REASON_CODE	C18	Child age 18
DOMINO	END_REASON_CODE	C19	FTB Child age 19
DOMINO	END_REASON_CODE	C22	SSA Child age 22
DOMINO	END_REASON_CODE	CCD	Cancelled due to card holder DTH
DOMINO	END_REASON_CODE	CND	Cancelled - NDIS Ended
DOMINO	END_REASON_CODE	CNE	Customer not Entitled
DOMINO	END_REASON_CODE	CPP	Customer Precluding Payment
DOMINO	END_REASON_CODE	DEA	Death
DOMINO	END_REASON_CODE	DFP	Dependant of Former Partner
DOMINO	END_REASON_CODE	DPP	Dependant Precluding Payment
DOMINO	END_REASON_CODE	EEX	End Extension Period
DOMINO	END_REASON_CODE	END	End PCS/PCW Period
DOMINO	END_REASON_CODE	FTI	FTB Income Test
DOMINO	END_REASON_CODE	FTS	Full Time Student
DOMINO	END_REASON_CODE	GOS	Gone Overseas
DOMINO	END_REASON_CODE	INC	Child Income over limit
DOMINO	END_REASON_CODE	KMC	End of Med Report - Care Receiver
DOMINO	END_REASON_CODE	KMR	End of Med Report - Care Receiver
DOMINO	END_REASON_CODE	LCC	Child Left Care Custody and Control
DOMINO	END_REASON_CODE	MAN	Manual Override
DOMINO	END_REASON_CODE	MAR	Child in Marriage like relationship
DOMINO	END_REASON_CODE	N39	Not 39 weeks cont on Pen/Ben
DOMINO	END_REASON_CODE	N52	Not 52 weeks cont on ISP
DOMINO	END_REASON_CODE	NCC	Child not ICC
DOMINO	END_REASON_CODE	NFS	Not Full time Secondary Student
DOMINO	END_REASON_CODE	NFY	Not an FTB Child of claimant
DOMINO	END_REASON_CODE	NIA	Not in Australia
DOMINO	END_REASON_CODE	NQE	No Qualifying Entitlement
DOMINO	END_REASON_CODE	NRQ	Not Residentially qualified
DOMINO	END_REASON_CODE	NZB	NZ - Part B rules
DOMINO	END_REASON_CODE	O13	Overseas more than 13 weeks
