"year","variable","code","label","value_kind","source_sheet","source_url"
2021,"ANC2P","1511","Tuvaluan","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","1512","Pitcairn","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","1599","Polynesian, nec","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2","NORTH-WEST EUROPEAN","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","20","North-West European, nfd","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2000","North-West European, nfd","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","21","British","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2100","British, nfd","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2101","English","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2102","Scottish","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2103","Welsh","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2104","Channel Islander","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2105","Manx","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2199","British, nec","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","22","Irish","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2201","Irish","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","23","Western European","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2300","Western European, nfd","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2301","Austrian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2303","Dutch","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2304","Flemish","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2305","French","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2306","German","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2307","Swiss","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2311","Belgian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2312","Frisian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2313","Luxembourg","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2399","Western European, nec","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","24","Northern European","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2400","Northern European, nfd","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2401","Danish","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2402","Finnish","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2403","Icelandic","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2404","Norwegian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2405","Swedish","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","2499","Northern European, nec","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3","SOUTHERN AND EASTERN EUROPEAN","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","30","Southern and Eastern European, nfd","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3000","Southern and Eastern European, nfd","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","31","Southern European","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3100","Southern European, nfd","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3101","Basque","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3102","Catalan","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3103","Italian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3104","Maltese","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3105","Portuguese","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3106","Spanish","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3107","Gibraltarian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3199","Southern European, nec","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","32","South Eastern European","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3200","South Eastern European, nfd","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3201","Albanian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3202","Bosnian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3203","Bulgarian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3204","Croatian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3205","Greek","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3206","Macedonian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3207","Moldovan","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3208","Montenegrin","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3211","Romanian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3212","Roma Gypsy","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3213","Serbian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3214","Slovene","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3215","Cypriot","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3216","Vlach","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3299","South Eastern European, nec","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","33","Eastern European","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3300","Eastern European, nfd","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3301","Belarusan","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3302","Czech","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3303","Estonian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3304","Hungarian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3305","Latvian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3306","Lithuanian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3307","Polish","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3308","Russian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3311","Slovak","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3312","Ukrainian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3313","Sorb/Wend","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","3399","Eastern European, nec","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4","NORTH AFRICAN AND MIDDLE EASTERN","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","40","North African and Middle Eastern, nfd","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4000","North African and Middle Eastern, nfd","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","41","Arab","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4100","Arab, nfd","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4101","Algerian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4102","Egyptian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4103","Iraqi","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4104","Jordanian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4105","Kuwaiti","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4106","Lebanese","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4107","Libyan","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4108","Moroccan","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4111","Palestinian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4112","Saudi Arabian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4113","Syrian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4114","Tunisian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4115","Yemeni","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4116","Bahraini","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4117","Emirati","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4118","Omani","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4121","Qatari","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4199","Arab, nec","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","42","Jewish","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4201","Jewish","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","43","Peoples of the Sudan","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4300","Peoples of the Sudan, nfd","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4301","Bari","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4302","Darfur","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4303","Dinka","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4304","Nuer","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4305","South Sudanese","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4306","Sudanese","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4399","Peoples of the Sudan, nec","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","49","Other North African and Middle Eastern","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4900","Other North African and Middle Eastern, nfd","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4902","Berber","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4903","Coptic","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4904","Iranian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4905","Kurdish","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4907","Turkish","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4908","Assyrian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4911","Chaldean","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4912","Mandaean","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4913","Nubian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4914","Yezidi","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","4999","Other North African and Middle Eastern, nec","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","5","SOUTH-EAST ASIAN","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","50","South-East Asian, nfd","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","5000","South-East Asian, nfd","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","51","Mainland South-East Asian","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","5100","Mainland South-East Asian, nfd","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","5101","Anglo-Burmese","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","5102","Burmese","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","5103","Hmong","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","5104","Khmer (Cambodian)","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","5105","Lao","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","5106","Thai","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","5107","Vietnamese","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","5108","Karen","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
2021,"ANC2P","5111","Mon","substantive","2021 Census Dictionary category table","https://www.abs.gov.au/census/guide-census-data/census-dictionary/2021/variables-topic/cultural-diversity/ancestry-2nd-response-anc2p"
