sa2_code	sa3_code	sa4_code	state	mb_count
511031283	51103	511	5	128
511031284	51103	511	5	20
511041285	51104	511	5	253
511041286	51104	511	5	112
511041287	51104	511	5	104
511041288	51104	511	5	137
511041289	51104	511	5	96
511041290	51104	511	5	158
511041291	51104	511	5	265
511041292	51104	511	5	310
597979799	59797	597	5	23
599999499	59999	599	5	1
601011001	60101	601	6	180
601011002	60101	601	6	63
601011003	60101	601	6	74
601021004	60102	601	6	117
601021005	60102	601	6	115
601021006	60102	601	6	51
601021007	60102	601	6	138
601021008	60102	601	6	107
601021009	60102	601	6	79
601021010	60102	601	6	49
601021011	60102	601	6	104
601021012	60102	601	6	101
601031013	60103	601	6	75
601031014	60103	601	6	115
601031015	60103	601	6	144
601031016	60103	601	6	95
601031017	60103	601	6	199
601031018	60103	601	6	80
601031019	60103	601	6	92
601031020	60103	601	6	127
601031021	60103	601	6	56
601041022	60104	601	6	166
601041023	60104	601	6	153
601041024	60104	601	6	130
601041025	60104	601	6	11
601041026	60104	601	6	61
601051027	60105	601	6	212
601051028	60105	601	6	105
601051029	60105	601	6	74
601051030	60105	601	6	87
601051031	60105	601	6	184
601051032	60105	601	6	100
601051033	60105	601	6	83
601061034	60106	601	6	256
601061035	60106	601	6	145
602011036	60201	602	6	78
602011037	60201	602	6	74
602011038	60201	602	6	155
602011039	60201	602	6	56
602011040	60201	602	6	62
602011041	60201	602	6	124
602011042	60201	602	6	81
602011043	60201	602	6	51
602011044	60201	602	6	118
602011045	60201	602	6	60
602011046	60201	602	6	92
602011047	60201	602	6	75
602011048	60201	602	6	74
602011049	60201	602	6	76
602011050	60201	602	6	63
602011051	60201	602	6	69
602011052	60201	602	6	59
602021053	60202	602	6	136
602021054	60202	602	6	161
602021055	60202	602	6	105
602021056	60202	602	6	42
602021057	60202	602	6	69
602031058	60203	602	6	127
602031059	60203	602	6	293
602031060	60203	602	6	53
602031061	60203	602	6	128
602031062	60203	602	6	78
602031064	60203	602	6	224
602031099	60203	602	6	158
602031100	60203	602	6	334
603011065	60301	603	6	280
603011066	60301	603	6	83
603011067	60301	603	6	150
603011068	60301	603	6	117
603021069	60302	603	6	178
603021070	60302	603	6	69
603021071	60302	603	6	132
603021072	60302	603	6	138
603031073	60303	603	6	176
603031074	60303	603	6	253
604011075	60401	604	6	54
604011076	60401	604	6	199
604011077	60401	604	6	145
604011078	60401	604	6	148
604011079	60401	604	6	142
604011080	60401	604	6	75
604011081	60401	604	6	72
604011082	60401	604	6	144
604011083	60401	604	6	131
604011084	60401	604	6	135
604021085	60402	604	6	233
604021086	60402	604	6	102
604021087	60402	604	6	93
604021088	60402	604	6	71
604021089	60402	604	6	154
604021090	60402	604	6	60
604021091	60402	604	6	272
604021092	60402	604	6	86
604031093	60403	604	6	275
604031094	60403	604	6	1149
604031095	60403	604	6	78
604031096	60403	604	6	166
604031097	60403	604	6	195
604031098	60403	604	6	58
697979799	69797	697	6	17
699999499	69999	699	6	1
701011001	70101	701	7	1
701011002	70101	701	7	93
701011003	70101	701	7	2
701011004	70101	701	7	67
701011005	70101	701	7	51
701011006	70101	701	7	36
701011007	70101	701	7	51
701011008	70101	701	7	78
701011009	70101	701	7	78
701021010	70102	701	7	24
701021011	70102	701	7	32
701021012	70102	701	7	24
701021013	70102	701	7	44
701021014	70102	701	7	3
701021015	70102	701	7	8
701021016	70102	701	7	45
701021017	70102	701	7	6
701021018	70102	701	7	28
701021019	70102	701	7	56
701021020	70102	701	7	54
701021021	70102	701	7	62
701021022	70102	701	7	74
701021023	70102	701	7	33
701021024	70102	701	7	28
701021025	70102	701	7	69
701021026	70102	701	7	49
701021027	70102	701	7	32
701021028	70102	701	7	24
701021029	70102	701	7	21
701021030	70102	701	7	47
701031031	70103	701	7	42
701031032	70103	701	7	76
701031033	70103	701	7	21
701031034	70103	701	7	35
701031035	70103	701	7	83
701041036	70104	701	7	34
701041037	70104	701	7	30
701041038	70104	701	7	55
701041039	70104	701	7	34
701041040	70104	701	7	37
701041041	70104	701	7	66
701041042	70104	701	7	67
701041043	70104	701	7	56
701041044	70104	701	7	48
702011045	70201	702	7	86
702011046	70201	702	7	85
702011047	70201	702	7	56
702011048	70201	702	7	60
702011049	70201	702	7	61
702011050	70201	702	7	34
702011051	70201	702	7	35
702011052	70201	702	7	34
702011053	70201	702	7	24
702011054	70201	702	7	16
702021055	70202	702	7	26
702021056	70202	702	7	57
702031057	70203	702	7	178
702031058	70203	702	7	43
702031059	70203	702	7	11
702031060	70203	702	7	12
702031061	70203	702	7	44
702041062	70204	702	7	69
702041063	70204	702	7	138
702041064	70204	702	7	36
702051065	70205	702	7	40
702051066	70205	702	7	109
702051067	70205	702	7	139
702051068	70205	702	7	56
797979799	79797	797	7	7
799999499	79999	799	7	1
801011001	80101	801	8	36
801011002	80101	801	8	118
801011003	80101	801	8	87
801011004	80101	801	8	100
801011005	80101	801	8	42
801011006	80101	801	8	99
801011007	80101	801	8	87
801011008	80101	801	8	78
801011009	80101	801	8	59
801011010	80101	801	8	29
801011011	80101	801	8	57
801011012	80101	801	8	2
801011013	80101	801	8	46
801011014	80101	801	8	38
801011015	80101	801	8	83
801011016	80101	801	8	112
801011017	80101	801	8	71
801011018	80101	801	8	27
801011019	80101	801	8	94
801011020	80101	801	8	46
801011021	80101	801	8	35
801011022	80101	801	8	53
801011023	80101	801	8	37
801011024	80101	801	8	49
801011025	80101	801	8	44
801011026	80101	801	8	33
801011111	80101	801	8	6
801011142	80101	801	8	1
801011143	80101	801	8	6
801011144	80101	801	8	2
801031031	80103	801	8	13
801031032	80103	801	8	1
801031113	80103	801	8	27
801031114	80103	801	8	4
801031115	80103	801	8	12
801041034	80104	801	8	92
801041035	80104	801	8	76
801041036	80104	801	8	80
801041037	80104	801	8	61
801041038	80104	801	8	67
801041039	80104	801	8	64
801041040	80104	801	8	92
801041043	80104	801	8	13
801041044	80104	801	8	82
801041045	80104	801	8	27
801041046	80104	801	8	155
801041047	80104	801	8	108
801041048	80104	801	8	76
801041116	80104	801	8	2
801041117	80104	801	8	1
801041118	80104	801	8	7
801041119	80104	801	8	2
801041120	80104	801	8	40
801041121	80104	801	8	66
801041122	80104	801	8	41
801051049	80105	801	8	11
801051050	80105	801	8	85
801051051	80105	801	8	69
801051053	80105	801	8	67
801051054	80105	801	8	57
801051055	80105	801	8	51
801051056	80105	801	8	51
801051057	80105	801	8	85
801051058	80105	801	8	82
801051060	80105	801	8	60
801051061	80105	801	8	87
801051123	80105	801	8	5
801051124	80105	801	8	82
801051125	80105	801	8	11
801051126	80105	801	8	4
801051127	80105	801	8	29
801051128	80105	801	8	3
801061062	80106	801	8	69
801061063	80106	801	8	30
801061064	80106	801	8	95
801061066	80106	801	8	8
801061067	80106	801	8	94
801061068	80106	801	8	11
801061069	80106	801	8	55
801061070	80106	801	8	79
801061129	80106	801	8	22
801061130	80106	801	8	67
801061131	80106	801	8	72
801071071	80107	801	8	63
801071072	80107	801	8	48
801071073	80107	801	8	80
801071074	80107	801	8	65
801071075	80107	801	8	69
801071076	80107	801	8	65
801071077	80107	801	8	34
801071078	80107	801	8	125
801071079	80107	801	8	38
801071080	80107	801	8	87
801071081	80107	801	8	67
801071082	80107	801	8	207
801071083	80107	801	8	30
801071084	80107	801	8	97
801071085	80107	801	8	6
801071086	80107	801	8	17
801071087	80107	801	8	39
801071088	80107	801	8	56
801071089	80107	801	8	1
801071090	80107	801	8	124
801071132	80107	801	8	2
801081091	80108	801	8	37
801081092	80108	801	8	48
801081093	80108	801	8	54
801081094	80108	801	8	36
801081095	80108	801	8	56
801081096	80108	801	8	26
801081097	80108	801	8	42
801081098	80108	801	8	98
801081133	80108	801	8	2
801091099	80109	801	8	40
801091100	80109	801	8	97
801091101	80109	801	8	46
801091102	80109	801	8	45
801091103	80109	801	8	47
801091104	80109	801	8	51
801091105	80109	801	8	59
801091106	80109	801	8	53
801091107	80109	801	8	19
801091108	80109	801	8	46
801091109	80109	801	8	69
801091110	80109	801	8	30
801101134	80110	801	8	3
801101135	80110	801	8	34
801101136	80110	801	8	26
801101137	80110	801	8	1
801101139	80110	801	8	25
801101145	80110	801	8	2
801101146	80110	801	8	1
801111140	80111	801	8	11
801111141	80111	801	8	9
897979799	89797	897	8	1
899999499	89999	899	8	1
901011001	90101	901	9	10
901021002	90102	901	9	56
901031003	90103	901	9	9
901041004	90104	901	9	57
997979799	99797	997	9	3
999999499	99999	999	9	1
