Dataset,Module Name,Product Name,Product Description
PIT_ITR,Income Tax Return,madipge-ato-d-whld-debt-fy2324,"MADIP GE, d, ATO, Income Tax Return - tax withheld and debts, fy2023-24"
PIT_ITR,Income Tax Return,madipge-ato-d-whld-debt-fy9900,"MADIP GE, d, ATO, Income Tax Return - tax withheld and debts, fy1999-00"
PIT_ITR,Income Tax Return,madipge-ato-d-ws-fy2021-22,"MADIP GE, d, ATO, PIT Wages and salaries, fy2021-22"
PIT_ITR,Income Tax Return,madipge-ato-d-ws-fy2022-23,"MADIP GE, d, ATO, PIT Wages and salaries, fy2022-23"
PIT_ITR,Income Tax Return,madipge-ato-d-ws-fy2324,"MADIP GE, d, ATO, PIT Wages and salaries, fy2023-24"
PIT_ITR,Payment Summaries,madipge-ato-d-pay-sum-fy2324,"MADIP GE, d, ATO, Payment Summaries, fy2023-24"
PIT_PS,Payment Summaries,madip-ge-020101d-ato-atopaysum1011-fy2010-11,"MADIP GE, 020101d, ATO, Payment Summaries, fy2010-11"
PIT_PS,Payment Summaries,madip-ge-020106d-ato-atopaysum1112-fy2011-12,"MADIP GE, 020106d, ATO, Payment Summaries, fy2011-12"
PIT_PS,Payment Summaries,madip-ge-020111d-ato-atopaysum1213-fy2012-13,"MADIP GE, 020111d, ATO, Payment Summaries, fy2012-13"
PIT_PS,Payment Summaries,madip-ge-020116d-ato-atopaysum1314-fy2013-14,"MADIP GE, 020116d, ATO, Payment Summaries, fy2013-14"
PIT_PS,Payment Summaries,madip-ge-020121d-ato-atopaysum1415-fy2014-15,"MADIP GE, 020121d, ATO, Payment Summaries, fy2014-15"
PIT_PS,Payment Summaries,madip-ge-020126d-ato-atopaysum1516-fy2015-16,"MADIP GE, 020126d, ATO, Payment Summaries, fy2015-16"
PIT_PS,Payment Summaries,madip-ge-020131d-ato-atopaysum1617-fy2016-17,"MADIP GE, 020131d, ATO, Payment Summaries, fy2016-17"
PIT_PS,Payment Summaries,madip-ge-020136d-ato-atopaysum1718-fy2017-18,"MADIP GE, 020136d, ATO, Payment Summaries, fy2017-18"
PIT_PS,Payment Summaries,madip-ge-020136d-ato-atopaysum1819-fy2018-19,"MADIP GE, 020136d, ATO, Payment Summaries, fy2018-19"
PIT_PS,Payment Summaries,madipge-ato-d-pay-sum-fy0102,"MADIP GE, 020172d, ATO, Payment Summaries, fy2001-02"
PIT_PS,Payment Summaries,madipge-ato-d-pay-sum-fy0203,"MADIP GE, 020173d, ATO, Payment Summaries, fy2002-03"
PIT_PS,Payment Summaries,madipge-ato-d-pay-sum-fy0304,"MADIP GE, 020174d, ATO, Payment Summaries, fy2003-04"
PIT_PS,Payment Summaries,madipge-ato-d-pay-sum-fy0405,"MADIP GE, 020175d, ATO, Payment Summaries, fy2004-05"
PIT_PS,Payment Summaries,madipge-ato-d-pay-sum-fy0506,"MADIP GE, 020176d, ATO, Payment Summaries, fy2005-06"
PIT_PS,Payment Summaries,madipge-ato-d-pay-sum-fy0607,"MADIP GE, 020177d, ATO, Payment Summaries, fy2006-07"
PIT_PS,Payment Summaries,madipge-ato-d-pay-sum-fy0708,"MADIP GE, 020178d, ATO, Payment Summaries, fy2007-08"
PIT_PS,Payment Summaries,madipge-ato-d-pay-sum-fy0809,"MADIP GE, 020179d, ATO, Payment Summaries, fy2008-09"
PIT_PS,Payment Summaries,madipge-ato-d-pay-sum-fy0910,"MADIP GE, 020180d, ATO, Payment Summaries, fy2009-10"
PIT_PS,Payment Summaries,madipge-ato-d-pay-sum-fy1920,"MADIP GE, 020146d, ATO, Payment Summaries, fy2019-20"
PIT_PS,Payment Summaries,madipge-ato-d-pay-sum-fy2021,"MADIP GE, 020155d, ATO, Payment Summaries, fy2020-21"
PIT_PS,Payment Summaries,madipge-ato-d-pay-sum-fy2122,"MADIP GE, d, ATO, Payment Summaries, fy2021-22"
PIT_PS,Payment Summaries,madipge-ato-d-pay-sum-fy2223,"MADIP GE, d, ATO, Payment Summaries, fy2022-23"
RPS,Rental Property Schedule,madipge-ato-d-rps-fy0001,"MADIP GE, d, ATO, Rental Property Schedule, fy0001"
RPS,Rental Property Schedule,madipge-ato-d-rps-fy0102,"MADIP GE, d, ATO, Rental Property Schedule, fy0102"
RPS,Rental Property Schedule,madipge-ato-d-rps-fy0203,"MADIP GE, d, ATO, Rental Property Schedule, fy0203"
RPS,Rental Property Schedule,madipge-ato-d-rps-fy0304,"MADIP GE, d, ATO, Rental Property Schedule, fy0304"
RPS,Rental Property Schedule,madipge-ato-d-rps-fy0405,"MADIP GE, d, ATO, Rental Property Schedule, fy0405"
RPS,Rental Property Schedule,madipge-ato-d-rps-fy0506,"MADIP GE, d, ATO, Rental Property Schedule, fy0506"
RPS,Rental Property Schedule,madipge-ato-d-rps-fy0607,"MADIP GE, d, ATO, Rental Property Schedule, fy0607"
RPS,Rental Property Schedule,madipge-ato-d-rps-fy0708,"MADIP GE, d, ATO, Rental Property Schedule, fy0708"
RPS,Rental Property Schedule,madipge-ato-d-rps-fy0809,"MADIP GE, d, ATO, Rental Property Schedule, fy0809"
RPS,Rental Property Schedule,madipge-ato-d-rps-fy0910,"MADIP GE, d, ATO, Rental Property Schedule, fy0910"
RPS,Rental Property Schedule,madipge-ato-d-rps-fy1011,"MADIP GE, d, ATO, Rental Property Schedule, fy1011"
RPS,Rental Property Schedule,madipge-ato-d-rps-fy1112,"MADIP GE, d, ATO, Rental Property Schedule, fy1112"
RPS,Rental Property Schedule,madipge-ato-d-rps-fy1213,"MADIP GE, d, ATO, Rental Property Schedule, fy1213"
RPS,Rental Property Schedule,madipge-ato-d-rps-fy1314,"MADIP GE, d, ATO, Rental Property Schedule, fy1314"
RPS,Rental Property Schedule,madipge-ato-d-rps-fy1415,"MADIP GE, d, ATO, Rental Property Schedule, fy1415"
RPS,Rental Property Schedule,madipge-ato-d-rps-fy1516,"MADIP GE, d, ATO, Rental Property Schedule, fy1516"
RPS,Rental Property Schedule,madipge-ato-d-rps-fy1617,"MADIP GE, d, ATO, Rental Property Schedule, fy1617"
RPS,Rental Property Schedule,madipge-ato-d-rps-fy1718,"MADIP GE, d, ATO, Rental Property Schedule, fy1718"
RPS,Rental Property Schedule,madipge-ato-d-rps-fy1819,"MADIP GE, d, ATO, Rental Property Schedule, fy1819"
RPS,Rental Property Schedule,madipge-ato-d-rps-fy1920,"MADIP GE, d, ATO, Rental Property Schedule, fy1920"
RPS,Rental Property Schedule,madipge-ato-d-rps-fy2021,"MADIP GE, d, ATO, Rental Property Schedule, fy2021"
RPS,Rental Property Schedule,madipge-ato-d-rps-fy2122,"MADIP GE, d, ATO, Rental Property Schedule, fy2122"
RPS,Rental Property Schedule,madipge-ato-d-rps-fy2223,"MADIP GE, d, ATO, Rental Property Schedule, fy2223"
RPS,Rental Property Schedule,madipge-ato-d-rps-fy9900,"MADIP GE, d, ATO, Rental Property Schedule, fy9900"
SAE,Superannuation Accounts Extract,madipmp-ato-maasmats-2018-19,"MADIP GE, d, ATO, MAAS MATS, 2018-19"
SAE,Superannuation Accounts Extract,madipmp-ato-maasmats-2019-20,"MADIP GE, d, ATO, MAAS MATS, 2019-20"
SAE,Superannuation Accounts Extract,madipmp-ato-maasmats-2020-21,"MADIP GE, d, ATO, MAAS MATS, 2020-21"
SAE,Superannuation Accounts Extract,madipmp-ato-maasmats-2021-22,"MADIP GE, d, ATO, MAAS MATS, 2021-22"
SAE,Superannuation Accounts Extract,madipmp-ato-maasmats-2022-23,"MADIP GE, d, ATO, MAAS MATS, 2022-23"
SAE,Superannuation Accounts Extract,madipmp-ato-maasmats-2023-24,"MADIP GE, d, ATO, MAAS MATS, 2023-24"
SDAC,"Survey of Disability, Ageing and Carers 2018",madip-ge-080101d-sdac2018-sdac18outass-2018,"MADIP GE, 080101d, SDAC2018, Assistance providers, 2018"
SDAC,"Survey of Disability, Ageing and Carers 2018",madip-ge-080102d-sdac2018-sdac18outbac-2018,"MADIP GE, 080102d, SDAC2018, Broad activities, 2018"
SDAC,"Survey of Disability, Ageing and Carers 2018",madip-ge-080103d-sdac2018-sdac18outcon-2018,"MADIP GE, 080103d, SDAC2018, Conditions, 2018"
SDAC,"Survey of Disability, Ageing and Carers 2018",madip-ge-080104d-sdac2018-sdac18outfam-2018,"MADIP GE, 080104d, SDAC2018, Family, 2018"
SDAC,"Survey of Disability, Ageing and Carers 2018",madip-ge-080105d-sdac2018-sdac18outhou-2018,"MADIP GE, 080105d, SDAC2018, Household, 2018"
SDAC,"Survey of Disability, Ageing and Carers 2018",madip-ge-080106d-sdac2018-sdac18outinc-2018,"MADIP GE, 080106d, SDAC2018, Income unit, 2018"
SDAC,"Survey of Disability, Ageing and Carers 2018",madip-ge-080107d-sdac2018-sdac18outper-2018,"MADIP GE, 080107d, SDAC2018, Person, 2018"
SDAC,"Survey of Disability, Ageing and Carers 2018",madip-ge-080108d-sdac2018-sdac18outrec-2018,"MADIP GE, 080108d, SDAC2018, Recipient, 2018"
SDAC,"Survey of Disability, Ageing and Carers 2018",madip-ge-080109d-sdac2018-sdac18outres-2018,"MADIP GE, 080109d, SDAC2018, Restrictions, 2018"
SDAC,"Survey of Disability, Ageing and Carers 2018",madip-ge-080110d-sdac2018-sdac18outsac-2018,"MADIP GE, 080110d, SDAC2018, Specific activities, 2018"
SDAC,"Survey of Disability, Ageing and Carers 2022",madipge-sdac-d-survey-2022,"MADIP GE, d, SDAC2022, Survey data, 2022"
SDB,Settlements Database (Permanent Migrants) 2000 - latest,madipge-mig-d-permanent-migrants-2000-current,"MADIP GE, d, MIGRATION, Permanent Migrants, 2000-current"
SMSF,Self-Managed Superannuation Funds,pmp-smsf-2007-08,"MADIP GE, d, ATO, Self Managed Super Fund, fy0708"
SMSF,Self-Managed Superannuation Funds,pmp-smsf-2008-09,"MADIP GE, d, ATO, Self Managed Super Fund, fy0809"
SMSF,Self-Managed Superannuation Funds,pmp-smsf-2009-10,"MADIP GE, d, ATO, Self Managed Super Fund, fy0910"
SMSF,Self-Managed Superannuation Funds,pmp-smsf-2010-11,"MADIP GE, d, ATO, Self Managed Super Fund, fy1011"
SMSF,Self-Managed Superannuation Funds,pmp-smsf-2011-12,"MADIP GE, d, ATO, Self Managed Super Fund, fy1112"
SMSF,Self-Managed Superannuation Funds,pmp-smsf-2012-13,"MADIP GE, d, ATO, Self Managed Super Fund, fy1213"
SMSF,Self-Managed Superannuation Funds,pmp-smsf-2013-14,"MADIP GE, d, ATO, Self Managed Super Fund, fy1314"
SMSF,Self-Managed Superannuation Funds,pmp-smsf-2014-15,"MADIP GE, d, ATO, Self Managed Super Fund, fy1415"
SMSF,Self-Managed Superannuation Funds,pmp-smsf-2015-16,"MADIP GE, d, ATO, Self Managed Super Fund, fy1516"
SMSF,Self-Managed Superannuation Funds,pmp-smsf-2016-17,"MADIP GE, d, ATO, Self Managed Super Fund, fy1617"
SMSF,Self-Managed Superannuation Funds,pmp-smsf-2017-18,"MADIP GE, d, ATO, Self Managed Super Fund, fy1718"
SMSF,Self-Managed Superannuation Funds,pmp-smsf-2018-19,"MADIP GE, d, ATO, Self Managed Super Fund, fy1819"
SMSF,Self-Managed Superannuation Funds,pmp-smsf-2019-20,"MADIP GE, d, ATO, Self Managed Super Fund, fy1920"
SMSF,Self-Managed Superannuation Funds,pmp-smsf-2020-21,"MADIP GE, d, ATO, Self Managed Super Fund, fy2021"
SMSF,Self-Managed Superannuation Funds,pmp-smsf-2021-22,"MADIP GE, d, ATO, Self Managed Super Fund, fy2122"
SMSF,Self-Managed Superannuation Funds,pmp-smsf-2022-23,"MADIP GE, d, ATO, Self Managed Super Fund, fy2223"
STP,Single Touch Payroll Extended,pmp-stp-extended,"MADIP GE, d, ATO, STP Extended, 2020-current"
STP,Single Touch Payroll Standard,pmp-stp-standard,"MADIP GE, d, ATO, STP Standard, 2020-current"
TRAVELLERS,Travellers 2006 - latest,madipge-mig-d-erp-2006-current,"MADIP GE, d, MIGRATION, Estimated resident population, 2006-curent"
TRAVELLERS,Travellers 2006 - latest,madipge-mig-d-pp-2006-current,"MADIP GE, d, MIGRATION, Physically present, 2006-current"
TRAVELLERS,Travellers 2006 - latest,madipge-mig-d-travellers-2006-current,"MADIP GE, d, MIGRATION, Travel movements, 2006-current"
TVA,Total VET Activity Core variables 2015 to latest,madipge-tva-d-prog-comp-core-2015,"MADIP GE, d, TVA, Completions - Core variables, 2015"
TVA,Total VET Activity Core variables 2015 to latest,madipge-tva-d-prog-comp-core-2016,"MADIP GE, d, TVA, Completions - Core variables, 2016"
TVA,Total VET Activity Core variables 2015 to latest,madipge-tva-d-prog-comp-core-2017,"MADIP GE, d, TVA, Completions - Core variables, 2017"
TVA,Total VET Activity Core variables 2015 to latest,madipge-tva-d-prog-comp-core-2018,"MADIP GE, d, TVA, Completions - Core variables, 2018"
TVA,Total VET Activity Core variables 2015 to latest,madipge-tva-d-prog-comp-core-2019,"MADIP GE, d, TVA, Completions - Core variables, 2019"
TVA,Total VET Activity Core variables 2015 to latest,madipge-tva-d-prog-comp-core-2020,"MADIP GE, d, TVA, Completions - Core variables, 2020"
TVA,Total VET Activity Core variables 2015 to latest,madipge-tva-d-prog-comp-core-2021,"MADIP GE, d, TVA, Completions - Core variables, 2021"
TVA,Total VET Activity Core variables 2015 to latest,madipge-tva-d-prog-comp-core-2022,"MADIP GE, d, TVA, Completions - Core variables, 2022"
TVA,Total VET Activity Core variables 2015 to latest,madipge-tva-d-prog-comp-core-2023,"MADIP GE, d, TVA, Completions - Core variables, 2023"
TVA,Total VET Activity Core variables 2015 to latest,madipge-tva-d-trn-actvty-core-2015,"MADIP GE, d, TVA, Training activity - Core variables, 2015"
TVA,Total VET Activity Core variables 2015 to latest,madipge-tva-d-trn-actvty-core-2016,"MADIP GE, d, TVA, Training activity - Core variables, 2016"
TVA,Total VET Activity Core variables 2015 to latest,madipge-tva-d-trn-actvty-core-2017,"MADIP GE, d, TVA, Training activity - Core variables, 2017"
TVA,Total VET Activity Core variables 2015 to latest,madipge-tva-d-trn-actvty-core-2018,"MADIP GE, 130138d, TVA, Completions - Language spoken, 2018"
TVA,Total VET Activity Core variables 2015 to latest,madipge-tva-d-trn-actvty-core-2019,"MADIP GE, d, TVA, Training activity - Core variables, 2019"
TVA,Total VET Activity Core variables 2015 to latest,madipge-tva-d-trn-actvty-core-2020,"MADIP GE, d, TVA, Training activity - Core variables, 2020"
TVA,Total VET Activity Core variables 2015 to latest,madipge-tva-d-trn-actvty-core-2021,"MADIP GE, d, TVA, Training activity - Core variables, 2021"
TVA,Total VET Activity Core variables 2015 to latest,madipge-tva-d-trn-actvty-core-2022,"MADIP GE, d, TVA, Training activity - Core variables, 2022"
TVA,Total VET Activity Core variables 2015 to latest,madipge-tva-d-trn-actvty-core-2023,"MADIP GE, d, TVA, Training activity - Core variables, 2023"
TVA,Total VET Activity Country of Birth 2015 to latest,madipge-tva-d-prog-comp-cob-2015,"MADIP GE, d, TVA, Completions - Country of birth, 2015"
TVA,Total VET Activity Country of Birth 2015 to latest,madipge-tva-d-prog-comp-cob-2016,"MADIP GE, d, TVA, Completions - Country of birth, 2016"
TVA,Total VET Activity Country of Birth 2015 to latest,madipge-tva-d-prog-comp-cob-2017,"MADIP GE, d, TVA, Completions - Country of birth, 2017"
TVA,Total VET Activity Country of Birth 2015 to latest,madipge-tva-d-prog-comp-cob-2018,"MADIP GE, d, TVA, Completions - Country of birth, 2018"
TVA,Total VET Activity Country of Birth 2015 to latest,madipge-tva-d-prog-comp-cob-2019,"MADIP GE, d, TVA, Completions - Country of birth, 2019"
TVA,Total VET Activity Country of Birth 2015 to latest,madipge-tva-d-prog-comp-cob-2020,"MADIP GE, d, TVA, Completions - Country of birth, 2020"
TVA,Total VET Activity Country of Birth 2015 to latest,madipge-tva-d-prog-comp-cob-2021,"MADIP GE, d, TVA, Completions - Country of birth, 2021"
TVA,Total VET Activity Country of Birth 2015 to latest,madipge-tva-d-prog-comp-cob-2022,"MADIP GE, d, TVA, Completions - Country of birth, 2022"
TVA,Total VET Activity Country of Birth 2015 to latest,madipge-tva-d-prog-comp-cob-2023,"MADIP GE, d, TVA, Completions - Country of birth, 2023"
TVA,Total VET Activity Country of Birth 2015 to latest,madipge-tva-d-trn-actvty-cob-2015,"MADIP GE, d, TVA, Training activity - Country of birth, 2015"
TVA,Total VET Activity Country of Birth 2015 to latest,madipge-tva-d-trn-actvty-cob-2016,"MADIP GE, d, TVA, Training activity - Country of birth, 2016"
TVA,Total VET Activity Country of Birth 2015 to latest,madipge-tva-d-trn-actvty-cob-2017,"MADIP GE, d, TVA, Training activity - Country of birth, 2017"
TVA,Total VET Activity Country of Birth 2015 to latest,madipge-tva-d-trn-actvty-cob-2018,"MADIP GE, 130139d, TVA, Completions - Indigenous status, 2018"
TVA,Total VET Activity Country of Birth 2015 to latest,madipge-tva-d-trn-actvty-cob-2019,"MADIP GE, d, TVA, Training activity - Country of birth, 2019"
TVA,Total VET Activity Country of Birth 2015 to latest,madipge-tva-d-trn-actvty-cob-2020,"MADIP GE, d, TVA, Training activity - Country of birth, 2020"
TVA,Total VET Activity Country of Birth 2015 to latest,madipge-tva-d-trn-actvty-cob-2021,"MADIP GE, d, TVA, Training activity - Country of birth, 2021"
TVA,Total VET Activity Country of Birth 2015 to latest,madipge-tva-d-trn-actvty-cob-2022,"MADIP GE, d, TVA, Training activity - Country of birth, 2022"
TVA,Total VET Activity Country of Birth 2015 to latest,madipge-tva-d-trn-actvty-cob-2023,"MADIP GE, d, TVA, Training activity - Country of birth, 2023"
TVA,Total VET Activity Disability Status 2015 to latest,madipge-tva-d-prog-comp-dis-2015,"MADIP GE, d, TVA, Completions - Disability status, 2015"
TVA,Total VET Activity Disability Status 2015 to latest,madipge-tva-d-prog-comp-dis-2016,"MADIP GE, d, TVA, Completions - Disability status, 2016"
TVA,Total VET Activity Disability Status 2015 to latest,madipge-tva-d-prog-comp-dis-2017,"MADIP GE, d, TVA, Completions - Disability status, 2017"
TVA,Total VET Activity Disability Status 2015 to latest,madipge-tva-d-prog-comp-dis-2018,"MADIP GE, d, TVA, Completions - Disability status, 2018"
TVA,Total VET Activity Disability Status 2015 to latest,madipge-tva-d-prog-comp-dis-2019,"MADIP GE, d, TVA, Completions - Disability status, 2019"
TVA,Total VET Activity Disability Status 2015 to latest,madipge-tva-d-prog-comp-dis-2020,"MADIP GE, d, TVA, Completions - Disability status, 2020"
TVA,Total VET Activity Disability Status 2015 to latest,madipge-tva-d-prog-comp-dis-2021,"MADIP GE, d, TVA, Completions - Disability status, 2021"
TVA,Total VET Activity Disability Status 2015 to latest,madipge-tva-d-prog-comp-dis-2022,"MADIP GE, d, TVA, Completions - Disability status, 2022"
TVA,Total VET Activity Disability Status 2015 to latest,madipge-tva-d-prog-comp-dis-2023,"MADIP GE, d, TVA, Completions - Disability status, 2023"
TVA,Total VET Activity Disability Status 2015 to latest,madipge-tva-d-trn-actvty-dis-2015,"MADIP GE, d, TVA, Training activity - Disability status, 2015"
TVA,Total VET Activity Disability Status 2015 to latest,madipge-tva-d-trn-actvty-dis-2016,"MADIP GE, d, TVA, Training activity - Disability status, 2016"
TVA,Total VET Activity Disability Status 2015 to latest,madipge-tva-d-trn-actvty-dis-2017,"MADIP GE, d, TVA, Training activity - Disability status, 2017"
TVA,Total VET Activity Disability Status 2015 to latest,madipge-tva-d-trn-actvty-dis-2018,"MADIP GE, d, TVA, Training activity - Disability status, 2018"
TVA,Total VET Activity Disability Status 2015 to latest,madipge-tva-d-trn-actvty-dis-2019,"MADIP GE, d, TVA, Training activity - Disability status, 2019"
TVA,Total VET Activity Disability Status 2015 to latest,madipge-tva-d-trn-actvty-dis-2020,"MADIP GE, d, TVA, Training activity - Disability status, 2020"
TVA,Total VET Activity Disability Status 2015 to latest,madipge-tva-d-trn-actvty-dis-2021,"MADIP GE, d, TVA, Training activity - Disability status, 2021"
TVA,Total VET Activity Disability Status 2015 to latest,madipge-tva-d-trn-actvty-dis-2022,"MADIP GE, d, TVA, Training activity - Disability status, 2022"
TVA,Total VET Activity Disability Status 2015 to latest,madipge-tva-d-trn-actvty-dis-2023,"MADIP GE, d, TVA, Training activity - Disability status, 2023"
TVA,Total VET Activity Indigenous Status 2015 to latest,madipge-tva-d-prog-comp-ind-2015,"MADIP GE, d, TVA, Completions - Indigenous status, 2015"
TVA,Total VET Activity Indigenous Status 2015 to latest,madipge-tva-d-prog-comp-ind-2016,"MADIP GE, d, TVA, Completions - Indigenous status, 2016"
TVA,Total VET Activity Indigenous Status 2015 to latest,madipge-tva-d-prog-comp-ind-2017,"MADIP GE, d, TVA, Completions - Indigenous status, 2017"
TVA,Total VET Activity Indigenous Status 2015 to latest,madipge-tva-d-prog-comp-ind-2018,"MADIP GE, d, TVA, Completions - Indigenous status, 2018"
TVA,Total VET Activity Indigenous Status 2015 to latest,madipge-tva-d-prog-comp-ind-2019,"MADIP GE, d, TVA, Completions - Indigenous status, 2019"
TVA,Total VET Activity Indigenous Status 2015 to latest,madipge-tva-d-prog-comp-ind-2020,"MADIP GE, d, TVA, Completions - Indigenous status, 2020"
TVA,Total VET Activity Indigenous Status 2015 to latest,madipge-tva-d-prog-comp-ind-2021,"MADIP GE, d, TVA, Completions - Indigenous status, 2021"
TVA,Total VET Activity Indigenous Status 2015 to latest,madipge-tva-d-prog-comp-ind-2022,"MADIP GE, d, TVA, Completions - Indigenous status, 2022"
TVA,Total VET Activity Indigenous Status 2015 to latest,madipge-tva-d-prog-comp-ind-2023,"MADIP GE, d, TVA, Completions - Indigenous status, 2023"
TVA,Total VET Activity Indigenous Status 2015 to latest,madipge-tva-d-trn-actvty-ind-2015,"MADIP GE, d, TVA, Training activity - Indigenous status, 2015"
TVA,Total VET Activity Indigenous Status 2015 to latest,madipge-tva-d-trn-actvty-ind-2016,"MADIP GE, d, TVA, Training activity - Indigenous status, 2016"
TVA,Total VET Activity Indigenous Status 2015 to latest,madipge-tva-d-trn-actvty-ind-2017,"MADIP GE, d, TVA, Training activity - Indigenous status, 2017"
TVA,Total VET Activity Indigenous Status 2015 to latest,madipge-tva-d-trn-actvty-ind-2018,"MADIP GE, 130137d, TVA, Completions - Country of birth, 2018"
TVA,Total VET Activity Indigenous Status 2015 to latest,madipge-tva-d-trn-actvty-ind-2019,"MADIP GE, d, TVA, Training activity - Indigenous status, 2019"
TVA,Total VET Activity Indigenous Status 2015 to latest,madipge-tva-d-trn-actvty-ind-2020,"MADIP GE, d, TVA, Training activity - Indigenous status, 2020"
TVA,Total VET Activity Indigenous Status 2015 to latest,madipge-tva-d-trn-actvty-ind-2021,"MADIP GE, d, TVA, Training activity - Indigenous status, 2021"
TVA,Total VET Activity Indigenous Status 2015 to latest,madipge-tva-d-trn-actvty-ind-2022,"MADIP GE, d, TVA, Training activity - Indigenous status, 2022"
TVA,Total VET Activity Indigenous Status 2015 to latest,madipge-tva-d-trn-actvty-ind-2023,"MADIP GE, d, TVA, Training activity - Indigenous status, 2023"
TVA,Total VET Activity Language Spoken 2015 to latest,madipge-tva-d-prog-comp-lan-2015,"MADIP GE, d, TVA, Completions - Language spoken, 2015"
TVA,Total VET Activity Language Spoken 2015 to latest,madipge-tva-d-prog-comp-lan-2016,"MADIP GE, d, TVA, Completions - Language spoken, 2016"
TVA,Total VET Activity Language Spoken 2015 to latest,madipge-tva-d-prog-comp-lan-2017,"MADIP GE, d, TVA, Completions - Language spoken, 2017"
TVA,Total VET Activity Language Spoken 2015 to latest,madipge-tva-d-prog-comp-lan-2018,"MADIP GE, d, TVA, Completions - Language spoken, 2018"
TVA,Total VET Activity Language Spoken 2015 to latest,madipge-tva-d-prog-comp-lan-2019,"MADIP GE, d, TVA, Completions - Language spoken, 2019"
TVA,Total VET Activity Language Spoken 2015 to latest,madipge-tva-d-prog-comp-lan-2020,"MADIP GE, d, TVA, Completions - Language spoken, 2020"
TVA,Total VET Activity Language Spoken 2015 to latest,madipge-tva-d-prog-comp-lan-2021,"MADIP GE, d, TVA, Completions - Language spoken, 2021"
TVA,Total VET Activity Language Spoken 2015 to latest,madipge-tva-d-prog-comp-lan-2022,"MADIP GE, d, TVA, Completions - Language spoken, 2022"
TVA,Total VET Activity Language Spoken 2015 to latest,madipge-tva-d-prog-comp-lan-2023,"MADIP GE, d, TVA, Completions - Language spoken, 2023"
TVA,Total VET Activity Language Spoken 2015 to latest,madipge-tva-d-trn-actvty-lan-2015,"MADIP GE, d, TVA, Training activity - Language spoken, 2015"
TVA,Total VET Activity Language Spoken 2015 to latest,madipge-tva-d-trn-actvty-lan-2016,"MADIP GE, d, TVA, Training activity - Language spoken, 2016"
TVA,Total VET Activity Language Spoken 2015 to latest,madipge-tva-d-trn-actvty-lan-2017,"MADIP GE, d, TVA, Training activity - Language spoken, 2017"
TVA,Total VET Activity Language Spoken 2015 to latest,madipge-tva-d-trn-actvty-lan-2018,"MADIP GE, 130136d, TVA, Completions - Core variables, 2018"
TVA,Total VET Activity Language Spoken 2015 to latest,madipge-tva-d-trn-actvty-lan-2019,"MADIP GE, 130146d, TVA, Completions - Core variables, 2019"
TVA,Total VET Activity Language Spoken 2015 to latest,madipge-tva-d-trn-actvty-lan-2020,"MADIP GE, d, TVA, Training activity - Language spoken, 2020"
TVA,Total VET Activity Language Spoken 2015 to latest,madipge-tva-d-trn-actvty-lan-2021,"MADIP GE, d, TVA, Training activity - Language spoken, 2021"
TVA,Total VET Activity Language Spoken 2015 to latest,madipge-tva-d-trn-actvty-lan-2022,"MADIP GE, d, TVA, Training activity - Language spoken, 2022"
TVA,Total VET Activity Language Spoken 2015 to latest,madipge-tva-d-trn-actvty-lan-2023,"MADIP GE, d, TVA, Training activity - Language spoken, 2023"
VISA,Visa Applications (2000 to latest) and Visa Grants (1990 to latest),madipge-mig-d-visa-2000-current,"MADIP GE, d, MIGRATION, Visa, 2000-current"
