"item_num","category","group","sub_heading","benefit_type","schedule_fee","benefit_75","benefit_85","benefit_100","anaes","weight"
46174,3,"T8",NA,"A",2916.4,2187.3,0,0,"N",2.38583055234942e-05
46175,3,"T8",NA,"A",4666.25,3499.7,0,0,"N",2.38583055234942e-05
46176,3,"T8",NA,"A",1166.65,875,0,0,"N",2.38583055234942e-05
46177,3,"T8",NA,"A",1983.2,1487.4,0,0,"N",2.38583055234942e-05
46178,3,"T8",NA,"A",1983.2,1487.4,0,0,"N",2.38583055234942e-05
46179,3,"T8",NA,"A",1650.7,1238.05,0,0,"N",2.38583055234942e-05
46180,3,"T8",NA,"A",2916.4,2187.3,0,0,"N",2.38583055234942e-05
46181,3,"T8",NA,"A",2916.4,2187.3,0,0,"N",2.38583055234942e-05
46182,3,"T8",NA,"A",2432.25,1824.2,0,0,"N",2.38583055234942e-05
46183,3,"T8",NA,"A",3499.65,2624.75,0,0,"N",2.38583055234942e-05
46184,3,"T8",NA,"A",3499.65,2624.75,0,0,"N",2.38583055234942e-05
46185,3,"T8",NA,"A",2916.4,2187.3,0,0,"N",2.38583055234942e-05
46300,3,"T8",NA,"A",473.7,355.3,0,0,"N",2.38583055234942e-05
46303,3,"T8",NA,"A",614.25,460.7,0,0,"N",2.38583055234942e-05
46308,3,"T8",NA,"C",614.2,460.65,522.1,0,"N",2.38583055234942e-05
46309,3,"T8",NA,"A",614.2,460.65,0,0,"N",2.38583055234942e-05
46312,3,"T8",NA,"A",789.7,592.3,0,0,"N",2.38583055234942e-05
46315,3,"T8",NA,"A",1052.95,789.75,0,0,"N",2.38583055234942e-05
46318,3,"T8",NA,"A",1316.2,987.15,0,0,"N",2.38583055234942e-05
46321,3,"T8",NA,"A",1579.4,1184.55,0,0,"N",2.38583055234942e-05
46322,3,"T8",NA,"A",921.35,691.05,0,0,"N",2.38583055234942e-05
46324,3,"T8",NA,"A",1074.7,806.05,0,0,"N",2.38583055234942e-05
46325,3,"T8",NA,"A",1074.7,806.05,0,0,"N",2.38583055234942e-05
46330,3,"T8",NA,"A",403.7,302.8,0,0,"N",2.38583055234942e-05
46333,3,"T8",NA,"A",658,493.5,0,0,"N",2.38583055234942e-05
46335,3,"T8",NA,"A",543.85,407.9,0,0,"N",2.38583055234942e-05
46336,3,"T8",NA,"C",307.15,230.4,261.1,0,"N",2.38583055234942e-05
46339,3,"T8",NA,"A",543.85,407.9,0,0,"N",2.38583055234942e-05
46340,3,"T8",NA,"A",462.3,346.75,0,0,"N",2.38583055234942e-05
46341,3,"T8",NA,"A",296.5,222.4,0,0,"N",2.38583055234942e-05
46342,3,"T8",NA,"A",543.85,407.9,0,0,"N",2.38583055234942e-05
46345,3,"T8",NA,"A",658,493.5,0,0,"N",2.38583055234942e-05
46348,3,"T8",NA,"A",285.15,213.9,0,0,"N",2.38583055234942e-05
46351,3,"T8",NA,"A",425.55,319.2,0,0,"N",2.38583055234942e-05
46354,3,"T8",NA,"A",570.3,427.75,0,0,"N",2.38583055234942e-05
46357,3,"T8",NA,"A",710.7,533.05,0,0,"N",2.38583055234942e-05
46360,3,"T8",NA,"A",855.5,641.65,0,0,"N",2.38583055234942e-05
46363,3,"T8",NA,"C",245.6,184.2,208.8,0,"N",2.38583055234942e-05
46364,3,"T8",NA,"A",543.85,407.9,0,0,"N",2.38583055234942e-05
46365,3,"T8",NA,"C",307.15,230.4,261.1,0,"N",2.38583055234942e-05
46367,3,"T8",NA,"C",463.8,347.85,394.25,0,"N",2.38583055234942e-05
46370,3,"T8",NA,"C",149.25,111.95,126.9,0,"N",2.38583055234942e-05
46372,3,"T8",NA,"A",499.2,374.4,0,0,"N",2.38583055234942e-05
46375,3,"T8",NA,"A",592.25,444.2,0,0,"N",2.38583055234942e-05
46378,3,"T8",NA,"A",789.7,592.3,0,0,"N",2.38583055234942e-05
46379,3,"T8",NA,"A",994.85,746.15,0,0,"N",2.38583055234942e-05
46380,3,"T8",NA,"A",1253.55,940.2,0,0,"N",2.38583055234942e-05
46381,3,"T8",NA,"A",350.9,263.2,0,0,"N",2.38583055234942e-05
46384,3,"T8",NA,"A",350.9,263.2,0,0,"N",2.38583055234942e-05
46387,3,"T8",NA,"A",723.95,543,0,0,"N",2.38583055234942e-05
46390,3,"T8",NA,"A",965.45,724.1,0,0,"N",2.38583055234942e-05
46393,3,"T8",NA,"A",1118.7,839.05,0,0,"N",2.38583055234942e-05
46394,3,"T8",NA,"A",1394.1,1045.6,0,0,"N",2.38583055234942e-05
46395,3,"T8",NA,"A",1737.25,1302.95,0,0,"N",2.38583055234942e-05
46399,3,"T8",NA,"A",604.05,453.05,0,0,"N",2.38583055234942e-05
46401,3,"T8",NA,"A",484.8,363.6,0,0,"N",2.38583055234942e-05
46408,3,"T8",NA,"A",807.2,605.4,0,0,"N",2.38583055234942e-05
46411,3,"T8",NA,"A",473.75,355.35,0,0,"N",2.38583055234942e-05
46414,3,"T8",NA,"A",614.1,460.6,0,0,"N",2.38583055234942e-05
46417,3,"T8",NA,"A",570.3,427.75,0,0,"N",2.38583055234942e-05
46420,3,"T8",NA,"C",238.65,179,202.9,0,"N",2.38583055234942e-05
46423,3,"T8",NA,"C",381.7,286.3,324.45,0,"N",2.38583055234942e-05
46426,3,"T8",NA,"A",394.8,296.1,0,0,"N",2.38583055234942e-05
46432,3,"T8",NA,"A",658.25,493.7,0,0,"N",2.38583055234942e-05
46434,3,"T8",NA,"A",567.1,425.35,0,0,"N",2.38583055234942e-05
46438,3,"T8",NA,"C",157.95,118.5,134.3,0,"N",2.38583055234942e-05
46441,3,"T8",NA,"C",381.7,286.3,324.45,0,"N",2.38583055234942e-05
46442,3,"T8",NA,"A",327.7,245.8,0,0,"N",2.38583055234942e-05
46444,3,"T8",NA,"A",570.3,427.75,0,0,"N",2.38583055234942e-05
46450,3,"T8",NA,"A",263.3,197.5,0,0,"N",2.38583055234942e-05
46453,3,"T8",NA,"A",438.75,329.1,0,0,"N",2.38583055234942e-05
46456,3,"T8",NA,"C",114.05,85.55,96.95,0,"N",2.38583055234942e-05
46464,3,"T8",NA,"A",263.3,197.5,0,0,"N",2.38583055234942e-05
46465,3,"T8",NA,"A",263.3,197.5,0,0,"N",2.38583055234942e-05
46468,3,"T8",NA,"A",460.6,345.45,0,0,"N",2.38583055234942e-05
46471,3,"T8",NA,"A",658,493.5,0,0,"N",2.38583055234942e-05
46474,3,"T8",NA,"A",855.5,641.65,0,0,"N",2.38583055234942e-05
46477,3,"T8",NA,"A",1052.95,789.75,0,0,"N",2.38583055234942e-05
46480,3,"T8",NA,"A",438.75,329.1,0,0,"N",2.38583055234942e-05
46483,3,"T8",NA,"A",350.9,263.2,0,0,"N",2.38583055234942e-05
46486,3,"T8",NA,"A",263.3,197.5,0,0,"N",2.38583055234942e-05
46489,3,"T8",NA,"A",307.15,230.4,0,0,"N",2.38583055234942e-05
46492,3,"T8",NA,"A",421.2,315.9,0,0,"N",2.38583055234942e-05
46493,3,"T8",NA,"A",384.45,288.35,0,0,"N",2.38583055234942e-05
46495,3,"T8",NA,"A",237.05,177.8,0,0,"N",2.38583055234942e-05
46498,3,"T8",NA,"C",256.5,192.4,218.05,0,"N",2.38583055234942e-05
46500,3,"T8",NA,"C",307.15,230.4,261.1,0,"N",2.38583055234942e-05
46501,3,"T8",NA,"C",384.05,288.05,326.45,0,"N",2.38583055234942e-05
46502,3,"T8",NA,"A",460.65,345.5,0,0,"N",2.38583055234942e-05
46503,3,"T8",NA,"A",441.4,331.05,0,0,"N",2.38583055234942e-05
46504,3,"T8",NA,"A",1289.7,967.3,0,0,"N",2.38583055234942e-05
46507,3,"T8",NA,"A",1749.8,1312.35,0,0,"N",2.38583055234942e-05
46510,3,"T8",NA,"A",409.4,307.05,0,0,"N",2.38583055234942e-05
46513,3,"T8",NA,"C",65.9,49.45,56.05,0,"N",2.38583055234942e-05
46519,3,"T8",NA,"C",164.7,123.55,140,0,"N",2.38583055234942e-05
46522,3,"T8",NA,"A",491.35,368.55,0,0,"N",2.38583055234942e-05
46525,3,"T8",NA,"A",65.9,49.45,0,0,"N",2.38583055234942e-05
46528,3,"T8",NA,"C",197.75,148.35,168.1,0,"N",2.38583055234942e-05
46531,3,"T8",NA,"C",99.35,74.55,84.45,0,"N",2.38583055234942e-05
46534,3,"T8",NA,"A",274.7,206.05,0,0,"N",2.38583055234942e-05
47000,3,"T8",1,"A",82.5,61.9,0,0,"N",2.38583055234942e-05
47003,3,"T8",1,"C",98.9,74.2,84.1,0,"N",2.38583055234942e-05
47007,3,"T8",1,"A",411.9,308.95,0,0,"N",2.38583055234942e-05
47009,3,"T8",1,"A",197.75,148.35,0,0,"N",2.38583055234942e-05
47012,3,"T8",1,"A",395.25,296.45,0,0,"N",2.38583055234942e-05
47015,3,"T8",1,"C",98.9,74.2,84.1,0,"N",2.38583055234942e-05
47018,3,"T8",1,"C",230.5,172.9,195.95,0,"N",2.38583055234942e-05
47021,3,"T8",1,"A",307.5,230.65,0,0,"N",2.38583055234942e-05
47024,3,"T8",1,"C",230.5,172.9,195.95,0,"N",2.38583055234942e-05
47027,3,"T8",1,"A",757.95,568.5,0,0,"N",2.38583055234942e-05
47030,3,"T8",1,"C",230.5,172.9,195.95,0,"N",2.38583055234942e-05
47033,3,"T8",1,"A",757.95,568.5,0,0,"N",2.38583055234942e-05
47042,3,"T8",1,"C",131.65,98.75,111.95,0,"N",2.38583055234942e-05
47045,3,"T8",1,"C",491.65,368.75,417.95,0,"N",2.38583055234942e-05
47047,3,"T8",1,"C",378.9,284.2,322.1,0,"N",2.38583055234942e-05
47049,3,"T8",1,"A",505.1,378.85,0,0,"N",2.38583055234942e-05
47052,3,"T8",1,"C",492.55,369.45,418.7,0,"N",2.38583055234942e-05
47053,3,"T8",1,"A",656.6,492.45,0,0,"N",2.38583055234942e-05
47054,3,"T8",1,"A",378.9,284.2,0,0,"N",2.38583055234942e-05
47057,3,"T8",1,"C",148.2,111.15,126,0,"N",2.38583055234942e-05
47060,3,"T8",1,"A",197.75,148.35,0,0,"N",2.38583055234942e-05
47063,3,"T8",1,"C",296.5,222.4,252.05,0,"N",2.38583055234942e-05
47066,3,"T8",1,"A",395.25,296.45,0,0,"N",2.38583055234942e-05
47069,3,"T8",1,"C",82.5,61.9,70.15,0,"N",2.38583055234942e-05
47301,3,"T8",2,"C",101.25,75.95,86.1,0,"N",2.38583055234942e-05
47304,3,"T8",2,"A",115.35,86.55,0,0,"N",2.38583055234942e-05
47307,3,"T8",2,"A",233.3,175,0,0,"N",2.38583055234942e-05
47310,3,"T8",2,"A",384.95,288.75,0,0,"N",2.38583055234942e-05
47313,3,"T8",2,"A",373.35,280.05,0,0,"N",2.38583055234942e-05
47316,3,"T8",2,"A",740.75,555.6,0,0,"N",2.38583055234942e-05
47319,3,"T8",2,"A",758.25,568.7,0,0,"N",2.38583055234942e-05
47348,3,"T8",2,"C",109.6,82.2,93.2,0,"N",2.38583055234942e-05
47351,3,"T8",2,"A",274.7,206.05,0,0,"N",2.38583055234942e-05
47354,3,"T8",2,"C",197.75,148.35,168.1,0,"N",2.38583055234942e-05
47357,3,"T8",2,"A",439.25,329.45,0,0,"N",2.38583055234942e-05
47361,3,"T8",2,"C",153.75,115.35,130.7,0,"N",2.38583055234942e-05
47362,3,"T8",2,"C",230.5,172.9,195.95,0,"N",2.38583055234942e-05
47364,3,"T8",2,"A",326.65,245,0,0,"N",2.38583055234942e-05
47367,3,"T8",2,"A",260.8,195.6,0,0,"N",2.38583055234942e-05
47370,3,"T8",2,"A",473.6,355.2,0,0,"N",2.38583055234942e-05
47373,3,"T8",2,"A",338.35,253.8,0,0,"N",2.38583055234942e-05
47381,3,"T8",2,"A",296.5,222.4,0,0,"N",2.38583055234942e-05
47384,3,"T8",2,"A",395.25,296.45,0,0,"N",2.38583055234942e-05
47385,3,"T8",2,"A",340.35,255.3,0,0,"N",2.38583055234942e-05
47386,3,"T8",2,"A",549.1,411.85,0,0,"N",2.38583055234942e-05
47387,3,"T8",2,"C",318.4,238.8,270.65,0,"N",2.38583055234942e-05
47390,3,"T8",2,"A",477.8,358.35,0,0,"N",2.38583055234942e-05
47393,3,"T8",2,"A",637,477.75,0,0,"N",2.38583055234942e-05
47396,3,"T8",2,"C",219.55,164.7,186.65,0,"N",2.38583055234942e-05
47399,3,"T8",2,"A",439.25,329.45,0,0,"N",2.38583055234942e-05
47402,3,"T8",2,"A",329.35,247.05,0,0,"N",2.38583055234942e-05
47405,3,"T8",2,"C",219.55,164.7,186.65,0,"N",2.38583055234942e-05
47408,3,"T8",2,"A",439.25,329.45,0,0,"N",2.38583055234942e-05
47411,3,"T8",2,"C",131.65,98.75,111.95,0,"N",2.38583055234942e-05
47414,3,"T8",2,"A",263.65,197.75,0,0,"N",2.38583055234942e-05
47417,3,"T8",2,"C",307.5,230.65,261.4,0,"N",2.38583055234942e-05
47420,3,"T8",2,"A",604.05,453.05,0,0,"N",2.38583055234942e-05
47423,3,"T8",2,"C",252.55,189.45,214.7,0,"N",2.38583055234942e-05
47426,3,"T8",2,"A",378.9,284.2,0,0,"N",2.38583055234942e-05
47429,3,"T8",2,"A",505.1,378.85,0,0,"N",2.38583055234942e-05
47432,3,"T8",2,"A",631.4,473.55,0,0,"N",2.38583055234942e-05
47435,3,"T8",2,"A",483.25,362.45,0,0,"N",2.38583055234942e-05
47438,3,"T8",2,"A",768.9,576.7,0,0,"N",2.38583055234942e-05
47441,3,"T8",2,"A",960.95,720.75,0,0,"N",2.38583055234942e-05
47444,3,"T8",2,"C",263.65,197.75,224.15,0,"N",2.38583055234942e-05
47447,3,"T8",2,"A",395.25,296.45,0,0,"N",2.38583055234942e-05
47450,3,"T8",2,"A",527.2,395.4,0,0,"N",2.38583055234942e-05
47451,3,"T8",2,"A",635.55,476.7,0,0,"N",2.38583055234942e-05
47453,3,"T8",2,"C",307.5,230.65,261.4,0,"N",2.38583055234942e-05
47456,3,"T8",2,"A",461.4,346.05,0,0,"N",2.38583055234942e-05
47459,3,"T8",2,"A",615.1,461.35,0,0,"N",2.38583055234942e-05
47462,3,"T8",2,"C",131.65,98.75,111.95,0,"N",2.38583055234942e-05
47465,3,"T8",2,"A",604.05,453.05,0,0,"N",2.38583055234942e-05
47466,3,"T8",2,"C",131.65,98.75,111.95,0,"N",2.38583055234942e-05
47467,3,"T8",2,"A",263.65,197.75,0,0,"N",2.38583055234942e-05
47468,3,"T8",2,"A",505.1,378.85,0,0,"N",2.38583055234942e-05
47471,3,"T8",2,"C",50.2,37.65,42.7,0,"N",2.38583055234942e-05
47474,3,"T8",2,"C",219.55,164.7,186.65,0,"N",2.38583055234942e-05
47477,3,"T8",2,"A",274.7,206.05,0,0,"N",2.38583055234942e-05
47480,3,"T8",2,"A",549.1,411.85,0,0,"N",2.38583055234942e-05
47483,3,"T8",2,"A",658.95,494.25,0,0,"N",2.38583055234942e-05
47486,3,"T8",2,"A",1098.25,823.7,0,0,"N",2.38583055234942e-05
47489,3,"T8",2,"A",1647.4,1235.55,0,0,"N",2.38583055234942e-05
47491,3,"T8",11,"A",1812.05,1359.05,0,0,"N",2.38583055234942e-05
47495,3,"T8",2,"A",549.1,411.85,0,0,"N",2.38583055234942e-05
47498,3,"T8",2,"A",823.6,617.7,0,0,"N",2.38583055234942e-05
47501,3,"T8",2,"A",1098.25,823.7,0,0,"N",2.38583055234942e-05
47511,3,"T8",2,"A",1647.4,1235.55,0,0,"N",2.38583055234942e-05
47514,3,"T8",2,"A",960.95,720.75,0,0,"N",2.38583055234942e-05
47516,3,"T8",2,"C",505.1,378.85,429.35,0,"N",2.38583055234942e-05
47519,3,"T8",2,"A",1010.45,757.85,0,0,"N",2.38583055234942e-05
47528,3,"T8",2,"A",878.7,659.05,0,0,"N",2.38583055234942e-05
47531,3,"T8",2,"A",1120.2,840.15,0,0,"N",2.38583055234942e-05
47534,3,"T8",2,"A",1263,947.25,0,0,"N",2.38583055234942e-05
47537,3,"T8",2,"A",505.1,378.85,0,0,"N",2.38583055234942e-05
47540,3,"T8",2,"A",252.55,189.45,0,0,"N",2.38583055234942e-05
47543,3,"T8",2,"C",263.65,197.75,224.15,0,"N",2.38583055234942e-05
47546,3,"T8",2,"A",395.25,296.45,0,0,"N",2.38583055234942e-05
47549,3,"T8",2,"A",627.9,470.95,0,0,"N",2.38583055234942e-05
47552,3,"T8",2,"A",439.25,329.45,0,0,"N",2.38583055234942e-05
47555,3,"T8",2,"A",658.95,494.25,0,0,"N",2.38583055234942e-05
47558,3,"T8",2,"A",1164.2,873.15,0,0,"N",2.38583055234942e-05
47559,3,"T8",2,"A",891.6,668.7,0,0,"N",2.38583055234942e-05
47561,3,"T8",2,"C",318.4,238.8,270.65,0,"N",2.38583055234942e-05
47565,3,"T8",2,"A",831.05,623.3,0,0,"N",2.38583055234942e-05
47566,3,"T8",2,"A",1059.35,794.55,0,0,"N",2.38583055234942e-05
47568,3,"T8",2,"A",477.8,358.35,0,0,"N",2.38583055234942e-05
47570,3,"T8",2,"A",637,477.75,0,0,"N",2.38583055234942e-05
47573,3,"T8",2,"A",796.25,597.2,0,0,"N",2.38583055234942e-05
47577,3,"T8",2,"A",658.95,494.25,0,0,"N",2.38583055234942e-05
47579,3,"T8",2,"C",186.75,140.1,158.75,0,"N",2.38583055234942e-05
47582,3,"T8",2,"A",494.4,370.8,0,0,"N",2.38583055234942e-05
47585,3,"T8",2,"A",511.1,383.35,0,0,"N",2.38583055234942e-05
47588,3,"T8",2,"A",1537.35,1153.05,0,0,"N",2.38583055234942e-05
47591,3,"T8",2,"A",1867.2,1400.4,0,0,"N",2.38583055234942e-05
47592,3,"T8",12,"A",380.3,285.25,0,0,"N",2.38583055234942e-05
47593,3,"T8",2,"A",930.85,698.15,0,0,"N",2.38583055234942e-05
47595,3,"T8",2,"C",187.95,141,159.8,0,"N",2.38583055234942e-05
47597,3,"T8",2,"C",378.9,284.2,322.1,0,"N",2.38583055234942e-05
47600,3,"T8",2,"A",658.95,494.25,0,0,"N",2.38583055234942e-05
47603,3,"T8",2,"A",831.05,623.3,0,0,"N",2.38583055234942e-05
47612,3,"T8",2,"A",477.8,358.35,0,0,"N",2.38583055234942e-05
47615,3,"T8",2,"A",549.1,411.85,0,0,"N",2.38583055234942e-05
47618,3,"T8",2,"A",686.4,514.8,0,0,"N",2.38583055234942e-05
47621,3,"T8",2,"A",477.8,358.35,0,0,"N",2.38583055234942e-05
47624,3,"T8",2,"A",658.95,494.25,0,0,"N",2.38583055234942e-05
47630,3,"T8",2,"A",395.25,296.45,0,0,"N",2.38583055234942e-05
47637,3,"T8",2,"C",223.8,167.85,190.25,0,"N",2.38583055234942e-05
47639,3,"T8",2,"A",263.65,197.75,0,0,"N",2.38583055234942e-05
47648,3,"T8",2,"A",351.2,263.4,0,0,"N",2.38583055234942e-05
47657,3,"T8",2,"A",549.1,411.85,0,0,"N",2.38583055234942e-05
47663,3,"T8",2,"C",164.7,123.55,140,0,"N",2.38583055234942e-05
47666,3,"T8",2,"A",274.7,206.05,0,0,"N",2.38583055234942e-05
47672,3,"T8",2,"C",131.65,98.75,111.95,0,"N",2.38583055234942e-05
47678,3,"T8",2,"A",197.75,148.35,0,0,"N",2.38583055234942e-05
47735,3,"T8",2,"C",50.25,37.7,42.75,0,"N",2.38583055234942e-05
47738,3,"T8",2,"C",274.7,206.05,233.5,0,"N",2.38583055234942e-05
47741,3,"T8",2,"A",560.4,420.3,0,0,"N",2.38583055234942e-05
47753,3,"T8",2,"A",474.3,355.75,0,0,"N",2.38583055234942e-05
47762,3,"T8",2,"A",278.6,208.95,0,0,"N",2.38583055234942e-05
47765,3,"T8",2,"A",524.15,393.15,0,0,"N",2.38583055234942e-05
47766,3,"T8",NA,"A",701.1,525.85,0,0,"N",2.38583055234942e-05
47786,3,"T8",2,"A",838.45,628.85,0,0,"N",2.38583055234942e-05
47789,3,"T8",2,"A",838.45,628.85,0,0,"N",2.38583055234942e-05
47790,3,"T8",3,"A",329.35,247.05,0,0,"N",2.38583055234942e-05
47791,3,"T8",3,"A",307.5,230.65,0,0,"N",2.38583055234942e-05
47792,3,"T8",8,"A",549.1,411.85,0,0,"N",2.38583055234942e-05
47795,3,"T8",8,"A",549.1,411.85,0,0,"N",2.38583055234942e-05
47900,3,"T8",3,"C",197.75,148.35,168.1,0,"N",2.38583055234942e-05
47903,3,"T8",3,"A",274.7,206.05,0,0,"N",2.38583055234942e-05
47904,3,"T8",3,"C",65.9,49.45,56.05,0,"N",2.38583055234942e-05
47906,3,"T8",3,"A",131.65,98.75,0,0,"N",2.38583055234942e-05
47915,3,"T8",3,"C",197.75,148.35,168.1,0,"N",2.38583055234942e-05
47916,3,"T8",3,"C",99.35,74.55,84.45,0,"N",2.38583055234942e-05
47918,3,"T8",3,"C",274.7,206.05,233.5,0,"N",2.38583055234942e-05
47921,3,"T8",3,"C",131.65,98.75,111.95,0,"N",2.38583055234942e-05
47924,3,"T8",3,"C",43.95,33,37.4,0,"N",2.38583055234942e-05
47927,3,"T8",3,"A",164.7,123.55,0,0,"N",2.38583055234942e-05
47929,3,"T8",3,"A",439.25,329.45,0,0,"N",2.38583055234942e-05
47953,3,"T8",3,"A",505.1,378.85,0,0,"N",2.38583055234942e-05
47954,3,"T8",3,"C",439.25,329.45,373.4,0,"N",2.38583055234942e-05
47955,3,"T8",3,"A",760.15,570.15,0,0,"N",2.38583055234942e-05
47956,3,"T8",3,"A",1140.2,855.15,0,0,"N",2.38583055234942e-05
47960,3,"T8",3,"C",153.75,115.35,130.7,0,"N",2.38583055234942e-05
47964,3,"T8",3,"A",252.55,189.45,0,0,"N",2.38583055234942e-05
47967,3,"T8",3,"A",505.1,378.85,0,0,"N",2.38583055234942e-05
47968,3,"T8",8,"C",252.55,189.45,214.7,0,"N",2.38583055234942e-05
47970,3,"T8",8,"C",252.55,189.45,214.7,0,"N",2.38583055234942e-05
47973,3,"T8",9,"C",252.55,189.45,214.7,0,"N",2.38583055234942e-05
47975,3,"T8",3,"A",430.65,323,0,0,"N",2.38583055234942e-05
47978,3,"T8",3,"A",261.65,196.25,0,0,"N",2.38583055234942e-05
47981,3,"T8",3,"C",175.6,131.7,149.3,0,"N",2.38583055234942e-05
47982,3,"T8",3,"A",425.75,319.35,0,0,"N",2.38583055234942e-05
47983,3,"T8",3,"A",1010.45,757.85,0,0,"N",2.38583055234942e-05
47984,3,"T8",3,"A",1010.45,757.85,0,0,"N",2.38583055234942e-05
48245,3,"T8",4,"A",364.85,273.65,0,0,"N",2.38583055234942e-05
48248,3,"T8",4,"A",565.05,423.8,0,0,"N",2.38583055234942e-05
48251,3,"T8",4,"A",465,348.75,0,0,"N",2.38583055234942e-05
48254,3,"T8",4,"A",1065.35,799.05,0,0,"N",2.38583055234942e-05
48257,3,"T8",4,"A",465,348.75,0,0,"N",2.38583055234942e-05
48400,3,"T8",5,"A",384.45,288.35,0,0,"N",2.38583055234942e-05
48403,3,"T8",5,"A",604.05,453.05,0,0,"N",2.38583055234942e-05
48406,3,"T8",5,"A",384.45,288.35,0,0,"N",2.38583055234942e-05
48409,3,"T8",5,"A",604.05,453.05,0,0,"N",2.38583055234942e-05
48412,3,"T8",5,"A",735.7,551.8,0,0,"N",2.38583055234942e-05
48415,3,"T8",5,"A",933.55,700.2,0,0,"N",2.38583055234942e-05
48419,3,"T8",5,"A",735.7,551.8,0,0,"N",2.38583055234942e-05
48420,3,"T8",5,"A",933.55,700.2,0,0,"N",2.38583055234942e-05
48421,3,"T8",5,"A",1072.2,804.15,0,0,"N",2.38583055234942e-05
48422,3,"T8",5,"A",1065.35,799.05,0,0,"N",2.38583055234942e-05
48423,3,"T8",5,"A",878.7,659.05,0,0,"N",2.38583055234942e-05
48424,3,"T8",5,"A",878.7,659.05,0,0,"N",2.38583055234942e-05
48426,3,"T8",5,"A",1065.35,799.05,0,0,"N",2.38583055234942e-05
48427,3,"T8",5,"A",1065.35,799.05,0,0,"N",2.38583055234942e-05
48430,3,"T8",5,"A",313,234.75,0,0,"N",2.38583055234942e-05
48433,3,"T8",5,"A",1246.55,934.95,0,0,"N",2.38583055234942e-05
48435,3,"T8",5,"A",658.95,494.25,0,0,"N",2.38583055234942e-05
48436,3,"T8",5,"A",313,234.75,0,0,"N",2.38583055234942e-05
48438,3,"T8",5,"A",313,234.75,0,0,"N",2.38583055234942e-05
48440,3,"T8",5,"A",313,234.75,0,0,"N",2.38583055234942e-05
48442,3,"T8",5,"A",313,234.75,0,0,"N",2.38583055234942e-05
48444,3,"T8",5,"A",313,234.75,0,0,"N",2.38583055234942e-05
48446,3,"T8",2,"A",1407.7,1055.8,0,0,"N",2.38583055234942e-05
48448,3,"T8",2,"A",1407.7,1055.8,0,0,"N",2.38583055234942e-05
48450,3,"T8",2,"A",1275.85,956.9,0,0,"N",2.38583055234942e-05
48452,3,"T8",2,"A",1275.85,956.9,0,0,"N",2.38583055234942e-05
48454,3,"T8",2,"A",946.35,709.8,0,0,"N",2.38583055234942e-05
48456,3,"T8",2,"A",946.35,709.8,0,0,"N",2.38583055234942e-05
48507,3,"T8",6,"A",427.2,320.4,0,0,"N",2.38583055234942e-05
48509,3,"T8",6,"A",384.45,288.35,0,0,"N",2.38583055234942e-05
48512,3,"T8",6,"A",1043.4,782.55,0,0,"N",2.38583055234942e-05
48900,3,"T8",8,"A",329.35,247.05,0,0,"N",2.38583055234942e-05
48903,3,"T8",8,"A",658.95,494.25,0,0,"N",2.38583055234942e-05
48906,3,"T8",8,"A",658.95,494.25,0,0,"N",2.38583055234942e-05
48909,3,"T8",8,"A",878.7,659.05,0,0,"N",2.38583055234942e-05
48915,3,"T8",8,"A",878.7,659.05,0,0,"N",2.38583055234942e-05
48918,3,"T8",8,"A",1757.45,1318.1,0,0,"N",2.38583055234942e-05
48919,3,"T8",8,"A",1989.95,1492.5,0,0,"N",2.38583055234942e-05
48921,3,"T8",8,"A",1812.05,1359.05,0,0,"N",2.38583055234942e-05
48924,3,"T8",8,"A",2086.8,1565.1,0,0,"N",2.38583055234942e-05
48925,3,"T8",8,"A",819.5,614.65,0,0,"N",2.38583055234942e-05
48927,3,"T8",8,"A",428.15,321.15,0,0,"N",2.38583055234942e-05
48932,3,"T8",8,"A",819.5,614.65,0,0,"N",2.38583055234942e-05
48939,3,"T8",8,"A",1263,947.25,0,0,"N",2.38583055234942e-05
48942,3,"T8",8,"A",1647.4,1235.55,0,0,"N",2.38583055234942e-05
48943,3,"T8",8,"A",549.1,411.85,0,0,"N",2.38583055234942e-05
48944,3,"T8",8,"A",549.1,411.85,0,0,"N",2.38583055234942e-05
48945,3,"T8",8,"A",318.4,238.8,0,0,"N",2.38583055234942e-05
48948,3,"T8",8,"A",713.95,535.5,0,0,"N",2.38583055234942e-05
48951,3,"T8",8,"A",1043.4,782.55,0,0,"N",2.38583055234942e-05
48952,3,"T8",8,"A",713.95,535.5,0,0,"N",2.38583055234942e-05
48953,3,"T8",8,"A",713.95,535.5,0,0,"N",2.38583055234942e-05
48954,3,"T8",8,"A",1098.25,823.7,0,0,"N",2.38583055234942e-05
48958,3,"T8",8,"A",1263,947.25,0,0,"N",2.38583055234942e-05
48959,3,"T8",8,"A",1763.75,1322.85,0,0,"N",2.38583055234942e-05
48960,3,"T8",8,"A",1098.25,823.7,0,0,"N",2.38583055234942e-05
48972,3,"T8",8,"A",505.1,378.85,0,0,"N",2.38583055234942e-05
48980,3,"T8",8,"A",933.55,700.2,0,0,"N",2.38583055234942e-05
48983,3,"T8",9,"A",684.6,513.45,0,0,"N",2.38583055234942e-05
48986,3,"T8",9,"A",933.55,700.2,0,0,"N",2.38583055234942e-05
49100,3,"T8",9,"A",384.45,288.35,0,0,"N",2.38583055234942e-05
